date,label,month,quarter,sourceDataset,updateDate,value,year
1971,1971,,,LMS,2015-10-13T23:00:00.000Z,71.8,1971
1972,1972,,,LMS,2015-10-13T23:00:00.000Z,72.0,1972
1973,1973,,,LMS,2015-10-13T23:00:00.000Z,72.9,1973
1974,1974,,,LMS,2015-10-13T23:00:00.000Z,73.0,1974
1975,1975,,,LMS,2015-10-13T23:00:00.000Z,72.6,1975
1976,1976,,,LMS,2015-10-13T23:00:00.000Z,71.9,1976
1977,1977,,,LMS,2015-10-13T23:00:00.000Z,71.6,1977
1978,1978,,,LMS,2015-10-13T23:00:00.000Z,71.6,1978
1979,1979,,,LMS,2015-10-13T23:00:00.000Z,71.8,1979
1980,1980,,,LMS,2015-10-13T23:00:00.000Z,70.8,1980
1981,1981,,,LMS,2015-10-13T23:00:00.000Z,68.5,1981
1982,1982,,,LMS,2015-10-13T23:00:00.000Z,66.8,1982
1983,1983,,,LMS,2015-10-13T23:00:00.000Z,65.9,1983
1984,1984,,,LMS,2015-10-13T23:00:00.000Z,66.8,1984
1985,1985,,,LMS,2015-10-13T23:00:00.000Z,67.4,1985
1986,1986,,,LMS,2015-10-13T23:00:00.000Z,67.7,1986
1987,1987,,,LMS,2015-10-13T23:00:00.000Z,68.8,1987
1988,1988,,,LMS,2015-10-13T23:00:00.000Z,70.9,1988
1989,1989,,,LMS,2015-10-13T23:00:00.000Z,72.5,1989
1990,1990,,,LMS,2015-10-13T23:00:00.000Z,72.7,1990
1991,1991,,,LMS,2015-10-13T23:00:00.000Z,70.7,1991
1992,1992,,,LMS,2015-10-13T23:00:00.000Z,69.0,1992
1993,1993,,,LMS,2015-10-13T23:00:00.000Z,68.4,1993
1994,1994,,,LMS,2015-10-13T23:00:00.000Z,68.9,1994
1995,1995,,,LMS,2015-10-13T23:00:00.000Z,69.5,1995
1996,1996,,,LMS,2015-10-13T23:00:00.000Z,70.0,1996
1997,1997,,,LMS,2015-10-13T23:00:00.000Z,71.0,1997
1998,1998,,,LMS,2015-10-13T23:00:00.000Z,71.5,1998
1999,1999,,,LMS,2015-10-13T23:00:00.000Z,72.1,1999
2000,2000,,,LMS,2015-10-13T23:00:00.000Z,72.5,2000
2001,2001,,,LMS,2015-10-13T23:00:00.000Z,72.6,2001
2002,2002,,,LMS,2015-10-13T23:00:00.000Z,72.7,2002
2003,2003,,,LMS,2015-10-13T23:00:00.000Z,72.8,2003
2004,2004,,,LMS,2015-10-13T23:00:00.000Z,72.9,2004
2005,2005,,,LMS,2015-10-13T23:00:00.000Z,72.9,2005
2006,2006,,,LMS,2015-10-13T23:00:00.000Z,72.8,2006
2007,2007,,,LMS,2015-10-13T23:00:00.000Z,72.7,2007
2008,2008,,,LMS,2015-10-13T23:00:00.000Z,72.6,2008
2009,2009,,,LMS,2015-10-13T23:00:00.000Z,70.9,2009
2010,2010,,,LMS,2015-10-13T23:00:00.000Z,70.4,2010
2011,2011,,,LMS,2015-10-13T23:00:00.000Z,70.3,2011
2012,2012,,,LMS,2015-10-13T23:00:00.000Z,71.0,2012
2013,2013,,,LMS,2017-05-16T23:00:00.000Z,71.6,2013
2014,2014,,,LMS,2015-10-13T23:00:00.000Z,72.9,2014
2015,2015,,,LMS,2016-03-16T09:30:00.000Z,73.7,2015
2016,2016,,,LMS,2017-02-15T00:00:00.000Z,74.4,2016
2017,2017,,,LMS,2018-02-21T00:00:00.000Z,75.0,2017
2018,2018,,,LMS,2019-02-19T00:00:00.000Z,75.6,2018
2019,2019,,,LMS,2020-02-18T00:00:00.000Z,76.2,2019
2020,2020,,,LMS,2021-07-14T23:00:00.000Z,75.4,2020
2021,2021,,,LMS,2022-08-15T23:00:00.000Z,75.1,2021
