date,label,month,quarter,sourceDataset,updateDate,value,year
1992 Q2,1992 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,464,1992
1992 Q3,1992 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,507,1992
1992 Q4,1992 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,514,1992
1993 Q1,1993 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,541,1993
1993 Q2,1993 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,567,1993
1993 Q3,1993 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,580,1993
1993 Q4,1993 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,595,1993
1994 Q1,1994 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,619,1994
1994 Q2,1994 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,622,1994
1994 Q3,1994 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,671,1994
1994 Q4,1994 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,686,1994
1995 Q1,1995 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,676,1995
1995 Q2,1995 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,700,1995
1995 Q3,1995 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,683,1995
1995 Q4,1995 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,675,1995
1996 Q1,1996 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,669,1996
1996 Q2,1996 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,670,1996
1996 Q3,1996 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,664,1996
1996 Q4,1996 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,678,1996
1997 Q1,1997 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,673,1997
1997 Q2,1997 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,681,1997
1997 Q3,1997 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,662,1997
1997 Q4,1997 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,667,1997
1998 Q1,1998 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,640,1998
1998 Q2,1998 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,600,1998
1998 Q3,1998 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,602,1998
1998 Q4,1998 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,590,1998
1999 Q1,1999 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,591,1999
1999 Q2,1999 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,600,1999
1999 Q3,1999 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,591,1999
1999 Q4,1999 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,572,1999
2000 Q1,2000 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,548,2000
2000 Q2,2000 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,501,2000
2000 Q3,2000 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,495,2000
2000 Q4,2000 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,470,2000
2001 Q1,2001 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,463,2001
2001 Q2,2001 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,460,2001
2001 Q3,2001 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,400,2001
2001 Q4,2001 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,413,2001
2002 Q1,2002 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,415,2002
2002 Q2,2002 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,433,2002
2002 Q3,2002 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,426,2002
2002 Q4,2002 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,422,2002
2003 Q1,2003 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,398,2003
2003 Q2,2003 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,404,2003
2003 Q3,2003 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,394,2003
2003 Q4,2003 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,399,2003
2004 Q1,2004 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,406,2004
2004 Q2,2004 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,391,2004
2004 Q3,2004 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,378,2004
2004 Q4,2004 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,365,2004
2005 Q1,2005 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,357,2005
2005 Q2,2005 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,356,2005
2005 Q3,2005 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,393,2005
2005 Q4,2005 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,347,2005
2006 Q1,2006 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,374,2006
2006 Q2,2006 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,370,2006
2006 Q3,2006 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,367,2006
2006 Q4,2006 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,392,2006
2007 Q1,2007 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,405,2007
2007 Q2,2007 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,417,2007
2007 Q3,2007 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,393,2007
2007 Q4,2007 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,380,2007
2008 Q1,2008 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,363,2008
2008 Q2,2008 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,348,2008
2008 Q3,2008 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,360,2008
2008 Q4,2008 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,380,2008
2009 Q1,2009 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,426,2009
2009 Q2,2009 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,431,2009
2009 Q3,2009 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,464,2009
2009 Q4,2009 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,497,2009
2010 Q1,2010 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,513,2010
2010 Q2,2010 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,573,2010
2010 Q3,2010 Q3,,Q3,LMS,2015-10-13T23:00:00.000Z,600,2010
2010 Q4,2010 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,577,2010
2011 Q1,2011 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,579,2011
2011 Q2,2011 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,609,2011
2011 Q3,2011 Q3,,Q3,LMS,2019-02-19T00:00:00.000Z,581,2011
2011 Q4,2011 Q4,,Q4,LMS,2015-10-13T23:00:00.000Z,602,2011
2012 Q1,2012 Q1,,Q1,LMS,2015-10-13T23:00:00.000Z,618,2012
2012 Q2,2012 Q2,,Q2,LMS,2015-10-13T23:00:00.000Z,644,2012
2012 Q3,2012 Q3,,Q3,LMS,2017-05-16T23:00:00.000Z,656,2012
2012 Q4,2012 Q4,,Q4,LMS,2019-02-19T00:00:00.000Z,660,2012
2013 Q1,2013 Q1,,Q1,LMS,2019-02-19T00:00:00.000Z,649,2013
2013 Q2,2013 Q2,,Q2,LMS,2019-02-19T00:00:00.000Z,605,2013
2013 Q3,2013 Q3,,Q3,LMS,2017-05-16T23:00:00.000Z,603,2013
