areaCode,areaName,areaType,date,newCasesBySpecimenDate,newCasesBySpecimenDateRollingSum
E12000001,North East,region,2023-12-12,16,
E12000001,North East,region,2023-12-11,30,
E12000001,North East,region,2023-12-10,39,
E12000001,North East,region,2023-12-09,17,194
E12000001,North East,region,2023-12-08,36,189
E12000001,North East,region,2023-12-07,25,168
E12000001,North East,region,2023-12-06,28,159
E12000001,North East,region,2023-12-05,22,148
E12000001,North East,region,2023-12-04,38,150
E12000001,North East,region,2023-12-03,28,132
E12000001,North East,region,2023-12-02,12,119
E12000001,North East,region,2023-12-01,15,122
E12000001,North East,region,2023-11-30,16,125
E12000001,North East,region,2023-11-29,17,127
E12000001,North East,region,2023-11-28,24,135
E12000001,North East,region,2023-11-27,20,132
E12000001,North East,region,2023-11-26,15,146
E12000001,North East,region,2023-11-25,15,151
E12000001,North East,region,2023-11-24,18,154
E12000001,North East,region,2023-11-23,18,159
E12000001,North East,region,2023-11-22,25,166
E12000001,North East,region,2023-11-21,21,159
E12000001,North East,region,2023-11-20,34,170
E12000001,North East,region,2023-11-19,20,170
E12000001,North East,region,2023-11-18,18,175
E12000001,North East,region,2023-11-17,23,167
E12000001,North East,region,2023-11-16,25,154
E12000001,North East,region,2023-11-15,18,150
E12000001,North East,region,2023-11-14,32,166
E12000001,North East,region,2023-11-13,34,168
E12000001,North East,region,2023-11-12,25,170
E12000001,North East,region,2023-11-11,10,185
E12000001,North East,region,2023-11-10,10,216
E12000001,North East,region,2023-11-09,21,231
E12000001,North East,region,2023-11-08,34,248
E12000001,North East,region,2023-11-07,34,255
E12000001,North East,region,2023-11-06,36,275
E12000001,North East,region,2023-11-05,40,282
E12000001,North East,region,2023-11-04,41,291
E12000001,North East,region,2023-11-03,25,291
E12000001,North East,region,2023-11-02,38,315
E12000001,North East,region,2023-11-01,41,332
E12000001,North East,region,2023-10-31,54,336
E12000001,North East,region,2023-10-30,43,332
E12000001,North East,region,2023-10-29,49,350
E12000001,North East,region,2023-10-28,41,350
E12000001,North East,region,2023-10-27,49,354
E12000001,North East,region,2023-10-26,55,356
E12000001,North East,region,2023-10-25,45,375
E12000001,North East,region,2023-10-24,50,415
E12000001,North East,region,2023-10-23,61,436
E12000001,North East,region,2023-10-22,49,481
E12000001,North East,region,2023-10-21,45,498
E12000001,North East,region,2023-10-20,51,507
E12000001,North East,region,2023-10-19,74,528
E12000001,North East,region,2023-10-18,85,514
E12000001,North East,region,2023-10-17,71,537
E12000001,North East,region,2023-10-16,106,566
E12000001,North East,region,2023-10-15,66,576
E12000001,North East,region,2023-10-14,54,642
E12000001,North East,region,2023-10-13,72,677
E12000001,North East,region,2023-10-12,60,716
E12000001,North East,region,2023-10-11,108,777
E12000001,North East,region,2023-10-10,100,824
E12000001,North East,region,2023-10-09,116,845
E12000001,North East,region,2023-10-08,132,888
E12000001,North East,region,2023-10-07,89,873
E12000001,North East,region,2023-10-06,111,893
E12000001,North East,region,2023-10-05,121,910
E12000001,North East,region,2023-10-04,155,901
E12000001,North East,region,2023-10-03,121,868
E12000001,North East,region,2023-10-02,159,863
E12000001,North East,region,2023-10-01,117,865
E12000001,North East,region,2023-09-30,109,879
E12000001,North East,region,2023-09-29,128,878
E12000001,North East,region,2023-09-28,112,850
E12000001,North East,region,2023-09-27,122,832
E12000001,North East,region,2023-09-26,116,804
E12000001,North East,region,2023-09-25,161,793
E12000001,North East,region,2023-09-24,131,776
E12000001,North East,region,2023-09-23,108,733
E12000001,North East,region,2023-09-22,100,701
E12000001,North East,region,2023-09-21,94,656
E12000001,North East,region,2023-09-20,94,630
E12000001,North East,region,2023-09-19,105,608
E12000001,North East,region,2023-09-18,144,579
E12000001,North East,region,2023-09-17,88,532
E12000001,North East,region,2023-09-16,76,526
E12000001,North East,region,2023-09-15,55,516
E12000001,North East,region,2023-09-14,68,563
E12000001,North East,region,2023-09-13,72,608
E12000001,North East,region,2023-09-12,76,621
E12000001,North East,region,2023-09-11,97,651
E12000001,North East,region,2023-09-10,82,664
E12000001,North East,region,2023-09-09,66,662
E12000001,North East,region,2023-09-08,102,669
E12000001,North East,region,2023-09-07,113,645
E12000001,North East,region,2023-09-06,85,604
E12000001,North East,region,2023-09-05,106,600
E12000001,North East,region,2023-09-04,110,564
E12000001,North East,region,2023-09-03,80,523
E12000001,North East,region,2023-09-02,73,490
E12000001,North East,region,2023-09-01,78,466
E12000001,North East,region,2023-08-31,72,440
E12000001,North East,region,2023-08-30,81,428
E12000001,North East,region,2023-08-29,70,425
E12000001,North East,region,2023-08-28,69,415
E12000001,North East,region,2023-08-27,47,432
E12000001,North East,region,2023-08-26,49,441
E12000001,North East,region,2023-08-25,52,423
E12000001,North East,region,2023-08-24,60,426
E12000001,North East,region,2023-08-23,78,417
E12000001,North East,region,2023-08-22,60,399
E12000001,North East,region,2023-08-21,86,393
E12000001,North East,region,2023-08-20,56,366
E12000001,North East,region,2023-08-19,31,362
E12000001,North East,region,2023-08-18,55,359
E12000001,North East,region,2023-08-17,51,351
E12000001,North East,region,2023-08-16,60,353
E12000001,North East,region,2023-08-15,54,348
E12000001,North East,region,2023-08-14,59,347
E12000001,North East,region,2023-08-13,52,325
E12000001,North East,region,2023-08-12,28,300
E12000001,North East,region,2023-08-11,47,297
E12000001,North East,region,2023-08-10,53,296
E12000001,North East,region,2023-08-09,55,270
E12000001,North East,region,2023-08-08,53,252
E12000001,North East,region,2023-08-07,37,244
E12000001,North East,region,2023-08-06,27,252
E12000001,North East,region,2023-08-05,25,263
E12000001,North East,region,2023-08-04,46,265
E12000001,North East,region,2023-08-03,27,248
E12000001,North East,region,2023-08-02,37,256
E12000001,North East,region,2023-08-01,45,256
E12000001,North East,region,2023-07-31,45,241
E12000001,North East,region,2023-07-30,38,223
E12000001,North East,region,2023-07-29,27,205
E12000001,North East,region,2023-07-28,29,193
E12000001,North East,region,2023-07-27,35,181
E12000001,North East,region,2023-07-26,37,160
E12000001,North East,region,2023-07-25,30,144
E12000001,North East,region,2023-07-24,27,138
E12000001,North East,region,2023-07-23,20,122
E12000001,North East,region,2023-07-22,15,118
E12000001,North East,region,2023-07-21,17,123
E12000001,North East,region,2023-07-20,14,123
E12000001,North East,region,2023-07-19,21,128
E12000001,North East,region,2023-07-18,24,122
E12000001,North East,region,2023-07-17,11,121
E12000001,North East,region,2023-07-16,16,127
E12000001,North East,region,2023-07-15,20,136
E12000001,North East,region,2023-07-14,17,129
E12000001,North East,region,2023-07-13,19,131
E12000001,North East,region,2023-07-12,15,124
E12000001,North East,region,2023-07-11,23,135
E12000001,North East,region,2023-07-10,17,129
E12000001,North East,region,2023-07-09,25,135
E12000001,North East,region,2023-07-08,13,128
E12000001,North East,region,2023-07-07,19,126
E12000001,North East,region,2023-07-06,12,119
E12000001,North East,region,2023-07-05,26,121
E12000001,North East,region,2023-07-04,17,106
E12000001,North East,region,2023-07-03,23,97
E12000001,North East,region,2023-07-02,18,92
E12000001,North East,region,2023-07-01,11,88
E12000001,North East,region,2023-06-30,12,96
E12000001,North East,region,2023-06-29,14,101
E12000001,North East,region,2023-06-28,11,100
E12000001,North East,region,2023-06-27,8,105
E12000001,North East,region,2023-06-26,18,115
E12000001,North East,region,2023-06-25,14,113
E12000001,North East,region,2023-06-24,19,119
E12000001,North East,region,2023-06-23,17,109
E12000001,North East,region,2023-06-22,13,109
E12000001,North East,region,2023-06-21,16,122
E12000001,North East,region,2023-06-20,18,142
E12000001,North East,region,2023-06-19,16,150
E12000001,North East,region,2023-06-18,20,169
E12000001,North East,region,2023-06-17,9,162
E12000001,North East,region,2023-06-16,17,169
E12000001,North East,region,2023-06-15,26,174
E12000001,North East,region,2023-06-14,36,182
E12000001,North East,region,2023-06-13,26,178
E12000001,North East,region,2023-06-12,35,184
E12000001,North East,region,2023-06-11,13,185
E12000001,North East,region,2023-06-10,16,194
E12000001,North East,region,2023-06-09,22,211
E12000001,North East,region,2023-06-08,34,222
E12000001,North East,region,2023-06-07,32,226
E12000001,North East,region,2023-06-06,32,230
E12000001,North East,region,2023-06-05,36,237
E12000001,North East,region,2023-06-04,22,243
E12000001,North East,region,2023-06-03,33,250
E12000001,North East,region,2023-06-02,33,249
E12000001,North East,region,2023-06-01,38,254
E12000001,North East,region,2023-05-31,36,262
E12000001,North East,region,2023-05-30,39,267
E12000001,North East,region,2023-05-29,42,275
E12000001,North East,region,2023-05-28,29,280
E12000001,North East,region,2023-05-27,32,284
E12000001,North East,region,2023-05-26,38,278
E12000001,North East,region,2023-05-25,46,271
E12000001,North East,region,2023-05-24,41,259
E12000001,North East,region,2023-05-23,47,254
E12000001,North East,region,2023-05-22,47,256
E12000001,North East,region,2023-05-21,33,255
E12000001,North East,region,2023-05-20,26,274
E12000001,North East,region,2023-05-19,31,295
E12000001,North East,region,2023-05-18,34,307
E12000001,North East,region,2023-05-17,36,319
E12000001,North East,region,2023-05-16,49,342
E12000001,North East,region,2023-05-15,46,376
E12000001,North East,region,2023-05-14,52,389
E12000001,North East,region,2023-05-13,47,396
E12000001,North East,region,2023-05-12,43,396
E12000001,North East,region,2023-05-11,46,412
E12000001,North East,region,2023-05-10,59,433
E12000001,North East,region,2023-05-09,83,435
E12000001,North East,region,2023-05-08,59,431
E12000001,North East,region,2023-05-07,59,436
E12000001,North East,region,2023-05-06,47,435
E12000001,North East,region,2023-05-05,59,449
E12000001,North East,region,2023-05-04,67,448
E12000001,North East,region,2023-05-03,61,439
E12000001,North East,region,2023-05-02,79,439
E12000001,North East,region,2023-05-01,64,425
E12000001,North East,region,2023-04-30,58,450
E12000001,North East,region,2023-04-29,61,457
E12000001,North East,region,2023-04-28,58,452
E12000001,North East,region,2023-04-27,58,464
E12000001,North East,region,2023-04-26,61,487
E12000001,North East,region,2023-04-25,65,519
E12000001,North East,region,2023-04-24,89,550
E12000001,North East,region,2023-04-23,65,559
E12000001,North East,region,2023-04-22,56,566
E12000001,North East,region,2023-04-21,70,580
E12000001,North East,region,2023-04-20,81,595
E12000001,North East,region,2023-04-19,93,611
E12000001,North East,region,2023-04-18,96,658
E12000001,North East,region,2023-04-17,98,688
E12000001,North East,region,2023-04-16,72,692
E12000001,North East,region,2023-04-15,70,723
E12000001,North East,region,2023-04-14,85,744
E12000001,North East,region,2023-04-13,97,749
E12000001,North East,region,2023-04-12,140,760
E12000001,North East,region,2023-04-11,126,727
E12000001,North East,region,2023-04-10,102,740
E12000001,North East,region,2023-04-09,103,773
E12000001,North East,region,2023-04-08,91,806
E12000001,North East,region,2023-04-07,90,827
E12000001,North East,region,2023-04-06,108,891
E12000001,North East,region,2023-04-05,107,968
E12000001,North East,region,2023-04-04,139,1069
E12000001,North East,region,2023-04-03,135,1161
E12000001,North East,region,2023-04-02,136,1254
E12000001,North East,region,2023-04-01,112,1270
E12000001,North East,region,2023-03-31,154,1294
E12000001,North East,region,2023-03-30,185,1390
E12000001,North East,region,2023-03-29,208,1472
E12000001,North East,region,2023-03-28,231,1486
E12000001,North East,region,2023-03-27,228,1493
E12000001,North East,region,2023-03-26,152,1525
E12000001,North East,region,2023-03-25,136,1538
E12000001,North East,region,2023-03-24,250,1571
E12000001,North East,region,2023-03-23,267,1488
E12000001,North East,region,2023-03-22,222,1407
E12000001,North East,region,2023-03-21,238,1384
E12000001,North East,region,2023-03-20,260,1404
E12000001,North East,region,2023-03-19,165,1405
E12000001,North East,region,2023-03-18,169,1409
E12000001,North East,region,2023-03-17,167,1369
E12000001,North East,region,2023-03-16,186,1428
E12000001,North East,region,2023-03-15,199,1437
E12000001,North East,region,2023-03-14,258,1463
E12000001,North East,region,2023-03-13,261,1466
E12000001,North East,region,2023-03-12,169,1440
E12000001,North East,region,2023-03-11,129,1447
E12000001,North East,region,2023-03-10,226,1452
E12000001,North East,region,2023-03-09,195,1447
E12000001,North East,region,2023-03-08,225,1492
E12000001,North East,region,2023-03-07,261,1547
E12000001,North East,region,2023-03-06,235,1531
E12000001,North East,region,2023-03-05,176,1560
E12000001,North East,region,2023-03-04,134,1572
E12000001,North East,region,2023-03-03,221,1579
E12000001,North East,region,2023-03-02,240,1544
E12000001,North East,region,2023-03-01,280,1501
E12000001,North East,region,2023-02-28,245,1472
E12000001,North East,region,2023-02-27,264,1516
E12000001,North East,region,2023-02-26,188,1514
E12000001,North East,region,2023-02-25,141,1484
E12000001,North East,region,2023-02-24,186,1476
E12000001,North East,region,2023-02-23,197,1476
E12000001,North East,region,2023-02-22,251,1475
E12000001,North East,region,2023-02-21,289,1453
E12000001,North East,region,2023-02-20,262,1475
E12000001,North East,region,2023-02-19,158,1483
E12000001,North East,region,2023-02-18,133,1475
E12000001,North East,region,2023-02-17,186,1499
E12000001,North East,region,2023-02-16,196,1507
E12000001,North East,region,2023-02-15,229,1488
E12000001,North East,region,2023-02-14,311,1449
E12000001,North East,region,2023-02-13,270,1349
E12000001,North East,region,2023-02-12,150,1315
E12000001,North East,region,2023-02-11,157,1325
E12000001,North East,region,2023-02-10,194,1278
E12000001,North East,region,2023-02-09,177,1206
E12000001,North East,region,2023-02-08,190,1176
E12000001,North East,region,2023-02-07,211,1202
E12000001,North East,region,2023-02-06,236,1195
E12000001,North East,region,2023-02-05,160,1144
E12000001,North East,region,2023-02-04,110,1088
E12000001,North East,region,2023-02-03,122,1045
E12000001,North East,region,2023-02-02,147,1028
E12000001,North East,region,2023-02-01,216,990
E12000001,North East,region,2023-01-31,204,917
E12000001,North East,region,2023-01-30,185,853
E12000001,North East,region,2023-01-29,104,800
E12000001,North East,region,2023-01-28,67,786
E12000001,North East,region,2023-01-27,105,791
E12000001,North East,region,2023-01-26,109,762
E12000001,North East,region,2023-01-25,143,762
E12000001,North East,region,2023-01-24,140,727
E12000001,North East,region,2023-01-23,132,726
E12000001,North East,region,2023-01-22,90,720
E12000001,North East,region,2023-01-21,72,731
E12000001,North East,region,2023-01-20,76,730
E12000001,North East,region,2023-01-19,109,769
E12000001,North East,region,2023-01-18,108,792
E12000001,North East,region,2023-01-17,139,845
E12000001,North East,region,2023-01-16,126,876
E12000001,North East,region,2023-01-15,101,918
E12000001,North East,region,2023-01-14,71,943
E12000001,North East,region,2023-01-13,115,1014
E12000001,North East,region,2023-01-12,132,1109
E12000001,North East,region,2023-01-11,161,1191
E12000001,North East,region,2023-01-10,170,1255
E12000001,North East,region,2023-01-09,168,1389
E12000001,North East,region,2023-01-08,126,1407
E12000001,North East,region,2023-01-07,142,1405
E12000001,North East,region,2023-01-06,210,1425
E12000001,North East,region,2023-01-05,214,1464
E12000001,North East,region,2023-01-04,225,1604
E12000001,North East,region,2023-01-03,304,1699
E12000001,North East,region,2023-01-02,186,1632
E12000001,North East,region,2023-01-01,124,1610
E12000001,North East,region,2022-12-31,162,1615
E12000001,North East,region,2022-12-30,249,1598
E12000001,North East,region,2022-12-29,354,1514
E12000001,North East,region,2022-12-28,320,1379
E12000001,North East,region,2022-12-27,237,1334
E12000001,North East,region,2022-12-26,164,1409
E12000001,North East,region,2022-12-25,129,1511
E12000001,North East,region,2022-12-24,145,1557
E12000001,North East,region,2022-12-23,165,1552
E12000001,North East,region,2022-12-22,219,1594
E12000001,North East,region,2022-12-21,275,1592
E12000001,North East,region,2022-12-20,312,1557
E12000001,North East,region,2022-12-19,266,1458
E12000001,North East,region,2022-12-18,175,1405
E12000001,North East,region,2022-12-17,140,1405
E12000001,North East,region,2022-12-16,207,1390
E12000001,North East,region,2022-12-15,217,1327
E12000001,North East,region,2022-12-14,240,1271
E12000001,North East,region,2022-12-13,213,1207
E12000001,North East,region,2022-12-12,213,1180
E12000001,North East,region,2022-12-11,175,1199
E12000001,North East,region,2022-12-10,125,1171
E12000001,North East,region,2022-12-09,144,1138
E12000001,North East,region,2022-12-08,161,1127
E12000001,North East,region,2022-12-07,176,1123
E12000001,North East,region,2022-12-06,186,1124
E12000001,North East,region,2022-12-05,232,1098
E12000001,North East,region,2022-12-04,147,1043
E12000001,North East,region,2022-12-03,92,1036
E12000001,North East,region,2022-12-02,133,1023
E12000001,North East,region,2022-12-01,157,991
E12000001,North East,region,2022-11-30,177,972
E12000001,North East,region,2022-11-29,160,916
E12000001,North East,region,2022-11-28,177,907
E12000001,North East,region,2022-11-27,140,862
E12000001,North East,region,2022-11-26,79,814
E12000001,North East,region,2022-11-25,101,837
E12000001,North East,region,2022-11-24,138,841
E12000001,North East,region,2022-11-23,121,840
E12000001,North East,region,2022-11-22,151,841
E12000001,North East,region,2022-11-21,132,808
E12000001,North East,region,2022-11-20,92,833
E12000001,North East,region,2022-11-19,102,875
E12000001,North East,region,2022-11-18,105,868
E12000001,North East,region,2022-11-17,137,881
E12000001,North East,region,2022-11-16,122,873
E12000001,North East,region,2022-11-15,118,932
E12000001,North East,region,2022-11-14,157,963
E12000001,North East,region,2022-11-13,134,983
E12000001,North East,region,2022-11-12,95,993
E12000001,North East,region,2022-11-11,118,1008
E12000001,North East,region,2022-11-10,129,1016
E12000001,North East,region,2022-11-09,181,1033
E12000001,North East,region,2022-11-08,149,1071
E12000001,North East,region,2022-11-07,177,1133
E12000001,North East,region,2022-11-06,144,1179
E12000001,North East,region,2022-11-05,110,1218
E12000001,North East,region,2022-11-04,126,1236
E12000001,North East,region,2022-11-03,146,1320
E12000001,North East,region,2022-11-02,219,1366
E12000001,North East,region,2022-11-01,211,1425
E12000001,North East,region,2022-10-31,223,1489
E12000001,North East,region,2022-10-30,183,1586
E12000001,North East,region,2022-10-29,128,1672
E12000001,North East,region,2022-10-28,210,1757
E12000001,North East,region,2022-10-27,192,1841
E12000001,North East,region,2022-10-26,278,1927
E12000001,North East,region,2022-10-25,275,1976
E12000001,North East,region,2022-10-24,320,2103
E12000001,North East,region,2022-10-23,269,2239
E12000001,North East,region,2022-10-22,213,2305
E12000001,North East,region,2022-10-21,294,2352
E12000001,North East,region,2022-10-20,278,2364
E12000001,North East,region,2022-10-19,327,2443
E12000001,North East,region,2022-10-18,402,2450
E12000001,North East,region,2022-10-17,456,2454
E12000001,North East,region,2022-10-16,335,2463
E12000001,North East,region,2022-10-15,260,2535
E12000001,North East,region,2022-10-14,306,2593
E12000001,North East,region,2022-10-13,357,2684
E12000001,North East,region,2022-10-12,334,2768
E12000001,North East,region,2022-10-11,406,2891
E12000001,North East,region,2022-10-10,465,2934
E12000001,North East,region,2022-10-09,407,2949
E12000001,North East,region,2022-10-08,318,2934
E12000001,North East,region,2022-10-07,397,2923
E12000001,North East,region,2022-10-06,441,2894
E12000001,North East,region,2022-10-05,457,2857
E12000001,North East,region,2022-10-04,449,2821
E12000001,North East,region,2022-10-03,480,2823
E12000001,North East,region,2022-10-02,392,2783
E12000001,North East,region,2022-10-01,307,2726
E12000001,North East,region,2022-09-30,368,2695
E12000001,North East,region,2022-09-29,404,2643
E12000001,North East,region,2022-09-28,421,2616
E12000001,North East,region,2022-09-27,451,2542
E12000001,North East,region,2022-09-26,440,2510
E12000001,North East,region,2022-09-25,335,2368
E12000001,North East,region,2022-09-24,276,2236
E12000001,North East,region,2022-09-23,316,2113
E12000001,North East,region,2022-09-22,377,2003
E12000001,North East,region,2022-09-21,347,1879
E12000001,North East,region,2022-09-20,419,1831
E12000001,North East,region,2022-09-19,298,1674
E12000001,North East,region,2022-09-18,203,1653
E12000001,North East,region,2022-09-17,153,1676
E12000001,North East,region,2022-09-16,206,1663
E12000001,North East,region,2022-09-15,253,1619
E12000001,North East,region,2022-09-14,299,1573
E12000001,North East,region,2022-09-13,262,1462
E12000001,North East,region,2022-09-12,277,1406
E12000001,North East,region,2022-09-11,226,1390
E12000001,North East,region,2022-09-10,140,1360
E12000001,North East,region,2022-09-09,162,1379
E12000001,North East,region,2022-09-08,207,1361
E12000001,North East,region,2022-09-07,188,1329
E12000001,North East,region,2022-09-06,206,1316
E12000001,North East,region,2022-09-05,261,1344
E12000001,North East,region,2022-09-04,196,1297
E12000001,North East,region,2022-09-03,159,1239
E12000001,North East,region,2022-09-02,144,1215
E12000001,North East,region,2022-09-01,175,1228
E12000001,North East,region,2022-08-31,175,1222
E12000001,North East,region,2022-08-30,234,1265
E12000001,North East,region,2022-08-29,214,1241
E12000001,North East,region,2022-08-28,138,1252
E12000001,North East,region,2022-08-27,135,1314
E12000001,North East,region,2022-08-26,157,1307
E12000001,North East,region,2022-08-25,169,1302
E12000001,North East,region,2022-08-24,218,1328
E12000001,North East,region,2022-08-23,210,1327
E12000001,North East,region,2022-08-22,225,1341
E12000001,North East,region,2022-08-21,200,1391
E12000001,North East,region,2022-08-20,128,1442
E12000001,North East,region,2022-08-19,152,1501
E12000001,North East,region,2022-08-18,195,1594
E12000001,North East,region,2022-08-17,217,1622
E12000001,North East,region,2022-08-16,224,1717
E12000001,North East,region,2022-08-15,275,1833
E12000001,North East,region,2022-08-14,251,1877
E12000001,North East,region,2022-08-13,187,1911
E12000001,North East,region,2022-08-12,245,1961
E12000001,North East,region,2022-08-11,223,2044
E12000001,North East,region,2022-08-10,312,2168
E12000001,North East,region,2022-08-09,340,2206
E12000001,North East,region,2022-08-08,319,2237
E12000001,North East,region,2022-08-07,285,2402
E12000001,North East,region,2022-08-06,237,2507
E12000001,North East,region,2022-08-05,328,2568
E12000001,North East,region,2022-08-04,347,2580
E12000001,North East,region,2022-08-03,350,2621
E12000001,North East,region,2022-08-02,371,2722
E12000001,North East,region,2022-08-01,484,2820
E12000001,North East,region,2022-07-31,390,2880
E12000001,North East,region,2022-07-30,298,2993
E12000001,North East,region,2022-07-29,340,3112
E12000001,North East,region,2022-07-28,388,3284
E12000001,North East,region,2022-07-27,451,3471
E12000001,North East,region,2022-07-26,469,3707
E12000001,North East,region,2022-07-25,544,3915
E12000001,North East,region,2022-07-24,503,4196
E12000001,North East,region,2022-07-23,417,4421
E12000001,North East,region,2022-07-22,512,4630
E12000001,North East,region,2022-07-21,575,4852
E12000001,North East,region,2022-07-20,687,5125
E12000001,North East,region,2022-07-19,677,5411
E12000001,North East,region,2022-07-18,825,5835
E12000001,North East,region,2022-07-17,728,6164
E12000001,North East,region,2022-07-16,626,6412
E12000001,North East,region,2022-07-15,734,6599
E12000001,North East,region,2022-07-14,848,6793
E12000001,North East,region,2022-07-13,973,6930
E12000001,North East,region,2022-07-12,1101,7054
E12000001,North East,region,2022-07-11,1154,7106
E12000001,North East,region,2022-07-10,976,7194
E12000001,North East,region,2022-07-09,813,7240
E12000001,North East,region,2022-07-08,928,7242
E12000001,North East,region,2022-07-07,985,7180
E12000001,North East,region,2022-07-06,1097,7083
E12000001,North East,region,2022-07-05,1153,6900
E12000001,North East,region,2022-07-04,1242,6786
E12000001,North East,region,2022-07-03,1022,6505
E12000001,North East,region,2022-07-02,815,6390
E12000001,North East,region,2022-07-01,866,6281
E12000001,North East,region,2022-06-30,888,6233
E12000001,North East,region,2022-06-29,914,6131
E12000001,North East,region,2022-06-28,1039,6034
E12000001,North East,region,2022-06-27,961,5933
E12000001,North East,region,2022-06-26,907,5867
E12000001,North East,region,2022-06-25,706,5705
E12000001,North East,region,2022-06-24,818,5522
E12000001,North East,region,2022-06-23,786,5326
E12000001,North East,region,2022-06-22,817,5120
E12000001,North East,region,2022-06-21,938,4952
E12000001,North East,region,2022-06-20,895,4692
E12000001,North East,region,2022-06-19,745,4498
E12000001,North East,region,2022-06-18,523,4331
E12000001,North East,region,2022-06-17,622,4223
E12000001,North East,region,2022-06-16,580,4050
E12000001,North East,region,2022-06-15,649,3957
E12000001,North East,region,2022-06-14,678,3847
E12000001,North East,region,2022-06-13,701,3638
E12000001,North East,region,2022-06-12,578,3458
E12000001,North East,region,2022-06-11,415,3300
E12000001,North East,region,2022-06-10,449,3178
E12000001,North East,region,2022-06-09,487,2994
E12000001,North East,region,2022-06-08,539,2738
E12000001,North East,region,2022-06-07,469,2447
E12000001,North East,region,2022-06-06,521,2222
E12000001,North East,region,2022-06-05,420,1987
E12000001,North East,region,2022-06-04,293,1795
E12000001,North East,region,2022-06-03,265,1683
E12000001,North East,region,2022-06-02,231,1640
E12000001,North East,region,2022-06-01,248,1645
E12000001,North East,region,2022-05-31,244,1681
E12000001,North East,region,2022-05-30,286,1710
E12000001,North East,region,2022-05-29,228,1737
E12000001,North East,region,2022-05-28,181,1817
E12000001,North East,region,2022-05-27,222,1841
E12000001,North East,region,2022-05-26,236,1870
E12000001,North East,region,2022-05-25,284,1947
E12000001,North East,region,2022-05-24,273,1992
E12000001,North East,region,2022-05-23,313,2081
E12000001,North East,region,2022-05-22,308,2184
E12000001,North East,region,2022-05-21,205,2268
E12000001,North East,region,2022-05-20,251,2343
E12000001,North East,region,2022-05-19,313,2414
E12000001,North East,region,2022-05-18,329,2433
E12000001,North East,region,2022-05-17,362,2481
E12000001,North East,region,2022-05-16,416,2593
E12000001,North East,region,2022-05-15,392,2725
E12000001,North East,region,2022-05-14,280,2720
E12000001,North East,region,2022-05-13,322,2779
E12000001,North East,region,2022-05-12,332,2863
E12000001,North East,region,2022-05-11,377,3026
E12000001,North East,region,2022-05-10,474,3231
E12000001,North East,region,2022-05-09,548,3415
E12000001,North East,region,2022-05-08,387,3474
E12000001,North East,region,2022-05-07,339,3505
E12000001,North East,region,2022-05-06,406,3574
E12000001,North East,region,2022-05-05,495,3647
E12000001,North East,region,2022-05-04,582,3692
E12000001,North East,region,2022-05-03,658,3687
E12000001,North East,region,2022-05-02,607,3685
E12000001,North East,region,2022-05-01,418,3866
E12000001,North East,region,2022-04-30,408,4230
E12000001,North East,region,2022-04-29,479,4445
E12000001,North East,region,2022-04-28,540,4716
E12000001,North East,region,2022-04-27,577,5065
E12000001,North East,region,2022-04-26,656,5439
E12000001,North East,region,2022-04-25,788,5915
E12000001,North East,region,2022-04-24,782,6239
E12000001,North East,region,2022-04-23,623,6422
E12000001,North East,region,2022-04-22,750,6752
E12000001,North East,region,2022-04-21,889,6940
E12000001,North East,region,2022-04-20,951,7184
E12000001,North East,region,2022-04-19,1132,7605
E12000001,North East,region,2022-04-18,1112,7912
E12000001,North East,region,2022-04-17,965,8426
E12000001,North East,region,2022-04-16,953,8769
E12000001,North East,region,2022-04-15,938,9009
E12000001,North East,region,2022-04-14,1133,9439
E12000001,North East,region,2022-04-13,1372,9999
E12000001,North East,region,2022-04-12,1439,10593
E12000001,North East,region,2022-04-11,1626,11355
E12000001,North East,region,2022-04-10,1308,11985
E12000001,North East,region,2022-04-09,1193,12596
E12000001,North East,region,2022-04-08,1368,12964
E12000001,North East,region,2022-04-07,1693,13624
E12000001,North East,region,2022-04-06,1966,14228
E12000001,North East,region,2022-04-05,2201,15411
E12000001,North East,region,2022-04-04,2256,16538
E12000001,North East,region,2022-04-03,1919,18231
E12000001,North East,region,2022-04-02,1561,19061
E12000001,North East,region,2022-04-01,2028,19874
E12000001,North East,region,2022-03-31,2297,20469
E12000001,North East,region,2022-03-30,3149,21174
E12000001,North East,region,2022-03-29,3328,21444
E12000001,North East,region,2022-03-28,3949,21775
E12000001,North East,region,2022-03-27,2749,21580
E12000001,North East,region,2022-03-26,2374,21568
E12000001,North East,region,2022-03-25,2623,21248
E12000001,North East,region,2022-03-24,3002,20830
E12000001,North East,region,2022-03-23,3419,20228
E12000001,North East,region,2022-03-22,3659,19508
E12000001,North East,region,2022-03-21,3754,18468
E12000001,North East,region,2022-03-20,2737,17505
E12000001,North East,region,2022-03-19,2054,16751
E12000001,North East,region,2022-03-18,2205,16284
E12000001,North East,region,2022-03-17,2400,15690
E12000001,North East,region,2022-03-16,2699,14949
E12000001,North East,region,2022-03-15,2619,13912
E12000001,North East,region,2022-03-14,2791,12980
E12000001,North East,region,2022-03-13,1983,11767
E12000001,North East,region,2022-03-12,1587,10899
E12000001,North East,region,2022-03-11,1611,10074
E12000001,North East,region,2022-03-10,1659,9380
E12000001,North East,region,2022-03-09,1662,8781
E12000001,North East,region,2022-03-08,1687,8220
