date,label,month,quarter,sourceDataset,updateDate,value,year
1975 Q1,1975 Q1,,Q1,PUSF,2021-03-19T00:00:00.000Z,47.8,1975
1975 Q2,1975 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 Q3,1975 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 Q4,1975 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1975
1976 Q1,1976 Q1,,Q1,PUSF,2021-03-19T00:00:00.000Z,49.4,1976
1976 Q2,1976 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 Q3,1976 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 Q4,1976 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1976
1977 Q1,1977 Q1,,Q1,PUSF,2021-03-19T00:00:00.000Z,47.8,1977
1977 Q2,1977 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 Q3,1977 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 Q4,1977 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1977
1978 Q1,1978 Q1,,Q1,PUSF,2021-03-19T00:00:00.000Z,44.4,1978
1978 Q2,1978 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1978
1978 Q3,1978 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1978
1978 Q4,1978 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1978
1979 Q1,1979 Q1,,Q1,PUSF,2021-03-19T00:00:00.000Z,42.2,1979
1979 Q2,1979 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1979
1979 Q3,1979 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1979
1979 Q4,1979 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1979
1980 Q1,1980 Q1,,Q1,PUSF,2021-03-19T00:00:00.000Z,39.1,1980
