date,label,month,quarter,sourceDataset,updateDate,value,year
1975,1975,,,PUSF,2015-10-20T23:00:00.000Z,,1975
1976,1976,,,PUSF,2015-10-20T23:00:00.000Z,,1976
1977,1977,,,PUSF,2015-10-20T23:00:00.000Z,,1977
1978,1978,,,PUSF,2015-10-20T23:00:00.000Z,,1978
1979,1979,,,PUSF,2015-10-20T23:00:00.000Z,,1979
1980,1980,,,PUSF,2015-10-20T23:00:00.000Z,,1980
1981,1981,,,PUSF,2015-10-20T23:00:00.000Z,,1981
1982,1982,,,PUSF,2015-10-20T23:00:00.000Z,,1982
1983,1983,,,PUSF,2015-10-20T23:00:00.000Z,,1983
1984,1984,,,PUSF,2015-10-20T23:00:00.000Z,,1984
1985,1985,,,PUSF,2015-10-20T23:00:00.000Z,,1985
1986,1986,,,PUSF,2015-10-20T23:00:00.000Z,,1986
1987,1987,,,PUSF,2015-10-20T23:00:00.000Z,,1987
1988,1988,,,PUSF,2015-10-20T23:00:00.000Z,,1988
1989,1989,,,PUSF,2015-10-20T23:00:00.000Z,,1989
1990,1990,,,PUSF,2015-10-20T23:00:00.000Z,,1990
1991,1991,,,PUSF,2015-10-20T23:00:00.000Z,,1991
1992,1992,,,PUSF,2015-10-20T23:00:00.000Z,,1992
1993,1993,,,PUSF,2015-10-20T23:00:00.000Z,,1993
1994,1994,,,PUSF,2015-10-20T23:00:00.000Z,,1994
1995,1995,,,PUSF,2015-10-20T23:00:00.000Z,,1995
1996,1996,,,PUSF,2015-10-20T23:00:00.000Z,,1996
1997,1997,,,PUSF,2022-09-20T23:00:00.000Z,412874,1997
1998,1998,,,PUSF,2022-09-20T23:00:00.000Z,413184,1998
1999,1999,,,PUSF,2022-09-20T23:00:00.000Z,417129,1999
2000,2000,,,PUSF,2022-09-20T23:00:00.000Z,410931,2000
2001,2001,,,PUSF,2022-09-20T23:00:00.000Z,396729,2001
2002,2002,,,PUSF,2022-09-20T23:00:00.000Z,417026,2002
2003,2003,,,PUSF,2022-09-20T23:00:00.000Z,455219,2003
2004,2004,,,PUSF,2022-09-20T23:00:00.000Z,516476,2004
2005,2005,,,PUSF,2022-09-20T23:00:00.000Z,561749,2005
2006,2006,,,PUSF,2022-09-20T23:00:00.000Z,605272,2006
2007,2007,,,PUSF,2022-09-20T23:00:00.000Z,651753,2007
2008,2008,,,PUSF,2022-09-20T23:00:00.000Z,795924,2008
2009,2009,,,PUSF,2022-09-20T23:00:00.000Z,991989,2009
2010,2010,,,PUSF,2022-09-20T23:00:00.000Z,1204696,2010
2011,2011,,,PUSF,2022-09-20T23:00:00.000Z,1337957,2011
2012,2012,,,PUSF,2022-09-20T23:00:00.000Z,1431462,2012
2013,2013,,,PUSF,2022-09-20T23:00:00.000Z,1503617,2013
2014,2014,,,PUSF,2022-09-20T23:00:00.000Z,1604697,2014
2015,2015,,,PUSF,2022-09-20T23:00:00.000Z,1665379,2015
2016,2016,,,PUSF,2022-09-20T23:00:00.000Z,1728195,2016
2017,2017,,,PUSF,2022-09-20T23:00:00.000Z,1783545,2017
2018,2018,,,PUSF,2022-09-20T23:00:00.000Z,1835388,2018
2019,2019,,,PUSF,2022-09-20T23:00:00.000Z,1891913,2019
2020,2020,,,PUSF,2022-09-20T23:00:00.000Z,2206951,2020
2021,2021,,,PUSF,2022-09-20T23:00:00.000Z,2385933,2021
