library,variant_class,func_score,count,mean_func_score
Lib-1,1 nonsynonymous,-11.6082,1.0879177562792603e-05,-0.38234570079883806
Lib-1,1 nonsynonymous,-11.24246530612245,0.00011362845923970684,-0.38234570079883806
Lib-1,1 nonsynonymous,-10.876730612244899,7.780305542374337e-05,-0.38234570079883806
Lib-1,1 nonsynonymous,-10.510995918367346,0.00010147536015722468,-0.38234570079883806
Lib-1,1 nonsynonymous,-10.145261224489795,0.00010001079407149047,-0.38234570079883806
Lib-1,1 nonsynonymous,-9.779526530612245,0.00023703949582221258,-0.38234570079883806
Lib-1,1 nonsynonymous,-9.413791836734694,0.0009375540888429477,-0.38234570079883806
Lib-1,1 nonsynonymous,-9.048057142857143,0.0016275167080007566,-0.38234570079883806
Lib-1,1 nonsynonymous,-8.682322448979592,0.002763787698599101,-0.38234570079883806
Lib-1,1 nonsynonymous,-8.316587755102042,0.0047634476311024885,-0.38234570079883806
Lib-1,1 nonsynonymous,-7.95085306122449,0.006123140125112896,-0.38234570079883806
Lib-1,1 nonsynonymous,-7.585118367346939,0.007478824473663153,-0.38234570079883806
Lib-1,1 nonsynonymous,-7.2193836734693875,0.0055371820741517645,-0.38234570079883806
Lib-1,1 nonsynonymous,-6.853648979591837,0.004846027866351044,-0.38234570079883806
Lib-1,1 nonsynonymous,-6.487914285714286,0.007480836307204978,-0.38234570079883806
Lib-1,1 nonsynonymous,-6.122179591836734,0.00725829948334872,-0.38234570079883806
Lib-1,1 nonsynonymous,-5.756444897959184,0.005162714295456556,-0.38234570079883806
Lib-1,1 nonsynonymous,-5.390710204081633,0.004764576075976861,-0.38234570079883806
Lib-1,1 nonsynonymous,-5.024975510204081,0.0036448884742143724,-0.38234570079883806
Lib-1,1 nonsynonymous,-4.65924081632653,0.0031378409277217044,-0.38234570079883806
Lib-1,1 nonsynonymous,-4.29350612244898,0.004615946889397473,-0.38234570079883806
Lib-1,1 nonsynonymous,-3.927771428571428,0.00655501295047455,-0.38234570079883806
Lib-1,1 nonsynonymous,-3.562036734693878,0.00997477641211103,-0.38234570079883806
Lib-1,1 nonsynonymous,-3.1963020408163256,0.017336057530184367,-0.38234570079883806
Lib-1,1 nonsynonymous,-2.830567346938775,0.028450028887655646,-0.38234570079883806
Lib-1,1 nonsynonymous,-2.464832653061224,0.043809558986235356,-0.38234570079883806
Lib-1,1 nonsynonymous,-2.0990979591836734,0.06497351783304355,-0.38234570079883806
Lib-1,1 nonsynonymous,-1.7333632653061226,0.09741672088768477,-0.38234570079883806
Lib-1,1 nonsynonymous,-1.3676285714285719,0.1552238418320096,-0.38234570079883806
Lib-1,1 nonsynonymous,-1.0018938775510193,0.24504851377952552,-0.38234570079883806
Lib-1,1 nonsynonymous,-0.6361591836734686,0.3283789914223818,-0.38234570079883806
Lib-1,1 nonsynonymous,-0.2704244897959178,0.39751824457050006,-0.38234570079883806
Lib-1,1 nonsynonymous,0.09531020408163293,0.4153233389556306,-0.38234570079883806
Lib-1,1 nonsynonymous,0.4610448979591837,0.34360155099623235,-0.38234570079883806
Lib-1,1 nonsynonymous,0.8267795918367344,0.23466555641053133,-0.38234570079883806
Lib-1,1 nonsynonymous,1.1925142857142852,0.1357403033681073,-0.38234570079883806
Lib-1,1 nonsynonymous,1.5582489795918377,0.07210435550141468,-0.38234570079883806
Lib-1,1 nonsynonymous,1.9239836734693885,0.038872367530306075,-0.38234570079883806
Lib-1,1 nonsynonymous,2.2897183673469392,0.017301060653280843,-0.38234570079883806
Lib-1,1 nonsynonymous,2.65545306122449,0.00767978822503857,-0.38234570079883806
Lib-1,1 nonsynonymous,3.0211877551020407,0.0022169665045707857,-0.38234570079883806
Lib-1,1 nonsynonymous,3.3869224489795915,0.000465607405744068,-0.38234570079883806
Lib-1,1 nonsynonymous,3.752657142857144,0.0003533183615782802,-0.38234570079883806
Lib-1,1 nonsynonymous,4.118391836734695,5.2309361566679114e-05,-0.38234570079883806
Lib-1,1 nonsynonymous,4.484126530612244,0.00010382554949074738,-0.38234570079883806
Lib-1,1 nonsynonymous,4.849861224489796,9.014348911352958e-05,-0.38234570079883806
Lib-1,1 nonsynonymous,5.215595918367349,0.0001045900078968256,-0.38234570079883806
Lib-1,1 nonsynonymous,5.581330612244898,8.614263825364779e-05,-0.38234570079883806
Lib-1,1 nonsynonymous,5.94706530612245,4.424494033259795e-06,-0.38234570079883806
Lib-1,1 nonsynonymous,6.3128,1.3634425261339897e-08,-0.38234570079883806
Lib-1,>1 nonsynonymous,-11.6082,1.7342507859095355e-15,-0.8920306873525129
Lib-1,>1 nonsynonymous,-11.24246530612245,1.0163463904116411e-10,-0.8920306873525129
Lib-1,>1 nonsynonymous,-10.876730612244899,2.1626476410355846e-07,-0.8920306873525129
Lib-1,>1 nonsynonymous,-10.510995918367346,2.2190409724182024e-05,-0.8920306873525129
Lib-1,>1 nonsynonymous,-10.145261224489795,0.00028270509682980753,-0.8920306873525129
Lib-1,>1 nonsynonymous,-9.779526530612245,0.0009995244153325122,-0.8920306873525129
Lib-1,>1 nonsynonymous,-9.413791836734694,0.0021067657898941293,-0.8920306873525129
Lib-1,>1 nonsynonymous,-9.048057142857143,0.003531669881281235,-0.8920306873525129
Lib-1,>1 nonsynonymous,-8.682322448979592,0.00634791622248751,-0.8920306873525129
Lib-1,>1 nonsynonymous,-8.316587755102042,0.00941731660721785,-0.8920306873525129
Lib-1,>1 nonsynonymous,-7.95085306122449,0.01230178325847711,-0.8920306873525129
Lib-1,>1 nonsynonymous,-7.585118367346939,0.013878228181255173,-0.8920306873525129
Lib-1,>1 nonsynonymous,-7.2193836734693875,0.013036147024973936,-0.8920306873525129
Lib-1,>1 nonsynonymous,-6.853648979591837,0.013137519750282932,-0.8920306873525129
Lib-1,>1 nonsynonymous,-6.487914285714286,0.012653245877240737,-0.8920306873525129
Lib-1,>1 nonsynonymous,-6.122179591836734,0.010839886361638641,-0.8920306873525129
Lib-1,>1 nonsynonymous,-5.756444897959184,0.009280269218152937,-0.8920306873525129
Lib-1,>1 nonsynonymous,-5.390710204081633,0.008109432262086796,-0.8920306873525129
Lib-1,>1 nonsynonymous,-5.024975510204081,0.007033972568605267,-0.8920306873525129
Lib-1,>1 nonsynonymous,-4.65924081632653,0.007361611671904427,-0.8920306873525129
Lib-1,>1 nonsynonymous,-4.29350612244898,0.010173332836362216,-0.8920306873525129
