areaCode,areaName,areaType,date,newCasesBySpecimenDateRollingSum
E12000002,North West,region,2020-10-11,27529
E12000002,North West,region,2020-10-10,27493
E12000002,North West,region,2020-10-09,27489
E12000002,North West,region,2020-10-08,27159
E12000002,North West,region,2020-10-07,26484
E12000002,North West,region,2020-10-06,25756
E12000002,North West,region,2020-10-05,24391
E12000002,North West,region,2020-10-04,23009
E12000002,North West,region,2020-10-03,22339
E12000002,North West,region,2020-10-02,21416
E12000002,North West,region,2020-10-01,20214
E12000002,North West,region,2020-09-30,18798
E12000002,North West,region,2020-09-29,17280
E12000002,North West,region,2020-09-28,16040
E12000002,North West,region,2020-09-27,14513
E12000002,North West,region,2020-09-26,13815
E12000002,North West,region,2020-09-25,13286
E12000002,North West,region,2020-09-24,12444
E12000002,North West,region,2020-09-23,11613
E12000002,North West,region,2020-09-22,10893
E12000002,North West,region,2020-09-21,9983
E12000002,North West,region,2020-09-20,9551
E12000002,North West,region,2020-09-19,8594
E12000002,North West,region,2020-09-18,7837
E12000002,North West,region,2020-09-17,7302
E12000002,North West,region,2020-09-16,6806
E12000002,North West,region,2020-09-15,6195
E12000002,North West,region,2020-09-14,5987
E12000002,North West,region,2020-09-13,5904
E12000002,North West,region,2020-09-12,5862
E12000002,North West,region,2020-09-11,5637
E12000002,North West,region,2020-09-10,5404
E12000002,North West,region,2020-09-09,5126
E12000002,North West,region,2020-09-08,4962
E12000002,North West,region,2020-09-07,4543
E12000002,North West,region,2020-09-06,3830
E12000002,North West,region,2020-09-05,3509
E12000002,North West,region,2020-09-04,3212
E12000002,North West,region,2020-09-03,2922
E12000002,North West,region,2020-09-02,2572
E12000002,North West,region,2020-09-01,2174
E12000002,North West,region,2020-08-31,1934
E12000002,North West,region,2020-08-30,1923
E12000002,North West,region,2020-08-29,1788
E12000002,North West,region,2020-08-28,1721
E12000002,North West,region,2020-08-27,1573
E12000002,North West,region,2020-08-26,1508
E12000002,North West,region,2020-08-25,1482
E12000002,North West,region,2020-08-24,1466
E12000002,North West,region,2020-08-23,1493
E12000002,North West,region,2020-08-22,1489
E12000002,North West,region,2020-08-21,1471
E12000002,North West,region,2020-08-20,1493
E12000002,North West,region,2020-08-19,1500
E12000002,North West,region,2020-08-18,1517
E12000002,North West,region,2020-08-17,1642
E12000002,North West,region,2020-08-16,1721
E12000002,North West,region,2020-08-15,1764
E12000002,North West,region,2020-08-14,1823
E12000002,North West,region,2020-08-13,1831
E12000002,North West,region,2020-08-12,1879
E12000002,North West,region,2020-08-11,1861
E12000002,North West,region,2020-08-10,1833
E12000002,North West,region,2020-08-09,1775
E12000002,North West,region,2020-08-08,1780
E12000002,North West,region,2020-08-07,1720
E12000002,North West,region,2020-08-06,1663
E12000002,North West,region,2020-08-05,1606
E12000002,North West,region,2020-08-04,1632
E12000002,North West,region,2020-08-03,1542
E12000002,North West,region,2020-08-02,1428
E12000002,North West,region,2020-08-01,1421
E12000002,North West,region,2020-07-31,1401
E12000002,North West,region,2020-07-30,1373
E12000002,North West,region,2020-07-29,1329
E12000002,North West,region,2020-07-28,1251
E12000002,North West,region,2020-07-27,1201
E12000002,North West,region,2020-07-26,1176
E12000002,North West,region,2020-07-25,1109
E12000002,North West,region,2020-07-24,1077
E12000002,North West,region,2020-07-23,1026
E12000002,North West,region,2020-07-22,991
E12000002,North West,region,2020-07-21,925
E12000002,North West,region,2020-07-20,880
E12000002,North West,region,2020-07-19,817
E12000002,North West,region,2020-07-18,779
E12000002,North West,region,2020-07-17,753
E12000002,North West,region,2020-07-16,732
E12000002,North West,region,2020-07-15,714
E12000002,North West,region,2020-07-14,686
E12000002,North West,region,2020-07-13,672
E12000002,North West,region,2020-07-12,709
E12000002,North West,region,2020-07-11,770
E12000002,North West,region,2020-07-10,761
E12000002,North West,region,2020-07-09,770
E12000002,North West,region,2020-07-08,735
E12000002,North West,region,2020-07-07,730
E12000002,North West,region,2020-07-06,739
E12000002,North West,region,2020-07-05,721
E12000002,North West,region,2020-07-04,701
E12000002,North West,region,2020-07-03,723
E12000002,North West,region,2020-07-02,730
E12000002,North West,region,2020-07-01,762
E12000002,North West,region,2020-06-30,812
E12000002,North West,region,2020-06-29,837
E12000002,North West,region,2020-06-28,871
E12000002,North West,region,2020-06-27,875
E12000002,North West,region,2020-06-26,898
E12000002,North West,region,2020-06-25,959
E12000002,North West,region,2020-06-24,1009
E12000002,North West,region,2020-06-23,1031
E12000002,North West,region,2020-06-22,1116
E12000002,North West,region,2020-06-21,1125
E12000002,North West,region,2020-06-20,1174
E12000002,North West,region,2020-06-19,1185
E12000002,North West,region,2020-06-18,1191
E12000002,North West,region,2020-06-17,1188
E12000002,North West,region,2020-06-16,1228
E12000002,North West,region,2020-06-15,1232
E12000002,North West,region,2020-06-14,1231
E12000002,North West,region,2020-06-13,1213
E12000002,North West,region,2020-06-12,1216
E12000002,North West,region,2020-06-11,1252
E12000002,North West,region,2020-06-10,1317
E12000002,North West,region,2020-06-09,1348
E12000002,North West,region,2020-06-08,1418
E12000002,North West,region,2020-06-07,1518
E12000002,North West,region,2020-06-06,1622
E12000002,North West,region,2020-06-05,1708
E12000002,North West,region,2020-06-04,1806
E12000002,North West,region,2020-06-03,1895
E12000002,North West,region,2020-06-02,1934
E12000002,North West,region,2020-06-01,1956
E12000002,North West,region,2020-05-31,1961
E12000002,North West,region,2020-05-30,1990
E12000002,North West,region,2020-05-29,2062
E12000002,North West,region,2020-05-28,2135
E12000002,North West,region,2020-05-27,2233
E12000002,North West,region,2020-05-26,2437
E12000002,North West,region,2020-05-25,2712
E12000002,North West,region,2020-05-24,2852
E12000002,North West,region,2020-05-23,2886
E12000002,North West,region,2020-05-22,3001
E12000002,North West,region,2020-05-21,3018
E12000002,North West,region,2020-05-20,3022
E12000002,North West,region,2020-05-19,3051
E12000002,North West,region,2020-05-18,3018
E12000002,North West,region,2020-05-17,3133
E12000002,North West,region,2020-05-16,3184
E12000002,North West,region,2020-05-15,3126
E12000002,North West,region,2020-05-14,3216
E12000002,North West,region,2020-05-13,3295
E12000002,North West,region,2020-05-12,3349
E12000002,North West,region,2020-05-11,3371
E12000002,North West,region,2020-05-10,3267
E12000002,North West,region,2020-05-09,3411
E12000002,North West,region,2020-05-08,3476
E12000002,North West,region,2020-05-07,3722
E12000002,North West,region,2020-05-06,3989
E12000002,North West,region,2020-05-05,4201
E12000002,North West,region,2020-05-04,4336
E12000002,North West,region,2020-05-03,4535
E12000002,North West,region,2020-05-02,4472
E12000002,North West,region,2020-05-01,4614
E12000002,North West,region,2020-04-30,4635
E12000002,North West,region,2020-04-29,4720
E12000002,North West,region,2020-04-28,4846
E12000002,North West,region,2020-04-27,4837
E12000002,North West,region,2020-04-26,4890
E12000002,North West,region,2020-04-25,5074
E12000002,North West,region,2020-04-24,5383
E12000002,North West,region,2020-04-23,5215
E12000002,North West,region,2020-04-22,5135
E12000002,North West,region,2020-04-21,4912
E12000002,North West,region,2020-04-20,4845
E12000002,North West,region,2020-04-19,4781
E12000002,North West,region,2020-04-18,4659
E12000002,North West,region,2020-04-17,4408
E12000002,North West,region,2020-04-16,4428
E12000002,North West,region,2020-04-15,4451
E12000002,North West,region,2020-04-14,4607
E12000002,North West,region,2020-04-13,4764
E12000002,North West,region,2020-04-12,5030
E12000002,North West,region,2020-04-11,5164
E12000002,North West,region,2020-04-10,5159
E12000002,North West,region,2020-04-09,5239
E12000002,North West,region,2020-04-08,5113
E12000002,North West,region,2020-04-07,4881
E12000002,North West,region,2020-04-06,4646
E12000002,North West,region,2020-04-05,4273
E12000002,North West,region,2020-04-04,4007
E12000002,North West,region,2020-04-03,3723
E12000002,North West,region,2020-04-02,3372
E12000002,North West,region,2020-04-01,3050
E12000002,North West,region,2020-03-31,2683
E12000002,North West,region,2020-03-30,2376
E12000002,North West,region,2020-03-29,2048
E12000002,North West,region,2020-03-28,1806
E12000002,North West,region,2020-03-27,1597
E12000002,North West,region,2020-03-26,1348
E12000002,North West,region,2020-03-25,1089
E12000002,North West,region,2020-03-24,919
E12000002,North West,region,2020-03-23,725
E12000002,North West,region,2020-03-22,605
E12000002,North West,region,2020-03-21,511
E12000002,North West,region,2020-03-20,423
E12000002,North West,region,2020-03-19,382
E12000002,North West,region,2020-03-18,324
E12000002,North West,region,2020-03-17,257
E12000002,North West,region,2020-03-16,217
E12000002,North West,region,2020-03-15,169
E12000002,North West,region,2020-03-14,151
E12000002,North West,region,2020-03-13,135
E12000002,North West,region,2020-03-12,95
E12000002,North West,region,2020-03-11,65
E12000002,North West,region,2020-03-10,50
E12000002,North West,region,2020-03-09,42
E12000002,North West,region,2020-03-08,41
E12000002,North West,region,2020-03-07,41
E12000002,North West,region,2020-03-06,32
E12000002,North West,region,2020-03-05,32
E12000002,North West,region,2020-03-04,22
E12000002,North West,region,2020-03-03,20
E12000002,North West,region,2020-03-02,13
E12000002,North West,region,2020-03-01,7
E12000002,North West,region,2020-02-29,2
E12000002,North West,region,2020-02-28,2
E12000002,North West,region,2020-02-27,0
E12000002,North West,region,2020-02-26,0
E12000002,North West,region,2020-02-25,0
E12000002,North West,region,2020-02-24,0
E12000002,North West,region,2020-02-23,0
E12000002,North West,region,2020-02-22,0
E12000002,North West,region,2020-02-21,0
E12000002,North West,region,2020-02-20,0
E12000002,North West,region,2020-02-19,0
E12000002,North West,region,2020-02-18,0
E12000002,North West,region,2020-02-17,0
E12000002,North West,region,2020-02-16,0
E12000002,North West,region,2020-02-15,0
E12000002,North West,region,2020-02-14,0
E12000002,North West,region,2020-02-13,0
E12000002,North West,region,2020-02-12,0
E12000002,North West,region,2020-02-11,0
E12000002,North West,region,2020-02-10,0
E12000002,North West,region,2020-02-09,0
E12000002,North West,region,2020-02-08,1
E12000003,Yorkshire and The Humber,region,2023-12-09,371
E12000003,Yorkshire and The Humber,region,2023-12-08,351
E12000003,Yorkshire and The Humber,region,2023-12-07,361
E12000003,Yorkshire and The Humber,region,2023-12-06,348
E12000003,Yorkshire and The Humber,region,2023-12-05,355
E12000003,Yorkshire and The Humber,region,2023-12-04,327
E12000003,Yorkshire and The Humber,region,2023-12-03,291
E12000003,Yorkshire and The Humber,region,2023-12-02,275
E12000003,Yorkshire and The Humber,region,2023-12-01,270
E12000003,Yorkshire and The Humber,region,2023-11-30,251
E12000003,Yorkshire and The Humber,region,2023-11-29,272
E12000003,Yorkshire and The Humber,region,2023-11-28,249
E12000003,Yorkshire and The Humber,region,2023-11-27,245
E12000003,Yorkshire and The Humber,region,2023-11-26,266
E12000003,Yorkshire and The Humber,region,2023-11-25,271
E12000003,Yorkshire and The Humber,region,2023-11-24,285
E12000003,Yorkshire and The Humber,region,2023-11-23,295
E12000003,Yorkshire and The Humber,region,2023-11-22,292
E12000003,Yorkshire and The Humber,region,2023-11-21,301
E12000003,Yorkshire and The Humber,region,2023-11-20,321
E12000003,Yorkshire and The Humber,region,2023-11-19,317
E12000003,Yorkshire and The Humber,region,2023-11-18,336
E12000003,Yorkshire and The Humber,region,2023-11-17,324
E12000003,Yorkshire and The Humber,region,2023-11-16,309
E12000003,Yorkshire and The Humber,region,2023-11-15,303
E12000003,Yorkshire and The Humber,region,2023-11-14,331
E12000003,Yorkshire and The Humber,region,2023-11-13,348
E12000003,Yorkshire and The Humber,region,2023-11-12,350
E12000003,Yorkshire and The Humber,region,2023-11-11,354
E12000003,Yorkshire and The Humber,region,2023-11-10,383
E12000003,Yorkshire and The Humber,region,2023-11-09,417
E12000003,Yorkshire and The Humber,region,2023-11-08,444
E12000003,Yorkshire and The Humber,region,2023-11-07,459
E12000003,Yorkshire and The Humber,region,2023-11-06,449
E12000003,Yorkshire and The Humber,region,2023-11-05,492
E12000003,Yorkshire and The Humber,region,2023-11-04,516
E12000003,Yorkshire and The Humber,region,2023-11-03,531
E12000003,Yorkshire and The Humber,region,2023-11-02,573
E12000003,Yorkshire and The Humber,region,2023-11-01,601
E12000003,Yorkshire and The Humber,region,2023-10-31,617
E12000003,Yorkshire and The Humber,region,2023-10-30,658
E12000003,Yorkshire and The Humber,region,2023-10-29,661
E12000003,Yorkshire and The Humber,region,2023-10-28,682
E12000003,Yorkshire and The Humber,region,2023-10-27,706
E12000003,Yorkshire and The Humber,region,2023-10-26,715
E12000003,Yorkshire and The Humber,region,2023-10-25,780
E12000003,Yorkshire and The Humber,region,2023-10-24,842
E12000003,Yorkshire and The Humber,region,2023-10-23,890
E12000003,Yorkshire and The Humber,region,2023-10-22,930
E12000003,Yorkshire and The Humber,region,2023-10-21,941
E12000003,Yorkshire and The Humber,region,2023-10-20,979
E12000003,Yorkshire and The Humber,region,2023-10-19,1016
E12000003,Yorkshire and The Humber,region,2023-10-18,1001
E12000003,Yorkshire and The Humber,region,2023-10-17,1041
E12000003,Yorkshire and The Humber,region,2023-10-16,1093
E12000003,Yorkshire and The Humber,region,2023-10-15,1176
E12000003,Yorkshire and The Humber,region,2023-10-14,1279
E12000003,Yorkshire and The Humber,region,2023-10-13,1302
E12000003,Yorkshire and The Humber,region,2023-10-12,1386
E12000003,Yorkshire and The Humber,region,2023-10-11,1493
E12000003,Yorkshire and The Humber,region,2023-10-10,1564
E12000003,Yorkshire and The Humber,region,2023-10-09,1617
E12000003,Yorkshire and The Humber,region,2023-10-08,1654
E12000003,Yorkshire and The Humber,region,2023-10-07,1674
E12000003,Yorkshire and The Humber,region,2023-10-06,1724
E12000003,Yorkshire and The Humber,region,2023-10-05,1706
E12000003,Yorkshire and The Humber,region,2023-10-04,1713
E12000003,Yorkshire and The Humber,region,2023-10-03,1731
E12000003,Yorkshire and The Humber,region,2023-10-02,1741
E12000003,Yorkshire and The Humber,region,2023-10-01,1727
E12000003,Yorkshire and The Humber,region,2023-09-30,1686
E12000003,Yorkshire and The Humber,region,2023-09-29,1646
E12000003,Yorkshire and The Humber,region,2023-09-28,1593
E12000003,Yorkshire and The Humber,region,2023-09-27,1518
E12000003,Yorkshire and The Humber,region,2023-09-26,1414
E12000003,Yorkshire and The Humber,region,2023-09-25,1353
E12000003,Yorkshire and The Humber,region,2023-09-24,1294
E12000003,Yorkshire and The Humber,region,2023-09-23,1256
E12000003,Yorkshire and The Humber,region,2023-09-22,1218
E12000003,Yorkshire and The Humber,region,2023-09-21,1193
E12000003,Yorkshire and The Humber,region,2023-09-20,1155
E12000003,Yorkshire and The Humber,region,2023-09-19,1106
E12000003,Yorkshire and The Humber,region,2023-09-18,1028
E12000003,Yorkshire and The Humber,region,2023-09-17,1030
E12000003,Yorkshire and The Humber,region,2023-09-16,1043
E12000003,Yorkshire and The Humber,region,2023-09-15,1038
E12000003,Yorkshire and The Humber,region,2023-09-14,1046
E12000003,Yorkshire and The Humber,region,2023-09-13,1090
E12000003,Yorkshire and The Humber,region,2023-09-12,1131
E12000003,Yorkshire and The Humber,region,2023-09-11,1148
E12000003,Yorkshire and The Humber,region,2023-09-10,1132
E12000003,Yorkshire and The Humber,region,2023-09-09,1125
E12000003,Yorkshire and The Humber,region,2023-09-08,1129
E12000003,Yorkshire and The Humber,region,2023-09-07,1140
E12000003,Yorkshire and The Humber,region,2023-09-06,1080
E12000003,Yorkshire and The Humber,region,2023-09-05,1037
E12000003,Yorkshire and The Humber,region,2023-09-04,1026
E12000003,Yorkshire and The Humber,region,2023-09-03,973
E12000003,Yorkshire and The Humber,region,2023-09-02,901
E12000003,Yorkshire and The Humber,region,2023-09-01,845
E12000003,Yorkshire and The Humber,region,2023-08-31,809
E12000003,Yorkshire and The Humber,region,2023-08-30,796
E12000003,Yorkshire and The Humber,region,2023-08-29,753
E12000003,Yorkshire and The Humber,region,2023-08-28,720
E12000003,Yorkshire and The Humber,region,2023-08-27,716
E12000003,Yorkshire and The Humber,region,2023-08-26,705
E12000003,Yorkshire and The Humber,region,2023-08-25,725
E12000003,Yorkshire and The Humber,region,2023-08-24,727
E12000003,Yorkshire and The Humber,region,2023-08-23,710
E12000003,Yorkshire and The Humber,region,2023-08-22,719
E12000003,Yorkshire and The Humber,region,2023-08-21,724
E12000003,Yorkshire and The Humber,region,2023-08-20,692
E12000003,Yorkshire and The Humber,region,2023-08-19,714
E12000003,Yorkshire and The Humber,region,2023-08-18,703
E12000003,Yorkshire and The Humber,region,2023-08-17,670
E12000003,Yorkshire and The Humber,region,2023-08-16,666
E12000003,Yorkshire and The Humber,region,2023-08-15,670
E12000003,Yorkshire and The Humber,region,2023-08-14,668
E12000003,Yorkshire and The Humber,region,2023-08-13,664
E12000003,Yorkshire and The Humber,region,2023-08-12,651
E12000003,Yorkshire and The Humber,region,2023-08-11,654
E12000003,Yorkshire and The Humber,region,2023-08-10,639
E12000003,Yorkshire and The Humber,region,2023-08-09,622
E12000003,Yorkshire and The Humber,region,2023-08-08,594
E12000003,Yorkshire and The Humber,region,2023-08-07,562
E12000003,Yorkshire and The Humber,region,2023-08-06,563
E12000003,Yorkshire and The Humber,region,2023-08-05,560
E12000003,Yorkshire and The Humber,region,2023-08-04,541
E12000003,Yorkshire and The Humber,region,2023-08-03,524
E12000003,Yorkshire and The Humber,region,2023-08-02,496
E12000003,Yorkshire and The Humber,region,2023-08-01,472
E12000003,Yorkshire and The Humber,region,2023-07-31,449
E12000003,Yorkshire and The Humber,region,2023-07-30,429
E12000003,Yorkshire and The Humber,region,2023-07-29,388
E12000003,Yorkshire and The Humber,region,2023-07-28,367
E12000003,Yorkshire and The Humber,region,2023-07-27,352
E12000003,Yorkshire and The Humber,region,2023-07-26,343
E12000003,Yorkshire and The Humber,region,2023-07-25,334
E12000003,Yorkshire and The Humber,region,2023-07-24,320
E12000003,Yorkshire and The Humber,region,2023-07-23,307
E12000003,Yorkshire and The Humber,region,2023-07-22,308
E12000003,Yorkshire and The Humber,region,2023-07-21,292
E12000003,Yorkshire and The Humber,region,2023-07-20,286
E12000003,Yorkshire and The Humber,region,2023-07-19,279
E12000003,Yorkshire and The Humber,region,2023-07-18,261
E12000003,Yorkshire and The Humber,region,2023-07-17,266
E12000003,Yorkshire and The Humber,region,2023-07-16,256
E12000003,Yorkshire and The Humber,region,2023-07-15,252
E12000003,Yorkshire and The Humber,region,2023-07-14,261
E12000003,Yorkshire and The Humber,region,2023-07-13,262
E12000003,Yorkshire and The Humber,region,2023-07-12,256
E12000003,Yorkshire and The Humber,region,2023-07-11,257
E12000003,Yorkshire and The Humber,region,2023-07-10,246
E12000003,Yorkshire and The Humber,region,2023-07-09,240
E12000003,Yorkshire and The Humber,region,2023-07-08,231
E12000003,Yorkshire and The Humber,region,2023-07-07,215
E12000003,Yorkshire and The Humber,region,2023-07-06,201
E12000003,Yorkshire and The Humber,region,2023-07-05,187
E12000003,Yorkshire and The Humber,region,2023-07-04,185
E12000003,Yorkshire and The Humber,region,2023-07-03,193
E12000003,Yorkshire and The Humber,region,2023-07-02,187
E12000003,Yorkshire and The Humber,region,2023-07-01,189
E12000003,Yorkshire and The Humber,region,2023-06-30,190
E12000003,Yorkshire and The Humber,region,2023-06-29,191
E12000003,Yorkshire and The Humber,region,2023-06-28,211
E12000003,Yorkshire and The Humber,region,2023-06-27,213
E12000003,Yorkshire and The Humber,region,2023-06-26,215
E12000003,Yorkshire and The Humber,region,2023-06-25,224
E12000003,Yorkshire and The Humber,region,2023-06-24,221
E12000003,Yorkshire and The Humber,region,2023-06-23,230
E12000003,Yorkshire and The Humber,region,2023-06-22,240
E12000003,Yorkshire and The Humber,region,2023-06-21,239
E12000003,Yorkshire and The Humber,region,2023-06-20,250
E12000003,Yorkshire and The Humber,region,2023-06-19,250
E12000003,Yorkshire and The Humber,region,2023-06-18,256
E12000003,Yorkshire and The Humber,region,2023-06-17,277
E12000003,Yorkshire and The Humber,region,2023-06-16,282
E12000003,Yorkshire and The Humber,region,2023-06-15,292
E12000003,Yorkshire and The Humber,region,2023-06-14,306
E12000003,Yorkshire and The Humber,region,2023-06-13,337
E12000003,Yorkshire and The Humber,region,2023-06-12,367
E12000003,Yorkshire and The Humber,region,2023-06-11,401
E12000003,Yorkshire and The Humber,region,2023-06-10,406
E12000003,Yorkshire and The Humber,region,2023-06-09,415
E12000003,Yorkshire and The Humber,region,2023-06-08,424
E12000003,Yorkshire and The Humber,region,2023-06-07,441
E12000003,Yorkshire and The Humber,region,2023-06-06,431
E12000003,Yorkshire and The Humber,region,2023-06-05,423
E12000003,Yorkshire and The Humber,region,2023-06-04,388
E12000003,Yorkshire and The Humber,region,2023-06-03,389
E12000003,Yorkshire and The Humber,region,2023-06-02,400
E12000003,Yorkshire and The Humber,region,2023-06-01,407
E12000003,Yorkshire and The Humber,region,2023-05-31,413
E12000003,Yorkshire and The Humber,region,2023-05-30,433
E12000003,Yorkshire and The Humber,region,2023-05-29,448
E12000003,Yorkshire and The Humber,region,2023-05-28,483
E12000003,Yorkshire and The Humber,region,2023-05-27,511
E12000003,Yorkshire and The Humber,region,2023-05-26,525
E12000003,Yorkshire and The Humber,region,2023-05-25,556
E12000003,Yorkshire and The Humber,region,2023-05-24,573
E12000003,Yorkshire and The Humber,region,2023-05-23,587
E12000003,Yorkshire and The Humber,region,2023-05-22,612
E12000003,Yorkshire and The Humber,region,2023-05-21,636
E12000003,Yorkshire and The Humber,region,2023-05-20,629
E12000003,Yorkshire and The Humber,region,2023-05-19,635
E12000003,Yorkshire and The Humber,region,2023-05-18,644
E12000003,Yorkshire and The Humber,region,2023-05-17,673
E12000003,Yorkshire and The Humber,region,2023-05-16,700
E12000003,Yorkshire and The Humber,region,2023-05-15,720
E12000003,Yorkshire and The Humber,region,2023-05-14,736
E12000003,Yorkshire and The Humber,region,2023-05-13,766
E12000003,Yorkshire and The Humber,region,2023-05-12,763
E12000003,Yorkshire and The Humber,region,2023-05-11,771
E12000003,Yorkshire and The Humber,region,2023-05-10,785
E12000003,Yorkshire and The Humber,region,2023-05-09,801
E12000003,Yorkshire and The Humber,region,2023-05-08,847
E12000003,Yorkshire and The Humber,region,2023-05-07,864
E12000003,Yorkshire and The Humber,region,2023-05-06,877
E12000003,Yorkshire and The Humber,region,2023-05-05,936
E12000003,Yorkshire and The Humber,region,2023-05-04,949
E12000003,Yorkshire and The Humber,region,2023-05-03,961
E12000003,Yorkshire and The Humber,region,2023-05-02,965
E12000003,Yorkshire and The Humber,region,2023-05-01,922
E12000003,Yorkshire and The Humber,region,2023-04-30,957
E12000003,Yorkshire and The Humber,region,2023-04-29,980
E12000003,Yorkshire and The Humber,region,2023-04-28,952
E12000003,Yorkshire and The Humber,region,2023-04-27,958
E12000003,Yorkshire and The Humber,region,2023-04-26,960
E12000003,Yorkshire and The Humber,region,2023-04-25,974
E12000003,Yorkshire and The Humber,region,2023-04-24,1032
E12000003,Yorkshire and The Humber,region,2023-04-23,1067
E12000003,Yorkshire and The Humber,region,2023-04-22,1125
E12000003,Yorkshire and The Humber,region,2023-04-21,1147
E12000003,Yorkshire and The Humber,region,2023-04-20,1176
E12000003,Yorkshire and The Humber,region,2023-04-19,1205
E12000003,Yorkshire and The Humber,region,2023-04-18,1269
E12000003,Yorkshire and The Humber,region,2023-04-17,1328
E12000003,Yorkshire and The Humber,region,2023-04-16,1368
E12000003,Yorkshire and The Humber,region,2023-04-15,1355
E12000003,Yorkshire and The Humber,region,2023-04-14,1398
E12000003,Yorkshire and The Humber,region,2023-04-13,1402
E12000003,Yorkshire and The Humber,region,2023-04-12,1462
E12000003,Yorkshire and The Humber,region,2023-04-11,1468
E12000003,Yorkshire and The Humber,region,2023-04-10,1445
E12000003,Yorkshire and The Humber,region,2023-04-09,1461
E12000003,Yorkshire and The Humber,region,2023-04-08,1491
E12000003,Yorkshire and The Humber,region,2023-04-07,1549
E12000003,Yorkshire and The Humber,region,2023-04-06,1640
E12000003,Yorkshire and The Humber,region,2023-04-05,1738
E12000003,Yorkshire and The Humber,region,2023-04-04,1893
E12000003,Yorkshire and The Humber,region,2023-04-03,2083
E12000003,Yorkshire and The Humber,region,2023-04-02,2224
E12000003,Yorkshire and The Humber,region,2023-04-01,2327
E12000003,Yorkshire and The Humber,region,2023-03-31,2407
E12000003,Yorkshire and The Humber,region,2023-03-30,2573
E12000003,Yorkshire and The Humber,region,2023-03-29,2649
E12000003,Yorkshire and The Humber,region,2023-03-28,2735
E12000003,Yorkshire and The Humber,region,2023-03-27,2833
E12000003,Yorkshire and The Humber,region,2023-03-26,2929
E12000003,Yorkshire and The Humber,region,2023-03-25,3005
E12000003,Yorkshire and The Humber,region,2023-03-24,2985
E12000003,Yorkshire and The Humber,region,2023-03-23,2993
E12000003,Yorkshire and The Humber,region,2023-03-22,3034
E12000003,Yorkshire and The Humber,region,2023-03-21,3019
E12000003,Yorkshire and The Humber,region,2023-03-20,3059
E12000003,Yorkshire and The Humber,region,2023-03-19,3068
E12000003,Yorkshire and The Humber,region,2023-03-18,3124
E12000003,Yorkshire and The Humber,region,2023-03-17,3166
E12000003,Yorkshire and The Humber,region,2023-03-16,3098
E12000003,Yorkshire and The Humber,region,2023-03-15,3051
E12000003,Yorkshire and The Humber,region,2023-03-14,3136
E12000003,Yorkshire and The Humber,region,2023-03-13,3094
E12000003,Yorkshire and The Humber,region,2023-03-12,3094
E12000003,Yorkshire and The Humber,region,2023-03-11,2964
E12000003,Yorkshire and The Humber,region,2023-03-10,2877
E12000003,Yorkshire and The Humber,region,2023-03-09,2909
E12000003,Yorkshire and The Humber,region,2023-03-08,2864
E12000003,Yorkshire and The Humber,region,2023-03-07,2759
E12000003,Yorkshire and The Humber,region,2023-03-06,2713
E12000003,Yorkshire and The Humber,region,2023-03-05,2693
E12000003,Yorkshire and The Humber,region,2023-03-04,2692
E12000003,Yorkshire and The Humber,region,2023-03-03,2713
E12000003,Yorkshire and The Humber,region,2023-03-02,2713
E12000003,Yorkshire and The Humber,region,2023-03-01,2740
E12000003,Yorkshire and The Humber,region,2023-02-28,2679
E12000003,Yorkshire and The Humber,region,2023-02-27,2690
E12000003,Yorkshire and The Humber,region,2023-02-26,2685
E12000003,Yorkshire and The Humber,region,2023-02-25,2739
E12000003,Yorkshire and The Humber,region,2023-02-24,2768
E12000003,Yorkshire and The Humber,region,2023-02-23,2784
E12000003,Yorkshire and The Humber,region,2023-02-22,2846
E12000003,Yorkshire and The Humber,region,2023-02-21,2814
E12000003,Yorkshire and The Humber,region,2023-02-20,2768
E12000003,Yorkshire and The Humber,region,2023-02-19,2745
E12000003,Yorkshire and The Humber,region,2023-02-18,2628
E12000003,Yorkshire and The Humber,region,2023-02-17,2544
E12000003,Yorkshire and The Humber,region,2023-02-16,2405
E12000003,Yorkshire and The Humber,region,2023-02-15,2268
E12000003,Yorkshire and The Humber,region,2023-02-14,2266
E12000003,Yorkshire and The Humber,region,2023-02-13,2162
E12000003,Yorkshire and The Humber,region,2023-02-12,2096
E12000003,Yorkshire and The Humber,region,2023-02-11,2084
E12000003,Yorkshire and The Humber,region,2023-02-10,2087
E12000003,Yorkshire and The Humber,region,2023-02-09,2100
E12000003,Yorkshire and The Humber,region,2023-02-08,2114
E12000003,Yorkshire and The Humber,region,2023-02-07,2069
E12000003,Yorkshire and The Humber,region,2023-02-06,2132
E12000003,Yorkshire and The Humber,region,2023-02-05,2097
E12000003,Yorkshire and The Humber,region,2023-02-04,2070
E12000003,Yorkshire and The Humber,region,2023-02-03,2021
E12000003,Yorkshire and The Humber,region,2023-02-02,2003
E12000003,Yorkshire and The Humber,region,2023-02-01,1961
E12000003,Yorkshire and The Humber,region,2023-01-31,1950
E12000003,Yorkshire and The Humber,region,2023-01-30,1867
E12000003,Yorkshire and The Humber,region,2023-01-29,1798
E12000003,Yorkshire and The Humber,region,2023-01-28,1776
E12000003,Yorkshire and The Humber,region,2023-01-27,1791
E12000003,Yorkshire and The Humber,region,2023-01-26,1716
E12000003,Yorkshire and The Humber,region,2023-01-25,1655
E12000003,Yorkshire and The Humber,region,2023-01-24,1587
