date,label,month,quarter,sourceDataset,updateDate,value,year
1975 MAR,1975 MAR,March,,PUSF,2015-10-20T23:00:00.000Z,52.1,1975
1975 APR,1975 APR,April,,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 MAY,1975 MAY,May,,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 JUN,1975 JUN,June,,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 JUL,1975 JUL,July,,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 AUG,1975 AUG,August,,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 SEP,1975 SEP,September,,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 OCT,1975 OCT,October,,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 NOV,1975 NOV,November,,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 DEC,1975 DEC,December,,PUSF,2015-10-20T23:00:00.000Z,,1975
1976 JAN,1976 JAN,January,,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 FEB,1976 FEB,February,,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 MAR,1976 MAR,March,,PUSF,2015-10-20T23:00:00.000Z,64.7,1976
1976 APR,1976 APR,April,,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 MAY,1976 MAY,May,,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 JUN,1976 JUN,June,,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 JUL,1976 JUL,July,,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 AUG,1976 AUG,August,,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 SEP,1976 SEP,September,,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 OCT,1976 OCT,October,,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 NOV,1976 NOV,November,,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 DEC,1976 DEC,December,,PUSF,2015-10-20T23:00:00.000Z,,1976
1977 JAN,1977 JAN,January,,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 FEB,1977 FEB,February,,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 MAR,1977 MAR,March,,PUSF,2015-10-20T23:00:00.000Z,73.6,1977
1977 APR,1977 APR,April,,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 MAY,1977 MAY,May,,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 JUN,1977 JUN,June,,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 JUL,1977 JUL,July,,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 AUG,1977 AUG,August,,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 SEP,1977 SEP,September,,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 OCT,1977 OCT,October,,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 NOV,1977 NOV,November,,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 DEC,1977 DEC,December,,PUSF,2015-10-20T23:00:00.000Z,,1977
1978 JAN,1978 JAN,January,,PUSF,2015-10-20T23:00:00.000Z,,1978
1978 FEB,1978 FEB,February,,PUSF,2015-10-20T23:00:00.000Z,,1978
1978 MAR,1978 MAR,March,,PUSF,2015-10-20T23:00:00.000Z,79.5,1978
1978 APR,1978 APR,April,,PUSF,2015-10-20T23:00:00.000Z,,1978
1978 MAY,1978 MAY,May,,PUSF,2015-10-20T23:00:00.000Z,,1978
1978 JUN,1978 JUN,June,,PUSF,2015-10-20T23:00:00.000Z,,1978
1978 JUL,1978 JUL,July,,PUSF,2015-10-20T23:00:00.000Z,,1978
