date,label,month,quarter,sourceDataset,updateDate,value,year
1800,1800,,,MM23,2015-10-12T23:00:00.000Z,36.5,1800
1801,1801,,,MM23,2015-10-12T23:00:00.000Z,11.7,1801
1802,1802,,,MM23,2015-10-12T23:00:00.000Z,-23.0,1802
1803,1803,,,MM23,2015-10-12T23:00:00.000Z,-5.9,1803
1804,1804,,,MM23,2015-10-12T23:00:00.000Z,3.2,1804
1805,1805,,,MM23,2015-10-12T23:00:00.000Z,16.2,1805
1806,1806,,,MM23,2015-10-12T23:00:00.000Z,-4.4,1806
1807,1807,,,MM23,2015-10-12T23:00:00.000Z,-1.9,1807
1808,1808,,,MM23,2015-10-12T23:00:00.000Z,3.4,1808
1809,1809,,,MM23,2015-10-12T23:00:00.000Z,9.7,1809
1810,1810,,,MM23,2015-10-12T23:00:00.000Z,3.2,1810
1811,1811,,,MM23,2015-10-12T23:00:00.000Z,-2.9,1811
1812,1812,,,MM23,2015-10-12T23:00:00.000Z,13.2,1812
1813,1813,,,MM23,2015-10-12T23:00:00.000Z,2.5,1813
1814,1814,,,MM23,2015-10-12T23:00:00.000Z,-12.7,1814
1815,1815,,,MM23,2015-10-12T23:00:00.000Z,-10.7,1815
1816,1816,,,MM23,2015-10-12T23:00:00.000Z,-8.4,1816
1817,1817,,,MM23,2015-10-12T23:00:00.000Z,13.5,1817
1818,1818,,,MM23,2015-10-12T23:00:00.000Z,0.3,1818
1819,1819,,,MM23,2015-10-12T23:00:00.000Z,-2.5,1819
1820,1820,,,MM23,2015-10-12T23:00:00.000Z,-9.3,1820
1821,1821,,,MM23,2015-10-12T23:00:00.000Z,-12.0,1821
1822,1822,,,MM23,2015-10-12T23:00:00.000Z,-13.5,1822
1823,1823,,,MM23,2015-10-12T23:00:00.000Z,6.8,1823
1824,1824,,,MM23,2015-10-12T23:00:00.000Z,8.6,1824
1825,1825,,,MM23,2015-10-12T23:00:00.000Z,17.4,1825
1826,1826,,,MM23,2015-10-12T23:00:00.000Z,-5.5,1826
1827,1827,,,MM23,2015-10-12T23:00:00.000Z,-6.5,1827
1828,1828,,,MM23,2015-10-12T23:00:00.000Z,-2.9,1828
1829,1829,,,MM23,2015-10-12T23:00:00.000Z,-1.0,1829
1830,1830,,,MM23,2015-10-12T23:00:00.000Z,-3.6,1830
1831,1831,,,MM23,2015-10-12T23:00:00.000Z,9.9,1831
1832,1832,,,MM23,2015-10-12T23:00:00.000Z,-7.4,1832
1833,1833,,,MM23,2015-10-12T23:00:00.000Z,-6.1,1833
1834,1834,,,MM23,2015-10-12T23:00:00.000Z,-7.8,1834
1835,1835,,,MM23,2015-10-12T23:00:00.000Z,1.7,1835
1836,1836,,,MM23,2015-10-12T23:00:00.000Z,11.0,1836
1837,1837,,,MM23,2015-10-12T23:00:00.000Z,2.5,1837
1838,1838,,,MM23,2015-10-12T23:00:00.000Z,0.7,1838
1839,1839,,,MM23,2015-10-12T23:00:00.000Z,7.3,1839
1840,1840,,,MM23,2015-10-12T23:00:00.000Z,1.8,1840
1841,1841,,,MM23,2015-10-12T23:00:00.000Z,-2.3,1841
1842,1842,,,MM23,2015-10-12T23:00:00.000Z,-7.6,1842
1843,1843,,,MM23,2015-10-12T23:00:00.000Z,-11.3,1843
1844,1844,,,MM23,2015-10-12T23:00:00.000Z,-0.1,1844
1845,1845,,,MM23,2015-10-12T23:00:00.000Z,4.9,1845
1846,1846,,,MM23,2015-10-12T23:00:00.000Z,4.0,1846
1847,1847,,,MM23,2015-10-12T23:00:00.000Z,12.0,1847
1848,1848,,,MM23,2015-10-12T23:00:00.000Z,-12.1,1848
1849,1849,,,MM23,2015-10-12T23:00:00.000Z,-6.3,1849
1850,1850,,,MM23,2015-10-12T23:00:00.000Z,-6.4,1850
1851,1851,,,MM23,2015-10-12T23:00:00.000Z,-3.0,1851
1852,1852,,,MM23,2015-10-12T23:00:00.000Z,0.0,1852
1853,1853,,,MM23,2015-10-12T23:00:00.000Z,9.3,1853
1854,1854,,,MM23,2015-10-12T23:00:00.000Z,15.1,1854
1855,1855,,,MM23,2015-10-12T23:00:00.000Z,3.3,1855
1856,1856,,,MM23,2015-10-12T23:00:00.000Z,0.0,1856
1857,1857,,,MM23,2015-10-12T23:00:00.000Z,-5.6,1857
1858,1858,,,MM23,2015-10-12T23:00:00.000Z,-8.4,1858
1859,1859,,,MM23,2015-10-12T23:00:00.000Z,-1.8,1859
1860,1860,,,MM23,2015-10-12T23:00:00.000Z,3.7,1860
1861,1861,,,MM23,2015-10-12T23:00:00.000Z,2.7,1861
1862,1862,,,MM23,2015-10-12T23:00:00.000Z,-2.6,1862
1863,1863,,,MM23,2015-10-12T23:00:00.000Z,-3.6,1863
1864,1864,,,MM23,2015-10-12T23:00:00.000Z,-0.9,1864
1865,1865,,,MM23,2015-10-12T23:00:00.000Z,0.9,1865
1866,1866,,,MM23,2015-10-12T23:00:00.000Z,6.5,1866
1867,1867,,,MM23,2015-10-12T23:00:00.000Z,6.1,1867
1868,1868,,,MM23,2015-10-12T23:00:00.000Z,-1.7,1868
1869,1869,,,MM23,2015-10-12T23:00:00.000Z,-5.0,1869
1870,1870,,,MM23,2015-10-12T23:00:00.000Z,0.0,1870
1871,1871,,,MM23,2015-10-12T23:00:00.000Z,1.4,1871
1872,1872,,,MM23,2015-10-12T23:00:00.000Z,4.7,1872
1873,1873,,,MM23,2015-10-12T23:00:00.000Z,3.1,1873
1874,1874,,,MM23,2015-10-12T23:00:00.000Z,-3.3,1874
1875,1875,,,MM23,2015-10-12T23:00:00.000Z,-1.9,1875
1876,1876,,,MM23,2015-10-12T23:00:00.000Z,-0.3,1876
1877,1877,,,MM23,2015-10-12T23:00:00.000Z,-0.7,1877
1878,1878,,,MM23,2015-10-12T23:00:00.000Z,-2.2,1878
1879,1879,,,MM23,2015-10-12T23:00:00.000Z,-4.4,1879
1880,1880,,,MM23,2015-10-12T23:00:00.000Z,3.0,1880
1881,1881,,,MM23,2015-10-12T23:00:00.000Z,-1.1,1881
1882,1882,,,MM23,2015-10-12T23:00:00.000Z,1.0,1882
1883,1883,,,MM23,2015-10-12T23:00:00.000Z,-0.5,1883
1884,1884,,,MM23,2015-10-12T23:00:00.000Z,-2.7,1884
1885,1885,,,MM23,2015-10-12T23:00:00.000Z,-3.0,1885
1886,1886,,,MM23,2015-10-12T23:00:00.000Z,-1.6,1886
1887,1887,,,MM23,2015-10-12T23:00:00.000Z,-0.5,1887
1888,1888,,,MM23,2015-10-12T23:00:00.000Z,0.7,1888
1889,1889,,,MM23,2015-10-12T23:00:00.000Z,1.4,1889
1890,1890,,,MM23,2015-10-12T23:00:00.000Z,0.2,1890
1891,1891,,,MM23,2015-10-12T23:00:00.000Z,0.7,1891
1892,1892,,,MM23,2015-10-12T23:00:00.000Z,0.4,1892
1893,1893,,,MM23,2015-10-12T23:00:00.000Z,-0.7,1893
1894,1894,,,MM23,2015-10-12T23:00:00.000Z,-2.0,1894
1895,1895,,,MM23,2015-10-12T23:00:00.000Z,-1.0,1895
1896,1896,,,MM23,2015-10-12T23:00:00.000Z,-0.3,1896
1897,1897,,,MM23,2015-10-12T23:00:00.000Z,1.5,1897
1898,1898,,,MM23,2015-10-12T23:00:00.000Z,0.3,1898
1899,1899,,,MM23,2015-10-12T23:00:00.000Z,0.7,1899
1900,1900,,,MM23,2015-10-12T23:00:00.000Z,5.1,1900
1901,1901,,,MM23,2015-10-12T23:00:00.000Z,0.5,1901
1902,1902,,,MM23,2015-10-12T23:00:00.000Z,0.0,1902
1903,1903,,,MM23,2015-10-12T23:00:00.000Z,0.4,1903
1904,1904,,,MM23,2015-10-12T23:00:00.000Z,-0.2,1904
1905,1905,,,MM23,2015-10-12T23:00:00.000Z,0.4,1905
1906,1906,,,MM23,2015-10-12T23:00:00.000Z,0.0,1906
1907,1907,,,MM23,2015-10-12T23:00:00.000Z,1.2,1907
1908,1908,,,MM23,2015-10-12T23:00:00.000Z,0.5,1908
1909,1909,,,MM23,2015-10-12T23:00:00.000Z,0.5,1909
1910,1910,,,MM23,2015-10-12T23:00:00.000Z,0.9,1910
1911,1911,,,MM23,2015-10-12T23:00:00.000Z,0.1,1911
1912,1912,,,MM23,2015-10-12T23:00:00.000Z,3.0,1912
1913,1913,,,MM23,2015-10-12T23:00:00.000Z,-0.4,1913
1914,1914,,,MM23,2015-10-12T23:00:00.000Z,-0.3,1914
1915,1915,,,MM23,2015-10-12T23:00:00.000Z,12.5,1915
1916,1916,,,MM23,2015-10-12T23:00:00.000Z,18.1,1916
1917,1917,,,MM23,2015-10-12T23:00:00.000Z,25.2,1917
1918,1918,,,MM23,2015-10-12T23:00:00.000Z,22.0,1918
1919,1919,,,MM23,2015-10-12T23:00:00.000Z,10.1,1919
1920,1920,,,MM23,2015-10-12T23:00:00.000Z,15.4,1920
1921,1921,,,MM23,2015-10-12T23:00:00.000Z,-8.6,1921
1922,1922,,,MM23,2015-10-12T23:00:00.000Z,-14.0,1922
1923,1923,,,MM23,2015-10-12T23:00:00.000Z,-6.0,1923
1924,1924,,,MM23,2015-10-12T23:00:00.000Z,-0.7,1924
1925,1925,,,MM23,2015-10-12T23:00:00.000Z,0.3,1925
1926,1926,,,MM23,2015-10-12T23:00:00.000Z,-0.8,1926
1927,1927,,,MM23,2015-10-12T23:00:00.000Z,-2.4,1927
1928,1928,,,MM23,2015-10-12T23:00:00.000Z,-0.3,1928
1929,1929,,,MM23,2015-10-12T23:00:00.000Z,-0.9,1929
1930,1930,,,MM23,2015-10-12T23:00:00.000Z,-2.8,1930
1931,1931,,,MM23,2015-10-12T23:00:00.000Z,-4.3,1931
1932,1932,,,MM23,2015-10-12T23:00:00.000Z,-2.6,1932
1933,1933,,,MM23,2015-10-12T23:00:00.000Z,-2.1,1933
1934,1934,,,MM23,2015-10-12T23:00:00.000Z,0.0,1934
1935,1935,,,MM23,2015-10-12T23:00:00.000Z,0.7,1935
1936,1936,,,MM23,2015-10-12T23:00:00.000Z,0.7,1936
1937,1937,,,MM23,2015-10-12T23:00:00.000Z,3.4,1937
1938,1938,,,MM23,2015-10-12T23:00:00.000Z,1.6,1938
1939,1939,,,MM23,2015-10-12T23:00:00.000Z,2.8,1939
1940,1940,,,MM23,2015-10-12T23:00:00.000Z,16.8,1940
1941,1941,,,MM23,2015-10-12T23:00:00.000Z,10.8,1941
1942,1942,,,MM23,2015-10-12T23:00:00.000Z,7.1,1942
1943,1943,,,MM23,2015-10-12T23:00:00.000Z,3.4,1943
1944,1944,,,MM23,2015-10-12T23:00:00.000Z,2.7,1944
1945,1945,,,MM23,2015-10-12T23:00:00.000Z,2.8,1945
1946,1946,,,MM23,2015-10-12T23:00:00.000Z,3.1,1946
1947,1947,,,MM23,2015-10-12T23:00:00.000Z,7.0,1947
1948,1948,,,MM23,2015-10-12T23:00:00.000Z,7.7,1948
1949,1949,,,MM23,2015-10-12T23:00:00.000Z,2.8,1949
1950,1950,,,MM23,2015-10-12T23:00:00.000Z,3.1,1950
1951,1951,,,MM23,2015-10-12T23:00:00.000Z,9.1,1951
1952,1952,,,MM23,2015-10-12T23:00:00.000Z,9.2,1952
1953,1953,,,MM23,2015-10-12T23:00:00.000Z,3.1,1953
1954,1954,,,MM23,2015-10-12T23:00:00.000Z,1.8,1954
1955,1955,,,MM23,2015-10-12T23:00:00.000Z,4.5,1955
1956,1956,,,MM23,2015-10-12T23:00:00.000Z,4.9,1956
1957,1957,,,MM23,2015-10-12T23:00:00.000Z,3.7,1957
1958,1958,,,MM23,2015-10-12T23:00:00.000Z,3.0,1958
1959,1959,,,MM23,2015-10-12T23:00:00.000Z,0.6,1959
1960,1960,,,MM23,2015-10-12T23:00:00.000Z,1.0,1960
1961,1961,,,MM23,2015-10-12T23:00:00.000Z,3.4,1961
1962,1962,,,MM23,2015-10-12T23:00:00.000Z,4.3,1962
1963,1963,,,MM23,2015-10-12T23:00:00.000Z,2.0,1963
1964,1964,,,MM23,2015-10-12T23:00:00.000Z,3.3,1964
1965,1965,,,MM23,2015-10-12T23:00:00.000Z,4.8,1965
1966,1966,,,MM23,2015-10-12T23:00:00.000Z,3.9,1966
1967,1967,,,MM23,2015-10-12T23:00:00.000Z,2.5,1967
1968,1968,,,MM23,2015-10-12T23:00:00.000Z,4.7,1968
1969,1969,,,MM23,2015-10-12T23:00:00.000Z,5.4,1969
1970,1970,,,MM23,2015-10-12T23:00:00.000Z,6.4,1970
1971,1971,,,MM23,2015-10-12T23:00:00.000Z,9.4,1971
1972,1972,,,MM23,2015-10-12T23:00:00.000Z,7.1,1972
1973,1973,,,MM23,2015-10-12T23:00:00.000Z,9.2,1973
1974,1974,,,MM23,2015-10-12T23:00:00.000Z,16.0,1974
1975,1975,,,MM23,2015-10-12T23:00:00.000Z,24.2,1975
1976,1976,,,MM23,2015-10-12T23:00:00.000Z,16.5,1976
1977,1977,,,MM23,2015-10-12T23:00:00.000Z,15.8,1977
1978,1978,,,MM23,2015-10-12T23:00:00.000Z,8.3,1978
1979,1979,,,MM23,2015-10-12T23:00:00.000Z,13.4,1979
1980,1980,,,MM23,2015-10-12T23:00:00.000Z,18.0,1980
1981,1981,,,MM23,2015-10-12T23:00:00.000Z,11.9,1981
1982,1982,,,MM23,2015-10-12T23:00:00.000Z,8.6,1982
1983,1983,,,MM23,2015-10-12T23:00:00.000Z,4.6,1983
1984,1984,,,MM23,2015-10-12T23:00:00.000Z,5.0,1984
1985,1985,,,MM23,2015-10-12T23:00:00.000Z,6.1,1985
1986,1986,,,MM23,2015-10-12T23:00:00.000Z,3.4,1986
1987,1987,,,MM23,2015-10-12T23:00:00.000Z,4.2,1987
1988,1988,,,MM23,2015-10-12T23:00:00.000Z,4.9,1988
1989,1989,,,MM23,2015-10-12T23:00:00.000Z,7.8,1989
1990,1990,,,MM23,2015-10-12T23:00:00.000Z,9.5,1990
1991,1991,,,MM23,2015-10-12T23:00:00.000Z,5.9,1991
1992,1992,,,MM23,2015-10-12T23:00:00.000Z,3.7,1992
1993,1993,,,MM23,2015-10-12T23:00:00.000Z,1.6,1993
1994,1994,,,MM23,2015-10-12T23:00:00.000Z,2.4,1994
1995,1995,,,MM23,2015-10-12T23:00:00.000Z,3.5,1995
1996,1996,,,MM23,2015-10-12T23:00:00.000Z,2.4,1996
1997,1997,,,MM23,2015-10-12T23:00:00.000Z,3.1,1997
1998,1998,,,MM23,2015-10-12T23:00:00.000Z,3.4,1998
1999,1999,,,MM23,2015-10-12T23:00:00.000Z,1.5,1999
2000,2000,,,MM23,2015-10-12T23:00:00.000Z,3.0,2000
2001,2001,,,MM23,2015-10-12T23:00:00.000Z,1.8,2001
2002,2002,,,MM23,2015-10-12T23:00:00.000Z,1.7,2002
2003,2003,,,MM23,2015-10-12T23:00:00.000Z,2.9,2003
2004,2004,,,MM23,2015-10-12T23:00:00.000Z,3.0,2004
2005,2005,,,MM23,2015-10-12T23:00:00.000Z,2.8,2005
2006,2006,,,MM23,2015-10-12T23:00:00.000Z,3.2,2006
2007,2007,,,MM23,2015-10-12T23:00:00.000Z,4.3,2007
2008,2008,,,MM23,2015-10-12T23:00:00.000Z,4.0,2008
2009,2009,,,MM23,2015-10-12T23:00:00.000Z,-0.5,2009
2010,2010,,,MM23,2015-10-12T23:00:00.000Z,4.6,2010
2011,2011,,,MM23,2015-10-12T23:00:00.000Z,5.2,2011
2012,2012,,,MM23,2015-10-12T23:00:00.000Z,3.2,2012
2013,2013,,,MM23,2015-10-12T23:00:00.000Z,3.0,2013
2014,2014,,,MM23,2015-10-12T23:00:00.000Z,2.4,2014
2015,2015,,,MM23,2016-01-19T09:30:00.000Z,1.0,2015
2016,2016,,,MM23,2017-01-17T00:00:00.000Z,1.7,2016
2017,2017,,,MM23,2018-01-16T00:00:00.000Z,3.6,2017
2018,2018,,,MM23,2019-01-16T00:00:00.000Z,3.3,2018
2019,2019,,,MM23,2020-01-15T00:00:00.000Z,2.6,2019
2020,2020,,,MM23,2021-01-20T00:00:00.000Z,1.5,2020
