areaCode,areaName,areaType,date,cumCasesByPublishDate,cumDeaths28DaysByPublishDate
K02000001,United Kingdom,overview,2020-07-09,287621,40785
K02000001,United Kingdom,overview,2020-07-08,286979,40754
K02000001,United Kingdom,overview,2020-07-07,286349,40697
K02000001,United Kingdom,overview,2020-07-06,285768,40643
K02000001,United Kingdom,overview,2020-07-05,285416,40632
K02000001,United Kingdom,overview,2020-07-04,284900,40613
K02000001,United Kingdom,overview,2020-07-03,284276,40581
K02000001,United Kingdom,overview,2020-07-02,283757,40532
K02000001,United Kingdom,overview,2020-07-01,313483,40491
K02000001,United Kingdom,overview,2020-06-30,312654,40394
K02000001,United Kingdom,overview,2020-06-29,311965,40341
K02000001,United Kingdom,overview,2020-06-28,311151,40320
K02000001,United Kingdom,overview,2020-06-27,310250,40289
K02000001,United Kingdom,overview,2020-06-26,309360,40249
K02000001,United Kingdom,overview,2020-06-25,307980,40172
K02000001,United Kingdom,overview,2020-06-24,306862,40073
K02000001,United Kingdom,overview,2020-06-23,306210,39986
K02000001,United Kingdom,overview,2020-06-22,305289,39892
K02000001,United Kingdom,overview,2020-06-21,304331,39878
K02000001,United Kingdom,overview,2020-06-20,303110,39847
K02000001,United Kingdom,overview,2020-06-19,301815,39776
K02000001,United Kingdom,overview,2020-06-18,300469,39692
K02000001,United Kingdom,overview,2020-06-17,299251,39625
K02000001,United Kingdom,overview,2020-06-16,298136,39515
K02000001,United Kingdom,overview,2020-06-15,296857,39395
K02000001,United Kingdom,overview,2020-06-14,295889,39366
K02000001,United Kingdom,overview,2020-06-13,294375,39339
K02000001,United Kingdom,overview,2020-06-12,292950,39232
K02000001,United Kingdom,overview,2020-06-11,291409,39101
K02000001,United Kingdom,overview,2020-06-10,290143,39025
K02000001,United Kingdom,overview,2020-06-09,289140,38861
K02000001,United Kingdom,overview,2020-06-08,287399,38666
K02000001,United Kingdom,overview,2020-06-07,286194,38619
K02000001,United Kingdom,overview,2020-06-06,284868,38565
K02000001,United Kingdom,overview,2020-06-05,283311,38422
K02000001,United Kingdom,overview,2020-06-04,281661,38164
K02000001,United Kingdom,overview,2020-06-03,279856,38034
K02000001,United Kingdom,overview,2020-06-02,277985,37780
K02000001,United Kingdom,overview,2020-06-01,276332,37531
K02000001,United Kingdom,overview,2020-05-31,274762,37445
K02000001,United Kingdom,overview,2020-05-30,272826,37385
K02000001,United Kingdom,overview,2020-05-29,271222,37231
K02000001,United Kingdom,overview,2020-05-28,269127,36957
K02000001,United Kingdom,overview,2020-05-27,267240,36614
K02000001,United Kingdom,overview,2020-05-26,265227,36192
K02000001,United Kingdom,overview,2020-05-25,261184,36061
K02000001,United Kingdom,overview,2020-05-24,259559,35957
K02000001,United Kingdom,overview,2020-05-23,257154,35578
K02000001,United Kingdom,overview,2020-05-22,254195,35358
K02000001,United Kingdom,overview,2020-05-21,250908,35067
K02000001,United Kingdom,overview,2020-05-20,248293,34794
K02000001,United Kingdom,overview,2020-05-19,248818,34466
K02000001,United Kingdom,overview,2020-05-18,246406,33966
K02000001,United Kingdom,overview,2020-05-17,243723,33820
K02000001,United Kingdom,overview,2020-05-16,240161,33753
K02000001,United Kingdom,overview,2020-05-15,236711,33342
K02000001,United Kingdom,overview,2020-05-14,233151,32992
K02000001,United Kingdom,overview,2020-05-13,229705,32640
K02000001,United Kingdom,overview,2020-05-12,226463,32193
K02000001,United Kingdom,overview,2020-05-11,223060,31579
K02000001,United Kingdom,overview,2020-05-10,219183,31392
K02000001,United Kingdom,overview,2020-05-09,215260,31175
K02000001,United Kingdom,overview,2020-05-08,211364,30900
K02000001,United Kingdom,overview,2020-05-07,206715,30321
K02000001,United Kingdom,overview,2020-05-06,201101,29863
K02000001,United Kingdom,overview,2020-05-05,194990,29216
K02000001,United Kingdom,overview,2020-05-04,190584,28490
K02000001,United Kingdom,overview,2020-05-03,186599,28218
K02000001,United Kingdom,overview,2020-05-02,182260,27965
K02000001,United Kingdom,overview,2020-05-01,177454,27381
K02000001,United Kingdom,overview,2020-04-30,171253,26683
K02000001,United Kingdom,overview,2020-04-29,165221,26049
K02000001,United Kingdom,overview,2020-04-28,161145,25280
K02000001,United Kingdom,overview,2020-04-27,157149,24311
K02000001,United Kingdom,overview,2020-04-26,152840,23991
K02000001,United Kingdom,overview,2020-04-25,148377,23627
K02000001,United Kingdom,overview,2020-04-24,143464,22812
K02000001,United Kingdom,overview,2020-04-23,138078,21802
K02000001,United Kingdom,overview,2020-04-22,133495,21120
K02000001,United Kingdom,overview,2020-04-21,129044,20273
K02000001,United Kingdom,overview,2020-04-20,124743,19049
K02000001,United Kingdom,overview,2020-04-19,120067,18479
K02000001,United Kingdom,overview,2020-04-18,114217,18047
K02000001,United Kingdom,overview,2020-04-17,108692,16942
K02000001,United Kingdom,overview,2020-04-16,103093,16029
K02000001,United Kingdom,overview,2020-04-15,98476,14993
K02000001,United Kingdom,overview,2020-04-14,93873,14113
K02000001,United Kingdom,overview,2020-04-13,88621,13037
K02000001,United Kingdom,overview,2020-04-12,84279,12313
K02000001,United Kingdom,overview,2020-04-11,78991,11656
K02000001,United Kingdom,overview,2020-04-10,73758,10813
K02000001,United Kingdom,overview,2020-04-09,68052,9691
K02000001,United Kingdom,overview,2020-04-08,63377,8575
K02000001,United Kingdom,overview,2020-04-07,57512,7545
K02000001,United Kingdom,overview,2020-04-06,53624,6440
K02000001,United Kingdom,overview,2020-04-05,49481,5873
K02000001,United Kingdom,overview,2020-04-04,43282,5274
K02000001,United Kingdom,overview,2020-04-03,39282,4518
K02000001,United Kingdom,overview,2020-04-02,34610,3782
K02000001,United Kingdom,overview,2020-04-01,30088,3125
K02000001,United Kingdom,overview,2020-03-31,25521,2453
K02000001,United Kingdom,overview,2020-03-30,22271,2050
K02000001,United Kingdom,overview,2020-03-29,19606,1676
K02000001,United Kingdom,overview,2020-03-28,17104,1464
K02000001,United Kingdom,overview,2020-03-27,14548,1172
K02000001,United Kingdom,overview,2020-03-26,11658,884
K02000001,United Kingdom,overview,2020-03-25,9529,703
K02000001,United Kingdom,overview,2020-03-24,8077,512
K02000001,United Kingdom,overview,2020-03-23,6650,364
K02000001,United Kingdom,overview,2020-03-22,5683,288
K02000001,United Kingdom,overview,2020-03-21,5018,252
K02000001,United Kingdom,overview,2020-03-20,3983,194
K02000001,United Kingdom,overview,2020-03-19,3269,162
K02000001,United Kingdom,overview,2020-03-18,2626,116
K02000001,United Kingdom,overview,2020-03-17,1950,82
K02000001,United Kingdom,overview,2020-03-16,1543,65
K02000001,United Kingdom,overview,2020-03-15,1391,43
K02000001,United Kingdom,overview,2020-03-14,1061,29
K02000001,United Kingdom,overview,2020-03-13,797,10
K02000001,United Kingdom,overview,2020-03-12,590,9
K02000001,United Kingdom,overview,2020-03-11,456,7
K02000001,United Kingdom,overview,2020-03-10,373,7
K02000001,United Kingdom,overview,2020-03-09,321,3
K02000001,United Kingdom,overview,2020-03-08,271,2
K02000001,United Kingdom,overview,2020-03-07,206,2
K02000001,United Kingdom,overview,2020-03-06,160,1
K02000001,United Kingdom,overview,2020-03-05,114,
K02000001,United Kingdom,overview,2020-03-04,85,
K02000001,United Kingdom,overview,2020-03-03,51,
K02000001,United Kingdom,overview,2020-03-02,40,
K02000001,United Kingdom,overview,2020-03-01,35,
K02000001,United Kingdom,overview,2020-02-29,23,
K02000001,United Kingdom,overview,2020-02-28,19,
K02000001,United Kingdom,overview,2020-02-27,13,
K02000001,United Kingdom,overview,2020-02-26,13,
K02000001,United Kingdom,overview,2020-02-25,13,
K02000001,United Kingdom,overview,2020-02-24,13,
K02000001,United Kingdom,overview,2020-02-23,9,
K02000001,United Kingdom,overview,2020-02-22,9,
K02000001,United Kingdom,overview,2020-02-21,9,
K02000001,United Kingdom,overview,2020-02-20,9,
K02000001,United Kingdom,overview,2020-02-19,9,
K02000001,United Kingdom,overview,2020-02-18,9,
K02000001,United Kingdom,overview,2020-02-17,9,
K02000001,United Kingdom,overview,2020-02-16,9,
K02000001,United Kingdom,overview,2020-02-15,9,
K02000001,United Kingdom,overview,2020-02-14,9,
K02000001,United Kingdom,overview,2020-02-13,9,
K02000001,United Kingdom,overview,2020-02-12,8,
K02000001,United Kingdom,overview,2020-02-11,8,
K02000001,United Kingdom,overview,2020-02-10,8,
K02000001,United Kingdom,overview,2020-02-09,4,
K02000001,United Kingdom,overview,2020-02-08,3,
K02000001,United Kingdom,overview,2020-02-07,3,
K02000001,United Kingdom,overview,2020-02-06,3,
K02000001,United Kingdom,overview,2020-02-05,2,
K02000001,United Kingdom,overview,2020-02-04,2,
K02000001,United Kingdom,overview,2020-02-03,2,
K02000001,United Kingdom,overview,2020-02-02,2,
K02000001,United Kingdom,overview,2020-02-01,2,
K02000001,United Kingdom,overview,2020-01-31,2,
