realtime_start,realtime_end,observation_start,observation_end,units,output_type,file_type,order_by,sort_order,count,offset,limit,observations
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1960-12-01', 'value': '6.17'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-01-01', 'value': '6.15'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-02-01', 'value': '6'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-03-01', 'value': '6.06'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-04-01', 'value': '6.03'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-05-01', 'value': '6.09'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-06-01', 'value': '6.34'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-07-01', 'value': '6.56'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-08-01', 'value': '6.69'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-09-01', 'value': '6.68'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-10-01', 'value': '6.11'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-11-01', 'value': '6.21'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1961-12-01', 'value': '6.25'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-01-01', 'value': '6.2'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-02-01', 'value': '6.27'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-03-01', 'value': '6.27'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-04-01', 'value': '6.28'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-05-01', 'value': '6.28'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-06-01', 'value': '6.19'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-07-01', 'value': '5.81'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-08-01', 'value': '5.62'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-09-01', 'value': '4.89'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-10-01', 'value': '5.05'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-11-01', 'value': '5.17'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1962-12-01', 'value': '5.14'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-01-01', 'value': '5.23'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-02-01', 'value': '5.43'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-03-01', 'value': '5.45'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-04-01', 'value': '5.29'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-05-01', 'value': '5.17'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-06-01', 'value': '5.08'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-07-01', 'value': '5.06'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-08-01', 'value': '4.96'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-09-01', 'value': '4.9'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-10-01', 'value': '4.97'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-11-01', 'value': '5.21'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1963-12-01', 'value': '5.24'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-01-01', 'value': '5.27'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-02-01', 'value': '5.45'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-03-01', 'value': '5.46'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-04-01', 'value': '5.49'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-05-01', 'value': '5.55'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-06-01', 'value': '5.64'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-07-01', 'value': '5.76'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-08-01', 'value': '5.75'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-09-01', 'value': '5.77'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-10-01', 'value': '5.84'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-11-01', 'value': '6.07'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1964-12-01', 'value': '6.38'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-01-01', 'value': '6.35'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-02-01', 'value': '6.36'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-03-01', 'value': '6.52'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-04-01', 'value': '6.6'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-05-01', 'value': '6.69'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-06-01', 'value': '6.73'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-07-01', 'value': '6.79'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-08-01', 'value': '6.68'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-09-01', 'value': '6.47'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-10-01', 'value': '6.43'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-11-01', 'value': '6.41'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1965-12-01', 'value': '6.59'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-01-01', 'value': '6.42'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-02-01', 'value': '6.55'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-03-01', 'value': '6.73'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-04-01', 'value': '6.7'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-05-01', 'value': '6.76'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-06-01', 'value': '7'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-07-01', 'value': '7.34'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-08-01', 'value': '7.49'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-09-01', 'value': '7'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-10-01', 'value': '6.92'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-11-01', 'value': '6.86'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1966-12-01', 'value': '6.63'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-01-01', 'value': '6.57'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-02-01', 'value': '6.4'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-03-01', 'value': '6.43'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-04-01', 'value': '6.37'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-05-01', 'value': '6.42'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-06-01', 'value': '6.64'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-07-01', 'value': '6.81'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-08-01', 'value': '6.71'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-09-01', 'value': '6.74'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-10-01', 'value': '6.9'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-11-01', 'value': '7.1'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1967-12-01', 'value': '7.31'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-01-01', 'value': '7.3'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-02-01', 'value': '7.27'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-03-01', 'value': '7.3'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-04-01', 'value': '7.27'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-05-01', 'value': '7.36'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-06-01', 'value': '7.61'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-07-01', 'value': '7.69'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-08-01', 'value': '7.55'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-09-01', 'value': '7.5'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-10-01', 'value': '7.52'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-11-01', 'value': '7.73'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1968-12-01', 'value': '8.01'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-01-01', 'value': '8.26'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-02-01', 'value': '8.4'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-03-01', 'value': '8.66'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-04-01', 'value': '8.65'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-05-01', 'value': '8.97'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-06-01', 'value': '9.29'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-07-01', 'value': '8.98'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-08-01', 'value': '9.02'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-09-01', 'value': '9.06'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-10-01', 'value': '8.84'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-11-01', 'value': '8.92'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1969-12-01', 'value': '8.91'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1970-01-01', 'value': '8.89'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1970-02-01', 'value': '8.68'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1970-03-01', 'value': '8.54'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1970-04-01', 'value': '8.55'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1970-05-01', 'value': '8.8'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1970-06-01', 'value': '8.85'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1970-07-01', 'value': '8.5'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1970-08-01', 'value': '8.33'}"
2023-01-06,2023-01-06,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,755,0,100000,"{'realtime_start': '2023-01-06', 'realtime_end': '2023-01-06', 'date': '1970-09-01', 'value': '8.43'}"
