library,sample_1,sample_2,r2
Lib-2,2022-06-22_thaw-1_VSVG_control_1 vs 2022-06-22_thaw-1_no-antibody_control_1,2022-06-22_thaw-1_VSVG_control_1 vs 2022-06-22_thaw-1_no-antibody_control_1,1.0
