date,Date,CDID,Value,series
2017 JUL,2017-07-15,WUMD,.26,HousingHouseService
2017 JUL,2017-07-15,WUMP,.22,FurnitureHousehold
2017 JUL,2017-07-15,WUMQ,.07,Health
2017 JUL,2017-07-15,WUMW,.49,Transport
2017 JUL,2017-07-15,WUMX,.02,Communication
2017 JUL,2017-07-15,WUNC,.21,RecreationCulture
2017 JUL,2017-07-15,WUND,.11,Education
2017 JUL,2017-07-15,WUNE,.39,RestaurantsHotels
2017 JUL,2017-07-15,WUNG,.18,Misc
2017 JUN,2017-06-15,WUMA,.23,Food
2017 JUN,2017-06-15,WUMB,.21,AlcoholTobacco
2017 JUN,2017-06-15,WUMC,.19,ClothingFootwear
2017 JUN,2017-06-15,WUMD,.23,HousingHouseService
2017 JUN,2017-06-15,WUMP,.19,FurnitureHousehold
2017 JUN,2017-06-15,WUMQ,.06,Health
2017 JUN,2017-06-15,WUMW,.58,Transport
2017 JUN,2017-06-15,WUMX,.04,Communication
2017 JUN,2017-06-15,WUNC,.23,RecreationCulture
2017 JUN,2017-06-15,WUND,.11,Education
2017 JUN,2017-06-15,WUNE,.41,RestaurantsHotels
2017 JUN,2017-06-15,WUNG,.17,Misc
2017 MAR,2017-03-15,WUMA,.12,Food
2017 MAR,2017-03-15,WUMB,.2,AlcoholTobacco
2017 MAR,2017-03-15,WUMC,.07,ClothingFootwear
2017 MAR,2017-03-15,WUMD,.13,HousingHouseService
2017 MAR,2017-03-15,WUMP,.07,FurnitureHousehold
2017 MAR,2017-03-15,WUMQ,.06,Health
2017 MAR,2017-03-15,WUMW,.72,Transport
2017 MAR,2017-03-15,WUMX,.08,Communication
2017 MAR,2017-03-15,WUNC,.23,RecreationCulture
2017 MAR,2017-03-15,WUND,.11,Education
2017 MAR,2017-03-15,WUNE,.36,RestaurantsHotels
2017 MAR,2017-03-15,WUNG,.17,Misc
2017 MAY,2017-05-15,WUMA,.22,Food
2017 MAY,2017-05-15,WUMB,.21,AlcoholTobacco
2017 MAY,2017-05-15,WUMC,.22,ClothingFootwear
2017 MAY,2017-05-15,WUMD,.25,HousingHouseService
2017 MAY,2017-05-15,WUMP,.14,FurnitureHousehold
2017 MAY,2017-05-15,WUMQ,.06,Health
2017 MAY,2017-05-15,WUMW,.73,Transport
2017 MAY,2017-05-15,WUMX,.04,Communication
2017 MAY,2017-05-15,WUNC,.34,RecreationCulture
2017 MAY,2017-05-15,WUND,.11,Education
2017 MAY,2017-05-15,WUNE,.39,RestaurantsHotels
2017 MAY,2017-05-15,WUNG,.16,Misc
2017 NOV,2017-11-15,WUMA,.41,Food
2017 NOV,2017-11-15,WUMB,.19,AlcoholTobacco
2017 NOV,2017-11-15,WUMC,.23,ClothingFootwear
2017 NOV,2017-11-15,WUMD,.28,HousingHouseService
2017 NOV,2017-11-15,WUMP,.17,FurnitureHousehold
2017 NOV,2017-11-15,WUMQ,.09,Health
2017 NOV,2017-11-15,WUMW,.7,Transport
2017 NOV,2017-11-15,WUMX,.04,Communication
2017 NOV,2017-11-15,WUNC,.46,RecreationCulture
2017 NOV,2017-11-15,WUND,.06,Education
2017 NOV,2017-11-15,WUNE,.41,RestaurantsHotels
2017 NOV,2017-11-15,WUNG,.05,Misc
2017 OCT,2017-10-15,WUMA,.4,Food
2017 OCT,2017-10-15,WUMB,.18,AlcoholTobacco
2017 OCT,2017-10-15,WUMC,.24,ClothingFootwear
2017 OCT,2017-10-15,WUMD,.27,HousingHouseService
2017 OCT,2017-10-15,WUMP,.18,FurnitureHousehold
2017 OCT,2017-10-15,WUMQ,.09,Health
2017 OCT,2017-10-15,WUMW,.63,Transport
2017 OCT,2017-10-15,WUMX,.04,Communication
2017 OCT,2017-10-15,WUNC,.42,RecreationCulture
2017 OCT,2017-10-15,WUND,.06,Education
2017 OCT,2017-10-15,WUNE,.4,RestaurantsHotels
2017 OCT,2017-10-15,WUNG,.09,Misc
2017 SEP,2017-09-15,WUMA,.31,Food
2017 SEP,2017-09-15,WUMB,.18,AlcoholTobacco
2017 SEP,2017-09-15,WUMC,.25,ClothingFootwear
2017 SEP,2017-09-15,WUMD,.25,HousingHouseService
2017 SEP,2017-09-15,WUMP,.24,FurnitureHousehold
2017 SEP,2017-09-15,WUMQ,.06,Health
2017 SEP,2017-09-15,WUMW,.66,Transport
2017 SEP,2017-09-15,WUMX,.05,Communication
2017 SEP,2017-09-15,WUNC,.37,RecreationCulture
2017 SEP,2017-09-15,WUND,.07,Education
2017 SEP,2017-09-15,WUNE,.39,RestaurantsHotels
2017 SEP,2017-09-15,WUNG,.14,Misc
2018 APR,2018-04-15,WUMA,.27,Food
2018 APR,2018-04-15,WUMB,.17,AlcoholTobacco
2018 APR,2018-04-15,WUMC,.13,ClothingFootwear
2018 APR,2018-04-15,WUMD,.25,HousingHouseService
2018 APR,2018-04-15,WUMP,.16,FurnitureHousehold
2018 APR,2018-04-15,WUMQ,.07,Health
2018 APR,2018-04-15,WUMW,.39,Transport
2018 APR,2018-04-15,WUMX,.03,Communication
2018 APR,2018-04-15,WUNC,.51,RecreationCulture
2018 APR,2018-04-15,WUND,.06,Education
2018 APR,2018-04-15,WUNE,.34,RestaurantsHotels
2018 APR,2018-04-15,WUNG,0,Misc
2018 AUG,2018-08-15,WUMA,.25,Food
2018 AUG,2018-08-15,WUMB,.17,AlcoholTobacco
2018 AUG,2018-08-15,WUMC,.03,ClothingFootwear
2018 AUG,2018-08-15,WUMD,.29,HousingHouseService
2018 AUG,2018-08-15,WUMP,.04,FurnitureHousehold
2018 AUG,2018-08-15,WUMQ,.06,Health
2018 AUG,2018-08-15,WUMW,.97,Transport
2018 AUG,2018-08-15,WUMX,.01,Communication
2018 AUG,2018-08-15,WUNC,.53,RecreationCulture
2018 AUG,2018-08-15,WUND,.06,Education
2018 AUG,2018-08-15,WUNE,.31,RestaurantsHotels
2018 AUG,2018-08-15,WUNG,-.07,Misc
2018 DEC,2018-12-15,WUMA,.08,Food
2018 DEC,2018-12-15,WUMB,.17,AlcoholTobacco
2018 DEC,2018-12-15,WUMC,-.06,ClothingFootwear
2018 DEC,2018-12-15,WUMD,.37,HousingHouseService
2018 DEC,2018-12-15,WUMP,.02,FurnitureHousehold
2018 DEC,2018-12-15,WUMQ,.06,Health
2018 DEC,2018-12-15,WUMW,.53,Transport
2018 DEC,2018-12-15,WUMX,.07,Communication
2018 DEC,2018-12-15,WUNC,.42,RecreationCulture
2018 DEC,2018-12-15,WUND,.07,Education
2018 DEC,2018-12-15,WUNE,.37,RestaurantsHotels
2018 DEC,2018-12-15,WUNG,.01,Misc
2018 FEB,2018-02-15,WUMA,.31,Food
2018 FEB,2018-02-15,WUMB,.24,AlcoholTobacco
2018 FEB,2018-02-15,WUMC,.29,ClothingFootwear
2018 FEB,2018-02-15,WUMD,.26,HousingHouseService
2018 FEB,2018-02-15,WUMP,.21,FurnitureHousehold
2018 FEB,2018-02-15,WUMQ,.07,Health
2018 FEB,2018-02-15,WUMW,.45,Transport
2018 FEB,2018-02-15,WUMX,-.01,Communication
2018 FEB,2018-02-15,WUNC,.44,RecreationCulture
2018 FEB,2018-02-15,WUND,.06,Education
2018 FEB,2018-02-15,WUNE,.31,RestaurantsHotels
2018 FEB,2018-02-15,WUNG,.08,Misc
2018 JAN,2018-01-15,WUMA,.38,Food
2018 JAN,2018-01-15,WUMB,.24,AlcoholTobacco
2018 JAN,2018-01-15,WUMC,.26,ClothingFootwear
2018 JAN,2018-01-15,WUMD,.26,HousingHouseService
2018 JAN,2018-01-15,WUMP,.19,FurnitureHousehold
2018 JAN,2018-01-15,WUMQ,.08,Health
2018 JAN,2018-01-15,WUMW,.5600000000000001,Transport
2018 JAN,2018-01-15,WUMX,.03,Communication
2018 JAN,2018-01-15,WUNC,.48,RecreationCulture
2018 JAN,2018-01-15,WUND,.06,Education
2018 JAN,2018-01-15,WUNE,.39,RestaurantsHotels
2018 JAN,2018-01-15,WUNG,.07,Misc
2018 JUL,2018-07-15,WUMA,.23,Food
2018 JUL,2018-07-15,WUMB,.15,AlcoholTobacco
2018 JUL,2018-07-15,WUMC,-.01,ClothingFootwear
2018 JUL,2018-07-15,WUMD,.29,HousingHouseService
2018 JUL,2018-07-15,WUMP,.08,FurnitureHousehold
2018 JUL,2018-07-15,WUMQ,.06,Health
2018 JUL,2018-07-15,WUMW,.91,Transport
2018 JUL,2018-07-15,WUMX,.04,Communication
2018 JUL,2018-07-15,WUNC,.46,RecreationCulture
2018 JUL,2018-07-15,WUND,.06,Education
2018 JUL,2018-07-15,WUNE,.3,RestaurantsHotels
2018 JUL,2018-07-15,WUNG,-.1,Misc
2018 JUN,2018-06-15,WUMA,.21,Food
2018 JUN,2018-06-15,WUMB,.17,AlcoholTobacco
2018 JUN,2018-06-15,WUMC,.04,ClothingFootwear
2018 JUN,2018-06-15,WUMD,.27,HousingHouseService
2018 JUN,2018-06-15,WUMP,.12,FurnitureHousehold
2018 JUN,2018-06-15,WUMQ,.06,Health
2018 JUN,2018-06-15,WUMW,.86,Transport
2018 JUN,2018-06-15,WUMX,.02,Communication
2018 JUN,2018-06-15,WUNC,.36,RecreationCulture
2018 JUN,2018-06-15,WUND,.06,Education
2018 JUN,2018-06-15,WUNE,.32,RestaurantsHotels
2018 JUN,2018-06-15,WUNG,-.02,Misc
2018 MAR,2018-03-15,WUMA,.31,Food
2018 MAR,2018-03-15,WUMB,.15,AlcoholTobacco
2018 MAR,2018-03-15,WUMC,.19,ClothingFootwear
2018 MAR,2018-03-15,WUMD,.25,HousingHouseService
2018 MAR,2018-03-15,WUMP,.16,FurnitureHousehold
2018 MAR,2018-03-15,WUMQ,.07,Health
2018 MAR,2018-03-15,WUMW,.48,Transport
2018 MAR,2018-03-15,WUMX,-.01,Communication
2018 MAR,2018-03-15,WUNC,.48,RecreationCulture
2018 MAR,2018-03-15,WUND,.06,Education
2018 MAR,2018-03-15,WUNE,.32,RestaurantsHotels
2018 MAR,2018-03-15,WUNG,-.01,Misc
2018 MAY,2018-05-15,WUMA,.23,Food
2018 MAY,2018-05-15,WUMB,.17,AlcoholTobacco
2018 MAY,2018-05-15,WUMC,.11,ClothingFootwear
2018 MAY,2018-05-15,WUMD,.19,HousingHouseService
2018 MAY,2018-05-15,WUMP,.13,FurnitureHousehold
2018 MAY,2018-05-15,WUMQ,.06,Health
2018 MAY,2018-05-15,WUMW,.75,Transport
2018 MAY,2018-05-15,WUMX,.02,Communication
2018 MAY,2018-05-15,WUNC,.39,RecreationCulture
2018 MAY,2018-05-15,WUND,.06,Education
2018 MAY,2018-05-15,WUNE,.32,RestaurantsHotels
2018 MAY,2018-05-15,WUNG,0,Misc
2018 NOV,2018-11-15,WUMA,.05,Food
2018 NOV,2018-11-15,WUMB,.24,AlcoholTobacco
2018 NOV,2018-11-15,WUMC,-.06,ClothingFootwear
2018 NOV,2018-11-15,WUMD,.38,HousingHouseService
2018 NOV,2018-11-15,WUMP,.04,FurnitureHousehold
2018 NOV,2018-11-15,WUMQ,.06,Health
2018 NOV,2018-11-15,WUMW,.76,Transport
2018 NOV,2018-11-15,WUMX,.04,Communication
2018 NOV,2018-11-15,WUNC,.38,RecreationCulture
2018 NOV,2018-11-15,WUND,.07,Education
2018 NOV,2018-11-15,WUNE,.32,RestaurantsHotels
2018 NOV,2018-11-15,WUNG,.03,Misc
2018 OCT,2018-10-15,WUMA,.09,Food
2018 OCT,2018-10-15,WUMB,.16,AlcoholTobacco
2018 OCT,2018-10-15,WUMC,-.07,ClothingFootwear
2018 OCT,2018-10-15,WUMD,.39,HousingHouseService
2018 OCT,2018-10-15,WUMP,.04,FurnitureHousehold
2018 OCT,2018-10-15,WUMQ,.06,Health
2018 OCT,2018-10-15,WUMW,.84,Transport
2018 OCT,2018-10-15,WUMX,.05,Communication
2018 OCT,2018-10-15,WUNC,.48,RecreationCulture
2018 OCT,2018-10-15,WUND,.07,Education
2018 OCT,2018-10-15,WUNE,.29,RestaurantsHotels
2018 OCT,2018-10-15,WUNG,0,Misc
2018 SEP,2018-09-15,WUMA,.16,Food
2018 SEP,2018-09-15,WUMB,.17,AlcoholTobacco
2018 SEP,2018-09-15,WUMC,-.03,ClothingFootwear
2018 SEP,2018-09-15,WUMD,.35,HousingHouseService
2018 SEP,2018-09-15,WUMP,.03,FurnitureHousehold
2018 SEP,2018-09-15,WUMQ,.07,Health
2018 SEP,2018-09-15,WUMW,.88,Transport
2018 SEP,2018-09-15,WUMX,.02,Communication
2018 SEP,2018-09-15,WUNC,.45,RecreationCulture
2018 SEP,2018-09-15,WUND,.06,Education
2018 SEP,2018-09-15,WUNE,.3,RestaurantsHotels
2018 SEP,2018-09-15,WUNG,-.03,Misc
2019 APR,2019-04-15,WUMA,.07,Food
2019 APR,2019-04-15,WUMB,.16,AlcoholTobacco
2019 APR,2019-04-15,WUMC,-.13,ClothingFootwear
2019 APR,2019-04-15,WUMD,.44,HousingHouseService
2019 APR,2019-04-15,WUMP,.01,FurnitureHousehold
2019 APR,2019-04-15,WUMQ,.06,Health
2019 APR,2019-04-15,WUMW,.72,Transport
2019 APR,2019-04-15,WUMX,.11,Communication
2019 APR,2019-04-15,WUNC,.23,RecreationCulture
2019 APR,2019-04-15,WUND,.07,Education
2019 APR,2019-04-15,WUNE,.29,RestaurantsHotels
2019 APR,2019-04-15,WUNG,.09,Misc
2019 AUG,2019-08-15,WUMA,.18,Food
2019 AUG,2019-08-15,WUMB,.13,AlcoholTobacco
2019 AUG,2019-08-15,WUMC,-.05,ClothingFootwear
2019 AUG,2019-08-15,WUMD,.31,HousingHouseService
2019 AUG,2019-08-15,WUMP,.05,FurnitureHousehold
2019 AUG,2019-08-15,WUMQ,.07,Health
2019 AUG,2019-08-15,WUMW,.22,Transport
2019 AUG,2019-08-15,WUMX,.09,Communication
2019 AUG,2019-08-15,WUNC,.18,RecreationCulture
2019 AUG,2019-08-15,WUND,.07,Education
2019 AUG,2019-08-15,WUNE,.33,RestaurantsHotels
2019 AUG,2019-08-15,WUNG,.17,Misc
2019 DEC,2019-12-15,WUMA,.17,Food
2019 DEC,2019-12-15,WUMB,.06,AlcoholTobacco
2019 DEC,2019-12-15,WUMC,-.06,ClothingFootwear
2019 DEC,2019-12-15,WUMD,.05,HousingHouseService
2019 DEC,2019-12-15,WUMP,.1,FurnitureHousehold
2019 DEC,2019-12-15,WUMQ,.08,Health
2019 DEC,2019-12-15,WUMW,.11,Transport
2019 DEC,2019-12-15,WUMX,.1,Communication
2019 DEC,2019-12-15,WUNC,.23,RecreationCulture
2019 DEC,2019-12-15,WUND,.06,Education
2019 DEC,2019-12-15,WUNE,.2,RestaurantsHotels
2019 DEC,2019-12-15,WUNG,.2,Misc
2019 FEB,2019-02-15,WUMA,.12,Food
2019 FEB,2019-02-15,WUMB,.21,AlcoholTobacco
2019 FEB,2019-02-15,WUMC,-.14,ClothingFootwear
2019 FEB,2019-02-15,WUMD,.16,HousingHouseService
2019 FEB,2019-02-15,WUMP,.02,FurnitureHousehold
2019 FEB,2019-02-15,WUMQ,.06,Health
2019 FEB,2019-02-15,WUMW,.48,Transport
2019 FEB,2019-02-15,WUMX,.09,Communication
2019 FEB,2019-02-15,WUNC,.47,RecreationCulture
2019 FEB,2019-02-15,WUND,.07,Education
2019 FEB,2019-02-15,WUNE,.32,RestaurantsHotels
2019 FEB,2019-02-15,WUNG,.02,Misc
2019 JAN,2019-01-15,WUMA,.09,Food
2019 JAN,2019-01-15,WUMB,.17,AlcoholTobacco
2019 JAN,2019-01-15,WUMC,-.09,ClothingFootwear
2019 JAN,2019-01-15,WUMD,.15,HousingHouseService
2019 JAN,2019-01-15,WUMP,.05,FurnitureHousehold
2019 JAN,2019-01-15,WUMQ,.06,Health
2019 JAN,2019-01-15,WUMW,.5,Transport
2019 JAN,2019-01-15,WUMX,.07,Communication
2019 JAN,2019-01-15,WUNC,.43,RecreationCulture
2019 JAN,2019-01-15,WUND,.07,Education
2019 JAN,2019-01-15,WUNE,.31,RestaurantsHotels
2019 JAN,2019-01-15,WUNG,.02,Misc
2019 JUL,2019-07-15,WUMA,.14,Food
2019 JUL,2019-07-15,WUMB,.15,AlcoholTobacco
2019 JUL,2019-07-15,WUMC,.03,ClothingFootwear
2019 JUL,2019-07-15,WUMD,.32,HousingHouseService
2019 JUL,2019-07-15,WUMP,.06,FurnitureHousehold
2019 JUL,2019-07-15,WUMQ,.07,Health
2019 JUL,2019-07-15,WUMW,.23,Transport
2019 JUL,2019-07-15,WUMX,.09,Communication
2019 JUL,2019-07-15,WUNC,.37,RecreationCulture
2019 JUL,2019-07-15,WUND,.07,Education
2019 JUL,2019-07-15,WUNE,.37,RestaurantsHotels
2019 JUL,2019-07-15,WUNG,.16,Misc
2019 JUN,2019-06-15,WUMA,.16,Food
2019 JUN,2019-06-15,WUMB,.15,AlcoholTobacco
2019 JUN,2019-06-15,WUMC,-.03,ClothingFootwear
2019 JUN,2019-06-15,WUMD,.38,HousingHouseService
2019 JUN,2019-06-15,WUMP,.06,FurnitureHousehold
2019 JUN,2019-06-15,WUMQ,.07,Health
2019 JUN,2019-06-15,WUMW,.37,Transport
2019 JUN,2019-06-15,WUMX,.1,Communication
2019 JUN,2019-06-15,WUNC,.27,RecreationCulture
2019 JUN,2019-06-15,WUND,.07,Education
2019 JUN,2019-06-15,WUNE,.3,RestaurantsHotels
2019 JUN,2019-06-15,WUNG,.1,Misc
2019 MAR,2019-03-15,WUMA,.08,Food
2019 MAR,2019-03-15,WUMB,.21,AlcoholTobacco
2019 MAR,2019-03-15,WUMC,-.11,ClothingFootwear
2019 MAR,2019-03-15,WUMD,.16,HousingHouseService
2019 MAR,2019-03-15,WUMP,.04,FurnitureHousehold
2019 MAR,2019-03-15,WUMQ,.07,Health
2019 MAR,2019-03-15,WUMW,.52,Transport
2019 MAR,2019-03-15,WUMX,.09,Communication
2019 MAR,2019-03-15,WUNC,.41,RecreationCulture
2019 MAR,2019-03-15,WUND,.07,Education
2019 MAR,2019-03-15,WUNE,.33,RestaurantsHotels
2019 MAR,2019-03-15,WUNG,.05,Misc
2019 MAY,2019-05-15,WUMA,.1,Food
2019 MAY,2019-05-15,WUMB,.13,AlcoholTobacco
2019 MAY,2019-05-15,WUMC,-.11,ClothingFootwear
2019 MAY,2019-05-15,WUMD,.45,HousingHouseService
2019 MAY,2019-05-15,WUMP,.04,FurnitureHousehold
2019 MAY,2019-05-15,WUMQ,.07,Health
2019 MAY,2019-05-15,WUMW,.43,Transport
2019 MAY,2019-05-15,WUMX,.12,Communication
2019 MAY,2019-05-15,WUNC,.28,RecreationCulture
2019 MAY,2019-05-15,WUND,.07,Education
2019 MAY,2019-05-15,WUNE,.34,RestaurantsHotels
2019 MAY,2019-05-15,WUNG,.11,Misc
2019 NOV,2019-11-15,WUMA,.21,Food
2019 NOV,2019-11-15,WUMB,.08,AlcoholTobacco
2019 NOV,2019-11-15,WUMC,0,ClothingFootwear
2019 NOV,2019-11-15,WUMD,.04,HousingHouseService
2019 NOV,2019-11-15,WUMP,.07,FurnitureHousehold
2019 NOV,2019-11-15,WUMQ,.08,Health
2019 NOV,2019-11-15,WUMW,.14,Transport
2019 NOV,2019-11-15,WUMX,.08,Communication
2019 NOV,2019-11-15,WUNC,.24,RecreationCulture
2019 NOV,2019-11-15,WUND,.06,Education
2019 NOV,2019-11-15,WUNE,.29,RestaurantsHotels
2019 NOV,2019-11-15,WUNG,.18,Misc
2019 OCT,2019-10-15,WUMA,.13,Food
2019 OCT,2019-10-15,WUMB,.14,AlcoholTobacco
2019 OCT,2019-10-15,WUMC,.03,ClothingFootwear
2019 OCT,2019-10-15,WUMD,.03,HousingHouseService
2019 OCT,2019-10-15,WUMP,.06,FurnitureHousehold
2019 OCT,2019-10-15,WUMQ,.07,Health
2019 OCT,2019-10-15,WUMW,.12,Transport
2019 OCT,2019-10-15,WUMX,.08,Communication
2019 OCT,2019-10-15,WUNC,.18,RecreationCulture
2019 OCT,2019-10-15,WUND,.06,Education
2019 OCT,2019-10-15,WUNE,.38,RestaurantsHotels
2019 OCT,2019-10-15,WUNG,.18,Misc
2019 SEP,2019-09-15,WUMA,.18,Food
2019 SEP,2019-09-15,WUMB,.12,AlcoholTobacco
2019 SEP,2019-09-15,WUMC,-.07,ClothingFootwear
2019 SEP,2019-09-15,WUMD,.26,HousingHouseService
2019 SEP,2019-09-15,WUMP,.12,FurnitureHousehold
2019 SEP,2019-09-15,WUMQ,.07,Health
2019 SEP,2019-09-15,WUMW,.1,Transport
2019 SEP,2019-09-15,WUMX,.1,Communication
2019 SEP,2019-09-15,WUNC,.22,RecreationCulture
2019 SEP,2019-09-15,WUND,.07,Education
2019 SEP,2019-09-15,WUNE,.39,RestaurantsHotels
2019 SEP,2019-09-15,WUNG,.16,Misc
2020 APR,2020-04-15,WUMA,.13,Food
2020 APR,2020-04-15,WUMB,.1,AlcoholTobacco
2020 APR,2020-04-15,WUMC,-.18,ClothingFootwear
2020 APR,2020-04-15,WUMD,-.15,HousingHouseService
2020 APR,2020-04-15,WUMP,-.01,FurnitureHousehold
2020 APR,2020-04-15,WUMQ,.06,Health
2020 APR,2020-04-15,WUMW,-.16,Transport
2020 APR,2020-04-15,WUMX,.1,Communication
2020 APR,2020-04-15,WUNC,.4,RecreationCulture
2020 APR,2020-04-15,WUND,.06,Education
2020 APR,2020-04-15,WUNE,.29,RestaurantsHotels
2020 APR,2020-04-15,WUNG,.12,Misc
2020 AUG,2020-08-15,WUMA,.04,Food
2020 AUG,2020-08-15,WUMB,.08,AlcoholTobacco
2020 AUG,2020-08-15,WUMC,-.07,ClothingFootwear
2020 AUG,2020-08-15,WUMD,-.11,HousingHouseService
2020 AUG,2020-08-15,WUMP,.04,FurnitureHousehold
2020 AUG,2020-08-15,WUMQ,.07,Health
2020 AUG,2020-08-15,WUMW,-.16,Transport
2020 AUG,2020-08-15,WUMX,.09,Communication
2020 AUG,2020-08-15,WUNC,.45,RecreationCulture
2020 AUG,2020-08-15,WUND,.06,Education
2020 AUG,2020-08-15,WUNE,-.34,RestaurantsHotels
2020 AUG,2020-08-15,WUNG,.09,Misc
2020 DEC,2020-12-15,WUMA,-.14,Food
2020 DEC,2020-12-15,WUMB,.14,AlcoholTobacco
2020 DEC,2020-12-15,WUMC,-.12,ClothingFootwear
2020 DEC,2020-12-15,WUMD,-.17,HousingHouseService
2020 DEC,2020-12-15,WUMP,-.04,FurnitureHousehold
2020 DEC,2020-12-15,WUMQ,.03,Health
2020 DEC,2020-12-15,WUMW,.28,Transport
2020 DEC,2020-12-15,WUMX,.06,Communication
2020 DEC,2020-12-15,WUNC,.44,RecreationCulture
2020 DEC,2020-12-15,WUND,.06,Education
2020 DEC,2020-12-15,WUNE,.01,RestaurantsHotels
2020 DEC,2020-12-15,WUNG,.05,Misc
2020 FEB,2020-02-15,WUMA,.12,Food
2020 FEB,2020-02-15,WUMB,.03,AlcoholTobacco
2020 FEB,2020-02-15,WUMC,.02,ClothingFootwear
2020 FEB,2020-02-15,WUMD,.24,HousingHouseService
2020 FEB,2020-02-15,WUMP,.02,FurnitureHousehold
2020 FEB,2020-02-15,WUMQ,.08,Health
2020 FEB,2020-02-15,WUMW,.28,Transport
2020 FEB,2020-02-15,WUMX,.11,Communication
2020 FEB,2020-02-15,WUNC,.23,RecreationCulture
2020 FEB,2020-02-15,WUND,.06,Education
2020 FEB,2020-02-15,WUNE,.3,RestaurantsHotels
2020 FEB,2020-02-15,WUNG,.23,Misc
2020 JAN,2020-01-15,WUMA,.14,Food
2020 JAN,2020-01-15,WUMB,.06,AlcoholTobacco
2020 JAN,2020-01-15,WUMC,.03,ClothingFootwear
2020 JAN,2020-01-15,WUMD,.26,HousingHouseService
2020 JAN,2020-01-15,WUMP,.03,FurnitureHousehold
2020 JAN,2020-01-15,WUMQ,.08,Health
2020 JAN,2020-01-15,WUMW,.28,Transport
2020 JAN,2020-01-15,WUMX,.1,Communication
2020 JAN,2020-01-15,WUNC,.24,RecreationCulture
2020 JAN,2020-01-15,WUND,.06,Education
2020 JAN,2020-01-15,WUNE,.26,RestaurantsHotels
2020 JAN,2020-01-15,WUNG,.23,Misc
2020 JUL,2020-07-15,WUMA,.08,Food
2020 JUL,2020-07-15,WUMB,.1,AlcoholTobacco
2020 JUL,2020-07-15,WUMC,.02,ClothingFootwear
2020 JUL,2020-07-15,WUMD,-.11,HousingHouseService
2020 JUL,2020-07-15,WUMP,.06,FurnitureHousehold
2020 JUL,2020-07-15,WUMQ,.09,Health
2020 JUL,2020-07-15,WUMW,-.12,Transport
2020 JUL,2020-07-15,WUMX,.1,Communication
2020 JUL,2020-07-15,WUNC,.43,RecreationCulture
2020 JUL,2020-07-15,WUND,.06,Education
2020 JUL,2020-07-15,WUNE,.21,RestaurantsHotels
2020 JUL,2020-07-15,WUNG,.13,Misc
2020 JUN,2020-06-15,WUMA,.11,Food
2020 JUN,2020-06-15,WUMB,.08,AlcoholTobacco
2020 JUN,2020-06-15,WUMC,-.13,ClothingFootwear
2020 JUN,2020-06-15,WUMD,-.15,HousingHouseService
2020 JUN,2020-06-15,WUMP,-.03,FurnitureHousehold
2020 JUN,2020-06-15,WUMQ,.06,Health
2020 JUN,2020-06-15,WUMW,-.24,Transport
2020 JUN,2020-06-15,WUMX,.09,Communication
2020 JUN,2020-06-15,WUNC,.42,RecreationCulture
2020 JUN,2020-06-15,WUND,.06,Education
2020 JUN,2020-06-15,WUNE,.21,RestaurantsHotels
2020 JUN,2020-06-15,WUNG,.13,Misc
2020 MAR,2020-03-15,WUMA,.13,Food
2020 MAR,2020-03-15,WUMB,.06,AlcoholTobacco
2020 MAR,2020-03-15,WUMC,-.07,ClothingFootwear
2020 MAR,2020-03-15,WUMD,.22,HousingHouseService
2020 MAR,2020-03-15,WUMP,.01,FurnitureHousehold
2020 MAR,2020-03-15,WUMQ,.09,Health
2020 MAR,2020-03-15,WUMW,.21,Transport
2020 MAR,2020-03-15,WUMX,.12,Communication
2020 MAR,2020-03-15,WUNC,.21,RecreationCulture
2020 MAR,2020-03-15,WUND,.06,Education
2020 MAR,2020-03-15,WUNE,.26,RestaurantsHotels
2020 MAR,2020-03-15,WUNG,.24,Misc
2020 MAY,2020-05-15,WUMA,.18,Food
2020 MAY,2020-05-15,WUMB,.1,AlcoholTobacco
2020 MAY,2020-05-15,WUMC,-.2,ClothingFootwear
2020 MAY,2020-05-15,WUMD,-.16,HousingHouseService
2020 MAY,2020-05-15,WUMP,-.03,FurnitureHousehold
2020 MAY,2020-05-15,WUMQ,.02,Health
2020 MAY,2020-05-15,WUMW,-.25,Transport
2020 MAY,2020-05-15,WUMX,.09,Communication
2020 MAY,2020-05-15,WUNC,.31,RecreationCulture
2020 MAY,2020-05-15,WUND,.06,Education
2020 MAY,2020-05-15,WUNE,.24,RestaurantsHotels
2020 MAY,2020-05-15,WUNG,.11,Misc
2020 NOV,2020-11-15,WUMA,-.06,Food
2020 NOV,2020-11-15,WUMB,.08,AlcoholTobacco
2020 NOV,2020-11-15,WUMC,-.25,ClothingFootwear
2020 NOV,2020-11-15,WUMD,-.18,HousingHouseService
2020 NOV,2020-11-15,WUMP,-.01,FurnitureHousehold
2020 NOV,2020-11-15,WUMQ,.05,Health
2020 NOV,2020-11-15,WUMW,.15,Transport
2020 NOV,2020-11-15,WUMX,.08,Communication
2020 NOV,2020-11-15,WUNC,.32,RecreationCulture
2020 NOV,2020-11-15,WUND,.06,Education
2020 NOV,2020-11-15,WUNE,.04,RestaurantsHotels
2020 NOV,2020-11-15,WUNG,.04,Misc
2020 OCT,2020-10-15,WUMA,.06,Food
2020 OCT,2020-10-15,WUMB,.08,AlcoholTobacco
2020 OCT,2020-10-15,WUMC,-.01,ClothingFootwear
2020 OCT,2020-10-15,WUMD,-.17,HousingHouseService
