date,label,month,quarter,sourceDataset,updateDate,value,year
2001 Q2,2001 Q2,,Q2,UNEM,2016-03-16T09:30:00.000Z,59,2001
2001 Q3,2001 Q3,,Q3,UNEM,2016-03-16T09:30:00.000Z,63,2001
2001 Q4,2001 Q4,,Q4,UNEM,2016-03-16T09:30:00.000Z,53,2001
2002 Q1,2002 Q1,,Q1,UNEM,2022-04-11T23:00:00.000Z,55,2002
2002 Q2,2002 Q2,,Q2,UNEM,2016-03-16T09:30:00.000Z,55,2002
2002 Q3,2002 Q3,,Q3,UNEM,2016-03-16T09:30:00.000Z,53,2002
2002 Q4,2002 Q4,,Q4,UNEM,2016-03-16T09:30:00.000Z,54,2002
2003 Q1,2003 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,51,2003
2003 Q2,2003 Q2,,Q2,UNEM,2023-04-17T23:00:00.000Z,59,2003
2003 Q3,2003 Q3,,Q3,UNEM,2016-03-16T09:30:00.000Z,55,2003
2003 Q4,2003 Q4,,Q4,UNEM,2016-03-16T09:30:00.000Z,54,2003
2004 Q1,2004 Q1,,Q1,UNEM,2016-03-16T09:30:00.000Z,58,2004
2004 Q2,2004 Q2,,Q2,UNEM,2016-03-16T09:30:00.000Z,53,2004
2004 Q3,2004 Q3,,Q3,UNEM,2016-03-16T09:30:00.000Z,58,2004
2004 Q4,2004 Q4,,Q4,UNEM,2016-03-16T09:30:00.000Z,57,2004
2005 Q1,2005 Q1,,Q1,UNEM,2022-04-11T23:00:00.000Z,51,2005
2005 Q2,2005 Q2,,Q2,UNEM,2023-04-17T23:00:00.000Z,55,2005
2005 Q3,2005 Q3,,Q3,UNEM,2023-04-17T23:00:00.000Z,56,2005
2005 Q4,2005 Q4,,Q4,UNEM,2023-04-17T23:00:00.000Z,55,2005
2006 Q1,2006 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,50,2006
2006 Q2,2006 Q2,,Q2,UNEM,2016-03-16T09:30:00.000Z,46,2006
2006 Q3,2006 Q3,,Q3,UNEM,2016-03-16T09:30:00.000Z,51,2006
2006 Q4,2006 Q4,,Q4,UNEM,2016-03-16T09:30:00.000Z,52,2006
2007 Q1,2007 Q1,,Q1,UNEM,2022-04-11T23:00:00.000Z,55,2007
2007 Q2,2007 Q2,,Q2,UNEM,2016-03-16T09:30:00.000Z,55,2007
2007 Q3,2007 Q3,,Q3,UNEM,2016-03-16T09:30:00.000Z,55,2007
2007 Q4,2007 Q4,,Q4,UNEM,2023-04-17T23:00:00.000Z,59,2007
2008 Q1,2008 Q1,,Q1,UNEM,2022-04-11T23:00:00.000Z,68,2008
2008 Q2,2008 Q2,,Q2,UNEM,2021-04-19T23:00:00.000Z,62,2008
2008 Q3,2008 Q3,,Q3,UNEM,2018-04-16T23:00:00.000Z,58,2008
2008 Q4,2008 Q4,,Q4,UNEM,2016-03-16T09:30:00.000Z,48,2008
2009 Q1,2009 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,43,2009
2009 Q2,2009 Q2,,Q2,UNEM,2017-04-11T23:00:00.000Z,40,2009
2009 Q3,2009 Q3,,Q3,UNEM,2021-04-19T23:00:00.000Z,41,2009
2009 Q4,2009 Q4,,Q4,UNEM,2016-03-16T09:30:00.000Z,44,2009
2010 Q1,2010 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,45,2010
2010 Q2,2010 Q2,,Q2,UNEM,2017-04-11T23:00:00.000Z,47,2010
2010 Q3,2010 Q3,,Q3,UNEM,2020-04-20T23:00:00.000Z,45,2010
2010 Q4,2010 Q4,,Q4,UNEM,2017-04-11T23:00:00.000Z,43,2010
2011 Q1,2011 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,48,2011
2011 Q2,2011 Q2,,Q2,UNEM,2021-04-19T23:00:00.000Z,45,2011
2011 Q3,2011 Q3,,Q3,UNEM,2023-04-17T23:00:00.000Z,43,2011
2011 Q4,2011 Q4,,Q4,UNEM,2022-04-11T23:00:00.000Z,44,2011
2012 Q1,2012 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,48,2012
2012 Q2,2012 Q2,,Q2,UNEM,2023-04-17T23:00:00.000Z,46,2012
2012 Q3,2012 Q3,,Q3,UNEM,2023-04-17T23:00:00.000Z,50,2012
2012 Q4,2012 Q4,,Q4,UNEM,2022-04-11T23:00:00.000Z,53,2012
2013 Q1,2013 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,49,2013
2013 Q2,2013 Q2,,Q2,UNEM,2016-03-16T09:30:00.000Z,55,2013
2013 Q3,2013 Q3,,Q3,UNEM,2023-04-17T23:00:00.000Z,58,2013
2013 Q4,2013 Q4,,Q4,UNEM,2016-03-16T09:30:00.000Z,63,2013
2014 Q1,2014 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,64,2014
2014 Q2,2014 Q2,,Q2,UNEM,2023-04-17T23:00:00.000Z,73,2014
2014 Q3,2014 Q3,,Q3,UNEM,2023-04-17T23:00:00.000Z,77,2014
2014 Q4,2014 Q4,,Q4,UNEM,2018-04-16T23:00:00.000Z,77,2014
2015 Q1,2015 Q1,,Q1,UNEM,2022-04-11T23:00:00.000Z,78,2015
2015 Q2,2015 Q2,,Q2,UNEM,2016-03-16T09:30:00.000Z,80,2015
2015 Q3,2015 Q3,,Q3,UNEM,2018-04-16T23:00:00.000Z,84,2015
2015 Q4,2015 Q4,,Q4,UNEM,2023-04-17T23:00:00.000Z,83,2015
2016 Q1,2016 Q1,,Q1,UNEM,2022-04-11T23:00:00.000Z,83,2016
2016 Q2,2016 Q2,,Q2,UNEM,2016-08-16T23:00:00.000Z,81,2016
2016 Q3,2016 Q3,,Q3,UNEM,2021-04-19T23:00:00.000Z,77,2016
2016 Q4,2016 Q4,,Q4,UNEM,2021-04-19T23:00:00.000Z,84,2016
2017 Q1,2017 Q1,,Q1,UNEM,2022-04-11T23:00:00.000Z,93,2017
2017 Q2,2017 Q2,,Q2,UNEM,2021-04-19T23:00:00.000Z,91,2017
2017 Q3,2017 Q3,,Q3,UNEM,2023-04-17T23:00:00.000Z,91,2017
2017 Q4,2017 Q4,,Q4,UNEM,2023-04-17T23:00:00.000Z,93,2017
2018 Q1,2018 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,90,2018
2018 Q2,2018 Q2,,Q2,UNEM,2021-04-19T23:00:00.000Z,90,2018
2018 Q3,2018 Q3,,Q3,UNEM,2023-04-17T23:00:00.000Z,91,2018
2018 Q4,2018 Q4,,Q4,UNEM,2023-04-17T23:00:00.000Z,92,2018
2019 Q1,2019 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,94,2019
2019 Q2,2019 Q2,,Q2,UNEM,2021-04-19T23:00:00.000Z,91,2019
2019 Q3,2019 Q3,,Q3,UNEM,2023-04-17T23:00:00.000Z,95,2019
2019 Q4,2019 Q4,,Q4,UNEM,2023-04-17T23:00:00.000Z,87,2019
2020 Q1,2020 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,89,2020
2020 Q2,2020 Q2,,Q2,UNEM,2023-04-17T23:00:00.000Z,4,2020
2020 Q3,2020 Q3,,Q3,UNEM,2023-04-17T23:00:00.000Z,29,2020
2020 Q4,2020 Q4,,Q4,UNEM,2023-04-17T23:00:00.000Z,31,2020
2021 Q1,2021 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,36,2021
2021 Q2,2021 Q2,,Q2,UNEM,2023-04-17T23:00:00.000Z,109,2021
2021 Q3,2021 Q3,,Q3,UNEM,2023-04-17T23:00:00.000Z,147,2021
2021 Q4,2021 Q4,,Q4,UNEM,2023-04-17T23:00:00.000Z,169,2021
2022 Q1,2022 Q1,,Q1,UNEM,2023-04-17T23:00:00.000Z,165,2022
2022 Q2,2022 Q2,,Q2,UNEM,2023-07-10T23:00:00.000Z,175,2022
2022 Q3,2022 Q3,,Q3,UNEM,2023-11-14T00:00:00.000Z,159,2022
2022 Q4,2022 Q4,,Q4,UNEM,2024-01-16T00:00:00.000Z,147,2022
2023 Q1,2023 Q1,,Q1,UNEM,2023-07-10T23:00:00.000Z,143,2023
2023 Q2,2023 Q2,,Q2,UNEM,2023-11-14T00:00:00.000Z,126,2023
2023 Q3,2023 Q3,,Q3,UNEM,2023-11-14T00:00:00.000Z,119,2023
2023 Q4,2023 Q4,,Q4,UNEM,2024-02-13T00:00:00.000Z,111,2023
