date,label,month,quarter,sourceDataset,updateDate,value,year
1992 APR,1992 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,4860,1992
1992 MAY,1992 APR-JUN,May,,LMS,2016-05-18T08:30:00.000Z,4875,1992
1992 JUN,1992 MAY-JUL,June,,LMS,2016-05-18T08:30:00.000Z,4876,1992
1992 JUL,1992 JUN-AUG,July,,LMS,2016-05-18T08:30:00.000Z,4866,1992
1992 AUG,1992 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,4875,1992
1992 SEP,1992 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,4875,1992
1992 OCT,1992 SEP-NOV,October,,LMS,2016-05-18T08:30:00.000Z,4868,1992
1992 NOV,1992 OCT-DEC,November,,LMS,2016-05-18T08:30:00.000Z,4864,1992
1992 DEC,1992 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,4838,1992
1993 JAN,1992 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,4858,1993
1993 FEB,1993 JAN-MAR,February,,LMS,2016-05-18T08:30:00.000Z,4873,1993
1993 MAR,1993 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,4885,1993
1993 APR,1993 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,4914,1993
1993 MAY,1993 APR-JUN,May,,LMS,2016-05-18T08:30:00.000Z,4924,1993
1993 JUN,1993 MAY-JUL,June,,LMS,2016-05-18T08:30:00.000Z,4935,1993
1993 JUL,1993 JUN-AUG,July,,LMS,2016-05-18T08:30:00.000Z,4935,1993
1993 AUG,1993 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,4959,1993
1993 SEP,1993 AUG-OCT,September,,LMS,2016-05-18T08:30:00.000Z,4953,1993
1993 OCT,1993 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,4979,1993
1993 NOV,1993 OCT-DEC,November,,LMS,2016-05-18T08:30:00.000Z,4964,1993
1993 DEC,1993 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,4980,1993
1994 JAN,1993 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,4960,1994
1994 FEB,1994 JAN-MAR,February,,LMS,2016-05-18T08:30:00.000Z,4995,1994
1994 MAR,1994 FEB-APR,March,,LMS,2016-05-18T08:30:00.000Z,5005,1994
1994 APR,1994 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,5012,1994
1994 MAY,1994 APR-JUN,May,,LMS,2016-05-18T08:30:00.000Z,5017,1994
1994 JUN,1994 MAY-JUL,June,,LMS,2016-05-18T08:30:00.000Z,5033,1994
1994 JUL,1994 JUN-AUG,July,,LMS,2016-05-18T08:30:00.000Z,5037,1994
1994 AUG,1994 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,5038,1994
1994 SEP,1994 AUG-OCT,September,,LMS,2016-05-18T08:30:00.000Z,5035,1994
1994 OCT,1994 SEP-NOV,October,,LMS,2015-10-13T23:00:00.000Z,5012,1994
1994 NOV,1994 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,5001,1994
1994 DEC,1994 NOV-JAN,December,,LMS,2016-05-18T08:30:00.000Z,4992,1994
1995 JAN,1994 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,5011,1995
1995 FEB,1995 JAN-MAR,February,,LMS,2016-05-18T08:30:00.000Z,5002,1995
1995 MAR,1995 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,5013,1995
1995 APR,1995 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,5026,1995
1995 MAY,1995 APR-JUN,May,,LMS,2016-05-18T08:30:00.000Z,5045,1995
1995 JUN,1995 MAY-JUL,June,,LMS,2016-05-18T08:30:00.000Z,5060,1995
1995 JUL,1995 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,5110,1995
1995 AUG,1995 JUL-SEP,August,,LMS,2016-05-18T08:30:00.000Z,5112,1995
1995 SEP,1995 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,5128,1995
1995 OCT,1995 SEP-NOV,October,,LMS,2016-05-18T08:30:00.000Z,5150,1995
1995 NOV,1995 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,5186,1995
1995 DEC,1995 NOV-JAN,December,,LMS,2015-10-13T23:00:00.000Z,5213,1995
1996 JAN,1995 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,5206,1996
1996 FEB,1996 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,5246,1996
1996 MAR,1996 FEB-APR,March,,LMS,2016-05-18T08:30:00.000Z,5219,1996
1996 APR,1996 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,5208,1996
1996 MAY,1996 APR-JUN,May,,LMS,2016-05-18T08:30:00.000Z,5198,1996
1996 JUN,1996 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,5210,1996
1996 JUL,1996 JUN-AUG,July,,LMS,2015-10-13T23:00:00.000Z,5195,1996
1996 AUG,1996 JUL-SEP,August,,LMS,2015-10-13T23:00:00.000Z,5189,1996
1996 SEP,1996 AUG-OCT,September,,LMS,2015-10-13T23:00:00.000Z,5208,1996
1996 OCT,1996 SEP-NOV,October,,LMS,2016-05-18T08:30:00.000Z,5207,1996
1996 NOV,1996 OCT-DEC,November,,LMS,2015-10-13T23:00:00.000Z,5231,1996
1996 DEC,1996 NOV-JAN,December,,LMS,2016-05-18T08:30:00.000Z,5240,1996
1997 JAN,1996 DEC-FEB,January,,LMS,2015-10-13T23:00:00.000Z,5251,1997
1997 FEB,1997 JAN-MAR,February,,LMS,2015-10-13T23:00:00.000Z,5231,1997
1997 MAR,1997 FEB-APR,March,,LMS,2015-10-13T23:00:00.000Z,5251,1997
1997 APR,1997 MAR-MAY,April,,LMS,2015-10-13T23:00:00.000Z,5274,1997
1997 MAY,1997 APR-JUN,May,,LMS,2015-10-13T23:00:00.000Z,5300,1997
1997 JUN,1997 MAY-JUL,June,,LMS,2015-10-13T23:00:00.000Z,5294,1997
