date,label,month,quarter,sourceDataset,updateDate,value,year
1975 Q1,1975 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,52.1,1975
1975 Q2,1975 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 Q3,1975 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1975
1975 Q4,1975 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1975
1976 Q1,1976 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,64.7,1976
1976 Q2,1976 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 Q3,1976 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1976
1976 Q4,1976 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1976
1977 Q1,1977 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,73.6,1977
1977 Q2,1977 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 Q3,1977 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1977
1977 Q4,1977 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1977
1978 Q1,1978 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,79.5,1978
1978 Q2,1978 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1978
1978 Q3,1978 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1978
1978 Q4,1978 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1978
1979 Q1,1979 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,88.6,1979
1979 Q2,1979 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1979
1979 Q3,1979 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1979
1979 Q4,1979 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1979
1980 Q1,1980 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,98.2,1980
1980 Q2,1980 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1980
1980 Q3,1980 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1980
1980 Q4,1980 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1980
1981 Q1,1981 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,113.8,1981
1981 Q2,1981 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1981
1981 Q3,1981 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1981
1981 Q4,1981 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1981
1982 Q1,1982 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,125.2,1982
1982 Q2,1982 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1982
1982 Q3,1982 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1982
1982 Q4,1982 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1982
1983 Q1,1983 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,132.5,1983
1983 Q2,1983 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1983
1983 Q3,1983 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1983
1983 Q4,1983 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1983
1984 Q1,1984 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,143.6,1984
1984 Q2,1984 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1984
1984 Q3,1984 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1984
1984 Q4,1984 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1984
1985 Q1,1985 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,157.0,1985
1985 Q2,1985 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1985
1985 Q3,1985 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1985
1985 Q4,1985 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1985
1986 Q1,1986 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,162.5,1986
1986 Q2,1986 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1986
1986 Q3,1986 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1986
1986 Q4,1986 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1986
1987 Q1,1987 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,167.8,1987
1987 Q2,1987 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1987
1987 Q3,1987 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1987
1987 Q4,1987 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1987
1988 Q1,1988 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,167.4,1988
1988 Q2,1988 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1988
1988 Q3,1988 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1988
1988 Q4,1988 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1988
1989 Q1,1989 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,153.7,1989
1989 Q2,1989 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1989
1989 Q3,1989 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1989
1989 Q4,1989 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1989
1990 Q1,1990 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,151.9,1990
1990 Q2,1990 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1990
1990 Q3,1990 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1990
1990 Q4,1990 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1990
1991 Q1,1991 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,151.1,1991
1991 Q2,1991 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1991
1991 Q3,1991 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1991
1991 Q4,1991 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1991
1992 Q1,1992 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,165.8,1992
1992 Q2,1992 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,,1992
1992 Q3,1992 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,,1992
1992 Q4,1992 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,,1992
1993 Q1,1993 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,201.9,1993
1993 Q2,1993 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,216.1,1993
1993 Q3,1993 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,229.8,1993
1993 Q4,1993 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,234.9,1993
1994 Q1,1994 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,249.8,1994
1994 Q2,1994 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,262.9,1994
1994 Q3,1994 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,273.5,1994
1994 Q4,1994 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,278.4,1994
1995 Q1,1995 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,290.0,1995
1995 Q2,1995 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,301.4,1995
1995 Q3,1995 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,310.7,1995
1995 Q4,1995 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,313.6,1995
1996 Q1,1996 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,322.1,1996
1996 Q2,1996 Q2,,Q2,PUSF,2015-10-20T23:00:00.000Z,333.0,1996
1996 Q3,1996 Q3,,Q3,PUSF,2015-10-20T23:00:00.000Z,339.3,1996
1996 Q4,1996 Q4,,Q4,PUSF,2015-10-20T23:00:00.000Z,341.9,1996
1997 Q1,1997 Q1,,Q1,PUSF,2015-10-20T23:00:00.000Z,347.0,1997
1997 Q2,1997 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,364.4,1997
1997 Q3,1997 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,365.4,1997
1997 Q4,1997 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,365.0,1997
1998 Q1,1998 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,360.4,1998
1998 Q2,1998 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,367.3,1998
1998 Q3,1998 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,366.1,1998
1998 Q4,1998 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,364.3,1998
1999 Q1,1999 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,363.1,1999
1999 Q2,1999 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,367.4,1999
1999 Q3,1999 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,361.8,1999
1999 Q4,1999 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,368.3,1999
2000 Q1,2000 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,353.3,2000
2000 Q2,2000 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,341.8,2000
2000 Q3,2000 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,326.6,2000
2000 Q4,2000 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,333.3,2000
2001 Q1,2001 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,322.0,2001
2001 Q2,2001 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,330.3,2001
2001 Q3,2001 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,324.6,2001
2001 Q4,2001 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,335.5,2001
2002 Q1,2002 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,330.6,2002
2002 Q2,2002 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,339.1,2002
2002 Q3,2002 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,343.6,2002
2002 Q4,2002 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,368.7,2002
2003 Q1,2003 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,369.2,2003
2003 Q2,2003 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,375.5,2003
2003 Q3,2003 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,383.4,2003
2003 Q4,2003 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,404.6,2003
2004 Q1,2004 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,404.5,2004
2004 Q2,2004 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,430.2,2004
2004 Q3,2004 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,438.0,2004
2004 Q4,2004 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,463.8,2004
2005 Q1,2005 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,460.9,2005
2005 Q2,2005 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,473.3,2005
2005 Q3,2005 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,483.3,2005
2005 Q4,2005 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,503.5,2005
2006 Q1,2006 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,499.4,2006
2006 Q2,2006 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,520.0,2006
2006 Q3,2006 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,524.6,2006
2006 Q4,2006 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,539.0,2006
2007 Q1,2007 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,535.2,2007
2007 Q2,2007 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,551.2,2007
2007 Q3,2007 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,553.0,2007
2007 Q4,2007 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,574.7,2007
2008 Q1,2008 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,567.2,2008
2008 Q2,2008 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,600.1,2008
2008 Q3,2008 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,681.2,2008
2008 Q4,2008 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,749.9,2008
2009 Q1,2009 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,787.2,2009
2009 Q2,2009 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,849.7,2009
2009 Q3,2009 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,877.5,2009
2009 Q4,2009 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,958.6,2009
2010 Q1,2010 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,1027.9,2010
2010 Q2,2010 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,1068.1,2010
2010 Q3,2010 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,1106.9,2010
2010 Q4,2010 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,1152.5,2010
2011 Q1,2011 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,1168.7,2011
2011 Q2,2011 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,1202.9,2011
2011 Q3,2011 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,1219.1,2011
2011 Q4,2011 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,1250.6,2011
2012 Q1,2012 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,1261.2,2012
2012 Q2,2012 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,1290.1,2012
2012 Q3,2012 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,1308.9,2012
2012 Q4,2012 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,1354.3,2012
2013 Q1,2013 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,1366.2,2013
2013 Q2,2013 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,1397.7,2013
2013 Q3,2013 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,1415.4,2013
2013 Q4,2013 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,1452.6,2013
2014 Q1,2014 Q1,,Q1,PUSF,2022-09-20T23:00:00.000Z,1461.1,2014
2014 Q2,2014 Q2,,Q2,PUSF,2022-09-20T23:00:00.000Z,1497.9,2014
2014 Q3,2014 Q3,,Q3,PUSF,2022-09-20T23:00:00.000Z,1513.9,2014
2014 Q4,2014 Q4,,Q4,PUSF,2022-09-20T23:00:00.000Z,1550.8,2014
2015 Q1,2015 Q1,,Q1,PUSF,2023-03-21T00:00:00.000Z,1552.9,2015
2015 Q2,2015 Q2,,Q2,PUSF,2023-03-21T00:00:00.000Z,1584.6,2015
