dt,Lower48
2020-02-07T00:00:00,32.51859723698194
2020-02-14T00:00:00,37.41935483870969
2020-02-21T00:00:00,42.949967511371014
2020-02-28T00:00:00,50.43165467625899
2020-03-06T00:00:00,71.68067226890756
2020-03-13T00:00:00,77.95275590551181
2020-03-20T00:00:00,81.12014453477867
2020-03-27T00:00:00,75.75221238938053
2020-04-03T00:00:00,75.23809523809524
2020-04-10T00:00:00,68.1635926222935
2020-04-17T00:00:00,59.82076176250934
2020-04-24T00:00:00,51.162790697674424
2020-05-01T00:00:00,49.903038138332256
2020-05-08T00:00:00,46.521476104053235
2020-05-15T00:00:00,42.78379920136908
2020-05-22T00:00:00,39.903588644884834
2020-05-29T00:00:00,36.656596173212485
2020-06-05T00:00:00,34.43486590038314
2020-06-12T00:00:00,31.2755333635951
2020-06-19T00:00:00,30.89960886571057
2020-06-26T00:00:00,28.744769874476983
2020-07-03T00:00:00,26.79077296641037
2020-07-10T00:00:00,25.463876825898147
2020-07-17T00:00:00,25.145971195017513
2020-07-24T00:00:00,23.044798785117692
2020-07-31T00:00:00,21.755299367794724
2020-08-07T00:00:00,21.694667640613584
2020-08-14T00:00:00,20.6649982123704
2020-08-21T00:00:00,19.705985299264974
2020-08-28T00:00:00,17.47704862291737
2020-09-04T00:00:00,16.76051672739318
2020-09-11T00:00:00,16.46793425717048
2020-09-18T00:00:00,14.820592823712953
2020-09-25T00:00:00,13.23485076876696
2020-10-02T00:00:00,12.181551976573935
2020-10-09T00:00:00,10.173344700198928
2020-10-16T00:00:00,8.8740987243483
2020-10-23T00:00:00,7.036535859269288
2020-10-30T00:00:00,5.095199785465265
2020-11-06T00:00:00,5.225080385852099
2020-11-13T00:00:00,8.796041781198461
2020-11-20T00:00:00,9.141274238227147
2020-11-27T00:00:00,9.690893901420218
2020-12-04T00:00:00,9.380329732802739
2020-12-11T00:00:00,9.234828496042224
2020-12-18T00:00:00,9.969230769230775
2020-12-25T00:00:00,8.395989974937335
2021-01-01T00:00:00,5.781448538754774
2021-01-08T00:00:00,5.166173083251069
2021-01-15T00:00:00,2.103834407872407
2021-01-22T00:00:00,4.916241806263666
2021-01-29T00:00:00,3.0663089306247615
2021-02-05T00:00:00,0.9623095429029727
2021-02-12T00:00:00,-2.646180110968843
2021-02-19T00:00:00,-11.681818181818182
2021-02-26T00:00:00,-11.764705882352944
2021-03-05T00:00:00,-12.236906510034263
2021-03-12T00:00:00,-12.389380530973447
2021-03-19T00:00:00,-12.718204488778051
2021-03-26T00:00:00,-11.178247734138969
2021-04-02T00:00:00,-11.857707509881422
2021-04-09T00:00:00,-12.017167381974247
2021-04-16T00:00:00,-12.009345794392523
2021-04-23T00:00:00,-14.117647058823534
2021-04-30T00:00:00,-15.567054764984912
2021-05-07T00:00:00,-16.226259289843103
2021-05-14T00:00:00,-16.100679184978027
2021-05-21T00:00:00,-15.199081163859107
2021-05-28T00:00:00,-14.77523949889462
2021-06-04T00:00:00,-14.107588172426077
2021-06-11T00:00:00,-16.07883817427386
2021-06-18T00:00:00,-17.596281540504645
2021-06-25T00:00:00,-16.86707832304193
2021-07-02T00:00:00,-17.842323651452286
2021-07-09T00:00:00,-17.27501573316551
2021-07-16T00:00:00,-16.702954898911347
2021-07-23T00:00:00,-16.26041345263808
2021-07-30T00:00:00,-16.707391569945017
2021-08-06T00:00:00,-16.68667466986795
2021-08-13T00:00:00,-16.38518518518518
2021-08-20T00:00:00,-16.637426900584796
2021-08-27T00:00:00,-16.90303907380608
2021-09-03T00:00:00,-17.078014184397162
2021-09-10T00:00:00,-16.823464305478698
2021-09-17T00:00:00,-16.249999999999996
2021-09-24T00:00:00,-15.60170394036209
2021-10-01T00:00:00,-14.173844949099458
2021-10-08T00:00:00,-13.102914624709827
2021-10-15T00:00:00,-11.844116148751915
2021-10-22T00:00:00,-10.290771175726931
2021-10-29T00:00:00,-7.8591477417708555
2021-11-05T00:00:00,-7.868601986249047
2021-11-12T00:00:00,-7.933299646286008
2021-11-19T00:00:00,-8.04568527918782
2021-11-26T00:00:00,-9.520182787509523
2021-12-03T00:00:00,-8.91372141372141
2021-12-10T00:00:00,-8.293075684380035
2021-12-17T00:00:00,-5.931729155008392
2021-12-24T00:00:00,-6.76300578034682
2021-12-31T00:00:00,-4.054054054054057
2022-01-07T00:00:00,-5.632040050062582
2022-01-14T00:00:00,-6.613492854769021
2022-01-21T00:00:00,-10.06594932315168
2022-01-28T00:00:00,-13.611007809594645
2022-02-04T00:00:00,-16.560762509928516
2022-02-11T00:00:00,-16.220955721174924
2022-02-18T00:00:00,-8.28615542974781
2022-02-25T00:00:00,-10.94850948509485
2022-03-04T00:00:00,-15.281650864472951
2022-03-11T00:00:00,-19.191919191919194
2022-03-18T00:00:00,-20.62857142857143
2022-03-25T00:00:00,-19.784580498866212
2022-04-01T00:00:00,-22.53363228699552
2022-04-08T00:00:00,-24.28184281842819
2022-04-15T00:00:00,-22.995220392989914
2022-04-22T00:00:00,-21.496311907270815
2022-04-29T00:00:00,-19.969356486210422
2022-05-06T00:00:00,-19.024149827501237
2022-05-13T00:00:00,-17.52380952380952
2022-05-20T00:00:00,-17.87810383747178
2022-05-27T00:00:00,-17.81236489407696
2022-06-03T00:00:00,-16.922438822065534
2022-06-10T00:00:00,-13.679439637412438
2022-06-17T00:00:00,-12.61079774375503
2022-06-24T00:00:00,-12.001563721657549
2022-07-01T00:00:00,-10.217560217560218
2022-07-08T00:00:00,-9.889691898060093
2022-07-15T00:00:00,-10.34353995519044
2022-07-22T00:00:00,-10.980103168754606
