date,label,month,quarter,sourceDataset,updateDate,value,year
1997 JAN,1997 JAN,January,,MRET,2022-10-11T23:00:00.000Z,6752,1997
1997 FEB,1997 FEB,February,,MRET,2022-10-11T23:00:00.000Z,6763,1997
1997 MAR,1997 MAR,March,,MRET,2022-10-11T23:00:00.000Z,6755,1997
1997 APR,1997 APR,April,,MRET,2022-10-11T23:00:00.000Z,6778,1997
1997 MAY,1997 MAY,May,,MRET,2022-10-11T23:00:00.000Z,6889,1997
1997 JUN,1997 JUN,June,,MRET,2022-10-11T23:00:00.000Z,7115,1997
1997 JUL,1997 JUL,July,,MRET,2022-10-11T23:00:00.000Z,7362,1997
1997 AUG,1997 AUG,August,,MRET,2022-10-11T23:00:00.000Z,7500,1997
1997 SEP,1997 SEP,September,,MRET,2022-10-11T23:00:00.000Z,7446,1997
1997 OCT,1997 OCT,October,,MRET,2022-10-11T23:00:00.000Z,7292,1997
1997 NOV,1997 NOV,November,,MRET,2022-10-11T23:00:00.000Z,7180,1997
1997 DEC,1997 DEC,December,,MRET,2022-10-11T23:00:00.000Z,7206,1997
1998 JAN,1998 JAN,January,,MRET,2022-10-11T23:00:00.000Z,7441,1998
1998 FEB,1998 FEB,February,,MRET,2022-10-11T23:00:00.000Z,7480,1998
1998 MAR,1998 MAR,March,,MRET,2022-10-11T23:00:00.000Z,7532,1998
1998 APR,1998 APR,April,,MRET,2022-10-11T23:00:00.000Z,7593,1998
1998 MAY,1998 MAY,May,,MRET,2022-10-11T23:00:00.000Z,7665,1998
1998 JUN,1998 JUN,June,,MRET,2022-10-11T23:00:00.000Z,7741,1998
1998 JUL,1998 JUL,July,,MRET,2022-10-11T23:00:00.000Z,7793,1998
1998 AUG,1998 AUG,August,,MRET,2022-10-11T23:00:00.000Z,7796,1998
1998 SEP,1998 SEP,September,,MRET,2022-10-11T23:00:00.000Z,7741,1998
1998 OCT,1998 OCT,October,,MRET,2022-10-11T23:00:00.000Z,7679,1998
1998 NOV,1998 NOV,November,,MRET,2022-10-11T23:00:00.000Z,7680,1998
1998 DEC,1998 DEC,December,,MRET,2022-10-11T23:00:00.000Z,7808,1998
1999 JAN,1999 JAN,January,,MRET,2022-10-11T23:00:00.000Z,8049,1999
1999 FEB,1999 FEB,February,,MRET,2022-10-11T23:00:00.000Z,8252,1999
1999 MAR,1999 MAR,March,,MRET,2022-10-11T23:00:00.000Z,8411,1999
1999 APR,1999 APR,April,,MRET,2022-10-11T23:00:00.000Z,8490,1999
1999 MAY,1999 MAY,May,,MRET,2022-10-11T23:00:00.000Z,8475,1999
1999 JUN,1999 JUN,June,,MRET,2022-10-11T23:00:00.000Z,8373,1999
1999 JUL,1999 JUL,July,,MRET,2022-10-11T23:00:00.000Z,8268,1999
1999 AUG,1999 AUG,August,,MRET,2022-10-11T23:00:00.000Z,8273,1999
1999 SEP,1999 SEP,September,,MRET,2022-10-11T23:00:00.000Z,8440,1999
1999 OCT,1999 OCT,October,,MRET,2022-10-11T23:00:00.000Z,8638,1999
1999 NOV,1999 NOV,November,,MRET,2022-10-11T23:00:00.000Z,8777,1999
1999 DEC,1999 DEC,December,,MRET,2022-10-11T23:00:00.000Z,8760,1999
2000 JAN,2000 JAN,January,,MRET,2022-10-11T23:00:00.000Z,8596,2000
2000 FEB,2000 FEB,February,,MRET,2022-10-11T23:00:00.000Z,8515,2000
2000 MAR,2000 MAR,March,,MRET,2022-10-11T23:00:00.000Z,8624,2000
2000 APR,2000 APR,April,,MRET,2022-10-11T23:00:00.000Z,8840,2000
2000 MAY,2000 MAY,May,,MRET,2022-10-11T23:00:00.000Z,9013,2000
2000 JUN,2000 JUN,June,,MRET,2022-10-11T23:00:00.000Z,9047,2000
2000 JUL,2000 JUL,July,,MRET,2022-10-11T23:00:00.000Z,8995,2000
2000 AUG,2000 AUG,August,,MRET,2022-10-11T23:00:00.000Z,8958,2000
2000 SEP,2000 SEP,September,,MRET,2022-10-11T23:00:00.000Z,9009,2000
2000 OCT,2000 OCT,October,,MRET,2022-10-11T23:00:00.000Z,9085,2000
2000 NOV,2000 NOV,November,,MRET,2022-10-11T23:00:00.000Z,9178,2000
2000 DEC,2000 DEC,December,,MRET,2022-10-11T23:00:00.000Z,9256,2000
2001 JAN,2001 JAN,January,,MRET,2022-10-11T23:00:00.000Z,9090,2001
2001 FEB,2001 FEB,February,,MRET,2022-10-11T23:00:00.000Z,9074,2001
2001 MAR,2001 MAR,March,,MRET,2022-10-11T23:00:00.000Z,9103,2001
2001 APR,2001 APR,April,,MRET,2022-10-11T23:00:00.000Z,9170,2001
2001 MAY,2001 MAY,May,,MRET,2022-10-11T23:00:00.000Z,9265,2001
2001 JUN,2001 JUN,June,,MRET,2022-10-11T23:00:00.000Z,9362,2001
2001 JUL,2001 JUL,July,,MRET,2022-10-11T23:00:00.000Z,9413,2001
2001 AUG,2001 AUG,August,,MRET,2022-10-11T23:00:00.000Z,9362,2001
2001 SEP,2001 SEP,September,,MRET,2022-10-11T23:00:00.000Z,9192,2001
2001 OCT,2001 OCT,October,,MRET,2022-10-11T23:00:00.000Z,9045,2001
2001 NOV,2001 NOV,November,,MRET,2022-10-11T23:00:00.000Z,8993,2001
2001 DEC,2001 DEC,December,,MRET,2022-10-11T23:00:00.000Z,9124,2001
2002 JAN,2002 JAN,January,,MRET,2022-10-11T23:00:00.000Z,9188,2002
2002 FEB,2002 FEB,February,,MRET,2022-10-11T23:00:00.000Z,9438,2002
2002 MAR,2002 MAR,March,,MRET,2022-10-11T23:00:00.000Z,9521,2002
2002 APR,2002 APR,April,,MRET,2022-10-11T23:00:00.000Z,9495,2002
2002 MAY,2002 MAY,May,,MRET,2022-10-11T23:00:00.000Z,9482,2002
2002 JUN,2002 JUN,June,,MRET,2022-10-11T23:00:00.000Z,9559,2002
2002 JUL,2002 JUL,July,,MRET,2022-10-11T23:00:00.000Z,9697,2002
2002 AUG,2002 AUG,August,,MRET,2022-10-11T23:00:00.000Z,9827,2002
2002 SEP,2002 SEP,September,,MRET,2022-10-11T23:00:00.000Z,9902,2002
2002 OCT,2002 OCT,October,,MRET,2022-10-11T23:00:00.000Z,9897,2002
2002 NOV,2002 NOV,November,,MRET,2022-10-11T23:00:00.000Z,9954,2002
2002 DEC,2002 DEC,December,,MRET,2022-10-11T23:00:00.000Z,10090,2002
2003 JAN,2003 JAN,January,,MRET,2022-10-11T23:00:00.000Z,9973,2003
2003 FEB,2003 FEB,February,,MRET,2022-10-11T23:00:00.000Z,10002,2003
2003 MAR,2003 MAR,March,,MRET,2022-10-11T23:00:00.000Z,9985,2003
2003 APR,2003 APR,April,,MRET,2022-10-11T23:00:00.000Z,9964,2003
2003 MAY,2003 MAY,May,,MRET,2022-10-11T23:00:00.000Z,10000,2003
2003 JUN,2003 JUN,June,,MRET,2022-10-11T23:00:00.000Z,10121,2003
2003 JUL,2003 JUL,July,,MRET,2022-10-11T23:00:00.000Z,10257,2003
2003 AUG,2003 AUG,August,,MRET,2022-10-11T23:00:00.000Z,10308,2003
2003 SEP,2003 SEP,September,,MRET,2022-10-11T23:00:00.000Z,10216,2003
2003 OCT,2003 OCT,October,,MRET,2022-10-11T23:00:00.000Z,10154,2003
2003 NOV,2003 NOV,November,,MRET,2022-10-11T23:00:00.000Z,10097,2003
2003 DEC,2003 DEC,December,,MRET,2022-10-11T23:00:00.000Z,10152,2003
2004 JAN,2004 JAN,January,,MRET,2022-10-11T23:00:00.000Z,10222,2004
2004 FEB,2004 FEB,February,,MRET,2022-10-11T23:00:00.000Z,10492,2004
2004 MAR,2004 MAR,March,,MRET,2022-10-11T23:00:00.000Z,10645,2004
2004 APR,2004 APR,April,,MRET,2022-10-11T23:00:00.000Z,10710,2004
2004 MAY,2004 MAY,May,,MRET,2022-10-11T23:00:00.000Z,10752,2004
2004 JUN,2004 JUN,June,,MRET,2022-10-11T23:00:00.000Z,10823,2004
2004 JUL,2004 JUL,July,,MRET,2022-10-11T23:00:00.000Z,10922,2004
2004 AUG,2004 AUG,August,,MRET,2022-10-11T23:00:00.000Z,11028,2004
2004 SEP,2004 SEP,September,,MRET,2022-10-11T23:00:00.000Z,11125,2004
2004 OCT,2004 OCT,October,,MRET,2022-10-11T23:00:00.000Z,11131,2004
2004 NOV,2004 NOV,November,,MRET,2022-10-11T23:00:00.000Z,11188,2004
2004 DEC,2004 DEC,December,,MRET,2022-10-11T23:00:00.000Z,11300,2004
2005 JAN,2005 JAN,January,,MRET,2022-10-11T23:00:00.000Z,11214,2005
2005 FEB,2005 FEB,February,,MRET,2022-10-11T23:00:00.000Z,11254,2005
2005 MAR,2005 MAR,March,,MRET,2022-10-11T23:00:00.000Z,11374,2005
2005 APR,2005 APR,April,,MRET,2022-10-11T23:00:00.000Z,11502,2005
2005 MAY,2005 MAY,May,,MRET,2022-10-11T23:00:00.000Z,11542,2005
2005 JUN,2005 JUN,June,,MRET,2022-10-11T23:00:00.000Z,11434,2005
2005 JUL,2005 JUL,July,,MRET,2022-10-11T23:00:00.000Z,11246,2005
2005 AUG,2005 AUG,August,,MRET,2022-10-11T23:00:00.000Z,11086,2005
2005 SEP,2005 SEP,September,,MRET,2022-10-11T23:00:00.000Z,11039,2005
2005 OCT,2005 OCT,October,,MRET,2022-10-11T23:00:00.000Z,11072,2005
2005 NOV,2005 NOV,November,,MRET,2022-10-11T23:00:00.000Z,11273,2005
2005 DEC,2005 DEC,December,,MRET,2022-10-11T23:00:00.000Z,11621,2005
2006 JAN,2006 JAN,January,,MRET,2022-10-11T23:00:00.000Z,11476,2006
2006 FEB,2006 FEB,February,,MRET,2022-10-11T23:00:00.000Z,11663,2006
2006 MAR,2006 MAR,March,,MRET,2022-10-11T23:00:00.000Z,11719,2006
2006 APR,2006 APR,April,,MRET,2022-10-11T23:00:00.000Z,11688,2006
2006 MAY,2006 MAY,May,,MRET,2022-10-11T23:00:00.000Z,11634,2006
2006 JUN,2006 JUN,June,,MRET,2022-10-11T23:00:00.000Z,11608,2006
2006 JUL,2006 JUL,July,,MRET,2022-10-11T23:00:00.000Z,11609,2006
2006 AUG,2006 AUG,August,,MRET,2022-10-11T23:00:00.000Z,11617,2006
2006 SEP,2006 SEP,September,,MRET,2022-10-11T23:00:00.000Z,11624,2006
2006 OCT,2006 OCT,October,,MRET,2022-10-11T23:00:00.000Z,11682,2006
2006 NOV,2006 NOV,November,,MRET,2022-10-11T23:00:00.000Z,11802,2006
2006 DEC,2006 DEC,December,,MRET,2022-10-11T23:00:00.000Z,11876,2006
2007 JAN,2007 JAN,January,,MRET,2022-10-11T23:00:00.000Z,11692,2007
2007 FEB,2007 FEB,February,,MRET,2022-10-11T23:00:00.000Z,11871,2007
2007 MAR,2007 MAR,March,,MRET,2022-10-11T23:00:00.000Z,11965,2007
2007 APR,2007 APR,April,,MRET,2022-10-11T23:00:00.000Z,11982,2007
2007 MAY,2007 MAY,May,,MRET,2022-10-11T23:00:00.000Z,11955,2007
2007 JUN,2007 JUN,June,,MRET,2022-10-11T23:00:00.000Z,11909,2007
2007 JUL,2007 JUL,July,,MRET,2022-10-11T23:00:00.000Z,11875,2007
2007 AUG,2007 AUG,August,,MRET,2022-10-11T23:00:00.000Z,11875,2007
2007 SEP,2007 SEP,September,,MRET,2022-10-11T23:00:00.000Z,11931,2007
2007 OCT,2007 OCT,October,,MRET,2022-10-11T23:00:00.000Z,11817,2007
2007 NOV,2007 NOV,November,,MRET,2022-10-11T23:00:00.000Z,12112,2007
2007 DEC,2007 DEC,December,,MRET,2022-10-11T23:00:00.000Z,12797,2007
2008 JAN,2008 JAN,January,,MRET,2022-10-11T23:00:00.000Z,12539,2008
2008 FEB,2008 FEB,February,,MRET,2022-10-11T23:00:00.000Z,12476,2008
2008 MAR,2008 MAR,March,,MRET,2022-10-11T23:00:00.000Z,12149,2008
2008 APR,2008 APR,April,,MRET,2022-10-11T23:00:00.000Z,11722,2008
2008 MAY,2008 MAY,May,,MRET,2022-10-11T23:00:00.000Z,11436,2008
2008 JUN,2008 JUN,June,,MRET,2022-10-11T23:00:00.000Z,11438,2008
2008 JUL,2008 JUL,July,,MRET,2021-10-12T23:00:00.000Z,11588,2008
2008 AUG,2008 AUG,August,,MRET,2022-10-11T23:00:00.000Z,11659,2008
2008 SEP,2008 SEP,September,,MRET,2022-10-11T23:00:00.000Z,11515,2008
2008 OCT,2008 OCT,October,,MRET,2022-10-11T23:00:00.000Z,11408,2008
2008 NOV,2008 NOV,November,,MRET,2022-10-11T23:00:00.000Z,11317,2008
2008 DEC,2008 DEC,December,,MRET,2022-10-11T23:00:00.000Z,11462,2008
2009 JAN,2009 JAN,January,,MRET,2022-10-11T23:00:00.000Z,10939,2009
2009 FEB,2009 FEB,February,,MRET,2022-10-11T23:00:00.000Z,11277,2009
