areaCode,areaName,areaType,date,newCasesBySpecimenDateRollingRate
E12000001,North East,region,2023-10-18,19.2
E12000001,North East,region,2023-10-17,20.0
E12000001,North East,region,2023-10-16,21.1
E12000001,North East,region,2023-10-15,21.5
E12000001,North East,region,2023-10-14,23.9
E12000001,North East,region,2023-10-13,25.3
E12000001,North East,region,2023-10-12,26.7
E12000001,North East,region,2023-10-11,29.0
E12000001,North East,region,2023-10-10,30.7
E12000001,North East,region,2023-10-09,31.5
E12000001,North East,region,2023-10-08,33.1
E12000001,North East,region,2023-10-07,32.6
E12000001,North East,region,2023-10-06,33.3
E12000001,North East,region,2023-10-05,33.9
E12000001,North East,region,2023-10-04,33.6
E12000001,North East,region,2023-10-03,32.4
E12000001,North East,region,2023-10-02,32.2
E12000001,North East,region,2023-10-01,32.3
E12000001,North East,region,2023-09-30,32.8
E12000001,North East,region,2023-09-29,32.8
E12000001,North East,region,2023-09-28,31.7
E12000001,North East,region,2023-09-27,31.0
E12000001,North East,region,2023-09-26,30.0
E12000001,North East,region,2023-09-25,29.6
E12000001,North East,region,2023-09-24,28.9
E12000001,North East,region,2023-09-23,27.3
E12000001,North East,region,2023-09-22,26.1
E12000001,North East,region,2023-09-21,24.5
E12000001,North East,region,2023-09-20,23.5
E12000001,North East,region,2023-09-19,22.7
E12000001,North East,region,2023-09-18,21.6
E12000001,North East,region,2023-09-17,19.8
E12000001,North East,region,2023-09-16,19.6
E12000001,North East,region,2023-09-15,19.2
E12000001,North East,region,2023-09-14,21.0
E12000001,North East,region,2023-09-13,22.7
E12000001,North East,region,2023-09-12,23.2
E12000001,North East,region,2023-09-11,24.3
E12000001,North East,region,2023-09-10,24.8
E12000001,North East,region,2023-09-09,24.7
E12000001,North East,region,2023-09-08,25.0
E12000001,North East,region,2023-09-07,24.1
E12000001,North East,region,2023-09-06,22.5
E12000001,North East,region,2023-09-05,22.4
E12000001,North East,region,2023-09-04,21.0
E12000001,North East,region,2023-09-03,19.5
E12000001,North East,region,2023-09-02,18.3
E12000001,North East,region,2023-09-01,17.4
E12000001,North East,region,2023-08-31,16.4
E12000001,North East,region,2023-08-30,16.0
E12000001,North East,region,2023-08-29,15.9
E12000001,North East,region,2023-08-28,15.5
E12000001,North East,region,2023-08-27,16.1
E12000001,North East,region,2023-08-26,16.5
E12000001,North East,region,2023-08-25,15.8
E12000001,North East,region,2023-08-24,15.9
E12000001,North East,region,2023-08-23,15.6
E12000001,North East,region,2023-08-22,14.9
E12000001,North East,region,2023-08-21,14.7
E12000001,North East,region,2023-08-20,13.7
E12000001,North East,region,2023-08-19,13.5
E12000001,North East,region,2023-08-18,13.4
E12000001,North East,region,2023-08-17,13.1
E12000001,North East,region,2023-08-16,13.2
E12000001,North East,region,2023-08-15,13.0
E12000001,North East,region,2023-08-14,12.9
E12000001,North East,region,2023-08-13,12.1
E12000001,North East,region,2023-08-12,11.2
E12000001,North East,region,2023-08-11,11.1
E12000001,North East,region,2023-08-10,11.0
E12000001,North East,region,2023-08-09,10.1
E12000001,North East,region,2023-08-08,9.4
E12000001,North East,region,2023-08-07,9.1
E12000001,North East,region,2023-08-06,9.4
E12000001,North East,region,2023-08-05,9.8
E12000001,North East,region,2023-08-04,9.9
E12000001,North East,region,2023-08-03,9.3
E12000001,North East,region,2023-08-02,9.5
E12000001,North East,region,2023-08-01,9.5
E12000001,North East,region,2023-07-31,9.0
E12000001,North East,region,2023-07-30,8.3
E12000001,North East,region,2023-07-29,7.6
E12000001,North East,region,2023-07-28,7.2
E12000001,North East,region,2023-07-27,6.8
E12000001,North East,region,2023-07-26,6.0
E12000001,North East,region,2023-07-25,5.4
E12000001,North East,region,2023-07-24,5.1
E12000001,North East,region,2023-07-23,4.6
E12000001,North East,region,2023-07-22,4.4
E12000001,North East,region,2023-07-21,4.6
E12000001,North East,region,2023-07-20,4.6
E12000001,North East,region,2023-07-19,4.8
E12000001,North East,region,2023-07-18,4.6
E12000001,North East,region,2023-07-17,4.5
E12000001,North East,region,2023-07-16,4.7
E12000001,North East,region,2023-07-15,5.1
E12000001,North East,region,2023-07-14,4.8
E12000001,North East,region,2023-07-13,4.9
E12000001,North East,region,2023-07-12,4.6
E12000001,North East,region,2023-07-11,5.0
E12000001,North East,region,2023-07-10,4.8
E12000001,North East,region,2023-07-09,5.0
E12000001,North East,region,2023-07-08,4.8
E12000001,North East,region,2023-07-07,4.7
E12000001,North East,region,2023-07-06,4.4
E12000001,North East,region,2023-07-05,4.5
E12000001,North East,region,2023-07-04,4.0
E12000001,North East,region,2023-07-03,3.6
E12000001,North East,region,2023-07-02,3.4
E12000001,North East,region,2023-07-01,3.3
E12000001,North East,region,2023-06-30,3.6
E12000001,North East,region,2023-06-29,3.8
E12000001,North East,region,2023-06-28,3.7
E12000001,North East,region,2023-06-27,3.9
E12000001,North East,region,2023-06-26,4.3
E12000001,North East,region,2023-06-25,4.2
E12000001,North East,region,2023-06-24,4.4
E12000001,North East,region,2023-06-23,4.1
E12000001,North East,region,2023-06-22,4.1
E12000001,North East,region,2023-06-21,4.6
E12000001,North East,region,2023-06-20,5.3
E12000001,North East,region,2023-06-19,5.6
E12000001,North East,region,2023-06-18,6.3
E12000001,North East,region,2023-06-17,6.0
E12000001,North East,region,2023-06-16,6.3
E12000001,North East,region,2023-06-15,6.5
E12000001,North East,region,2023-06-14,6.8
E12000001,North East,region,2023-06-13,6.6
E12000001,North East,region,2023-06-12,6.9
E12000001,North East,region,2023-06-11,6.9
E12000001,North East,region,2023-06-10,7.2
E12000001,North East,region,2023-06-09,7.9
E12000001,North East,region,2023-06-08,8.3
E12000001,North East,region,2023-06-07,8.4
E12000001,North East,region,2023-06-06,8.6
E12000001,North East,region,2023-06-05,8.8
E12000001,North East,region,2023-06-04,9.1
E12000001,North East,region,2023-06-03,9.3
E12000001,North East,region,2023-06-02,9.3
E12000001,North East,region,2023-06-01,9.5
E12000001,North East,region,2023-05-31,9.8
E12000001,North East,region,2023-05-30,10.0
E12000001,North East,region,2023-05-29,10.3
E12000001,North East,region,2023-05-28,10.4
E12000001,North East,region,2023-05-27,10.6
E12000001,North East,region,2023-05-26,10.4
E12000001,North East,region,2023-05-25,10.1
E12000001,North East,region,2023-05-24,9.7
E12000001,North East,region,2023-05-23,9.5
E12000001,North East,region,2023-05-22,9.5
E12000001,North East,region,2023-05-21,9.5
E12000001,North East,region,2023-05-20,10.2
E12000001,North East,region,2023-05-19,11.0
E12000001,North East,region,2023-05-18,11.5
E12000001,North East,region,2023-05-17,11.9
E12000001,North East,region,2023-05-16,12.8
E12000001,North East,region,2023-05-15,14.0
E12000001,North East,region,2023-05-14,14.5
E12000001,North East,region,2023-05-13,14.8
E12000001,North East,region,2023-05-12,14.8
E12000001,North East,region,2023-05-11,15.4
E12000001,North East,region,2023-05-10,16.2
E12000001,North East,region,2023-05-09,16.2
E12000001,North East,region,2023-05-08,16.1
E12000001,North East,region,2023-05-07,16.3
E12000001,North East,region,2023-05-06,16.2
E12000001,North East,region,2023-05-05,16.7
E12000001,North East,region,2023-05-04,16.7
E12000001,North East,region,2023-05-03,16.4
E12000001,North East,region,2023-05-02,16.4
E12000001,North East,region,2023-05-01,15.9
E12000001,North East,region,2023-04-30,16.8
E12000001,North East,region,2023-04-29,17.0
E12000001,North East,region,2023-04-28,16.9
E12000001,North East,region,2023-04-27,17.3
E12000001,North East,region,2023-04-26,18.2
E12000001,North East,region,2023-04-25,19.4
E12000001,North East,region,2023-04-24,20.5
E12000001,North East,region,2023-04-23,20.9
E12000001,North East,region,2023-04-22,21.1
E12000001,North East,region,2023-04-21,21.6
E12000001,North East,region,2023-04-20,22.2
E12000001,North East,region,2023-04-19,22.8
E12000001,North East,region,2023-04-18,24.5
E12000001,North East,region,2023-04-17,25.7
E12000001,North East,region,2023-04-16,25.8
E12000001,North East,region,2023-04-15,27.0
E12000001,North East,region,2023-04-14,27.8
E12000001,North East,region,2023-04-13,27.9
E12000001,North East,region,2023-04-12,28.4
E12000001,North East,region,2023-04-11,27.1
E12000001,North East,region,2023-04-10,27.6
E12000001,North East,region,2023-04-09,28.8
E12000001,North East,region,2023-04-08,30.1
E12000001,North East,region,2023-04-07,30.8
E12000001,North East,region,2023-04-06,33.2
E12000001,North East,region,2023-04-05,36.1
E12000001,North East,region,2023-04-04,39.9
E12000001,North East,region,2023-04-03,43.3
E12000001,North East,region,2023-04-02,46.8
E12000001,North East,region,2023-04-01,47.4
E12000001,North East,region,2023-03-31,48.3
E12000001,North East,region,2023-03-30,51.9
E12000001,North East,region,2023-03-29,54.9
E12000001,North East,region,2023-03-28,55.4
E12000001,North East,region,2023-03-27,55.7
E12000001,North East,region,2023-03-26,56.9
E12000001,North East,region,2023-03-25,57.4
E12000001,North East,region,2023-03-24,58.6
E12000001,North East,region,2023-03-23,55.5
E12000001,North East,region,2023-03-22,52.5
E12000001,North East,region,2023-03-21,51.6
E12000001,North East,region,2023-03-20,52.4
E12000001,North East,region,2023-03-19,52.4
E12000001,North East,region,2023-03-18,52.6
E12000001,North East,region,2023-03-17,51.1
E12000001,North East,region,2023-03-16,53.3
E12000001,North East,region,2023-03-15,53.6
E12000001,North East,region,2023-03-14,54.6
E12000001,North East,region,2023-03-13,54.7
E12000001,North East,region,2023-03-12,53.7
E12000001,North East,region,2023-03-11,54.0
E12000001,North East,region,2023-03-10,54.2
E12000001,North East,region,2023-03-09,54.0
E12000001,North East,region,2023-03-08,55.7
E12000001,North East,region,2023-03-07,57.7
E12000001,North East,region,2023-03-06,57.1
E12000001,North East,region,2023-03-05,58.2
E12000001,North East,region,2023-03-04,58.6
E12000001,North East,region,2023-03-03,58.9
E12000001,North East,region,2023-03-02,57.6
E12000001,North East,region,2023-03-01,56.0
E12000001,North East,region,2023-02-28,54.9
E12000001,North East,region,2023-02-27,56.6
E12000001,North East,region,2023-02-26,56.5
E12000001,North East,region,2023-02-25,55.4
E12000001,North East,region,2023-02-24,55.1
E12000001,North East,region,2023-02-23,55.1
E12000001,North East,region,2023-02-22,55.0
E12000001,North East,region,2023-02-21,54.2
E12000001,North East,region,2023-02-20,55.0
E12000001,North East,region,2023-02-19,55.3
E12000001,North East,region,2023-02-18,55.0
E12000001,North East,region,2023-02-17,55.9
E12000001,North East,region,2023-02-16,56.2
E12000001,North East,region,2023-02-15,55.5
E12000001,North East,region,2023-02-14,54.1
E12000001,North East,region,2023-02-13,50.3
E12000001,North East,region,2023-02-12,49.1
E12000001,North East,region,2023-02-11,49.4
E12000001,North East,region,2023-02-10,47.7
E12000001,North East,region,2023-02-09,45.0
E12000001,North East,region,2023-02-08,43.9
E12000001,North East,region,2023-02-07,44.8
E12000001,North East,region,2023-02-06,44.6
E12000001,North East,region,2023-02-05,42.7
E12000001,North East,region,2023-02-04,40.6
E12000001,North East,region,2023-02-03,39.0
E12000001,North East,region,2023-02-02,38.3
E12000001,North East,region,2023-02-01,36.9
E12000001,North East,region,2023-01-31,34.2
E12000001,North East,region,2023-01-30,31.8
E12000001,North East,region,2023-01-29,29.8
E12000001,North East,region,2023-01-28,29.3
E12000001,North East,region,2023-01-27,29.5
E12000001,North East,region,2023-01-26,28.4
E12000001,North East,region,2023-01-25,28.4
E12000001,North East,region,2023-01-24,27.1
E12000001,North East,region,2023-01-23,27.1
E12000001,North East,region,2023-01-22,26.9
E12000001,North East,region,2023-01-21,27.3
E12000001,North East,region,2023-01-20,27.2
E12000001,North East,region,2023-01-19,28.7
E12000001,North East,region,2023-01-18,29.5
E12000001,North East,region,2023-01-17,31.5
E12000001,North East,region,2023-01-16,32.7
E12000001,North East,region,2023-01-15,34.2
E12000001,North East,region,2023-01-14,35.2
E12000001,North East,region,2023-01-13,37.8
E12000001,North East,region,2023-01-12,41.4
E12000001,North East,region,2023-01-11,44.4
E12000001,North East,region,2023-01-10,46.8
E12000001,North East,region,2023-01-09,51.8
E12000001,North East,region,2023-01-08,52.5
E12000001,North East,region,2023-01-07,52.4
E12000001,North East,region,2023-01-06,53.2
E12000001,North East,region,2023-01-05,54.6
E12000001,North East,region,2023-01-04,59.8
E12000001,North East,region,2023-01-03,63.4
E12000001,North East,region,2023-01-02,60.9
E12000001,North East,region,2023-01-01,60.1
E12000001,North East,region,2022-12-31,60.2
E12000001,North East,region,2022-12-30,59.6
E12000001,North East,region,2022-12-29,56.5
E12000001,North East,region,2022-12-28,51.4
E12000001,North East,region,2022-12-27,49.8
E12000001,North East,region,2022-12-26,52.6
E12000001,North East,region,2022-12-25,56.4
E12000001,North East,region,2022-12-24,58.1
E12000001,North East,region,2022-12-23,57.9
E12000001,North East,region,2022-12-22,59.5
E12000001,North East,region,2022-12-21,59.4
E12000001,North East,region,2022-12-20,58.1
E12000001,North East,region,2022-12-19,54.4
E12000001,North East,region,2022-12-18,52.4
E12000001,North East,region,2022-12-17,52.4
E12000001,North East,region,2022-12-16,51.9
E12000001,North East,region,2022-12-15,49.5
E12000001,North East,region,2022-12-14,47.4
E12000001,North East,region,2022-12-13,45.0
E12000001,North East,region,2022-12-12,44.0
E12000001,North East,region,2022-12-11,44.7
E12000001,North East,region,2022-12-10,43.7
E12000001,North East,region,2022-12-09,42.5
E12000001,North East,region,2022-12-08,42.0
E12000001,North East,region,2022-12-07,41.9
E12000001,North East,region,2022-12-06,41.9
E12000001,North East,region,2022-12-05,41.0
E12000001,North East,region,2022-12-04,38.9
E12000001,North East,region,2022-12-03,38.6
E12000001,North East,region,2022-12-02,38.2
E12000001,North East,region,2022-12-01,37.0
E12000001,North East,region,2022-11-30,36.3
E12000001,North East,region,2022-11-29,34.2
E12000001,North East,region,2022-11-28,33.8
E12000001,North East,region,2022-11-27,32.2
E12000001,North East,region,2022-11-26,30.4
E12000001,North East,region,2022-11-25,31.2
E12000001,North East,region,2022-11-24,31.4
E12000001,North East,region,2022-11-23,31.3
E12000001,North East,region,2022-11-22,31.4
E12000001,North East,region,2022-11-21,30.1
E12000001,North East,region,2022-11-20,31.1
E12000001,North East,region,2022-11-19,32.6
E12000001,North East,region,2022-11-18,32.4
E12000001,North East,region,2022-11-17,32.9
E12000001,North East,region,2022-11-16,32.6
E12000001,North East,region,2022-11-15,34.8
E12000001,North East,region,2022-11-14,35.9
E12000001,North East,region,2022-11-13,36.7
E12000001,North East,region,2022-11-12,37.0
E12000001,North East,region,2022-11-11,37.6
E12000001,North East,region,2022-11-10,37.9
E12000001,North East,region,2022-11-09,38.5
E12000001,North East,region,2022-11-08,40.0
E12000001,North East,region,2022-11-07,42.3
E12000001,North East,region,2022-11-06,44.0
E12000001,North East,region,2022-11-05,45.4
E12000001,North East,region,2022-11-04,46.1
E12000001,North East,region,2022-11-03,49.2
E12000001,North East,region,2022-11-02,51.0
E12000001,North East,region,2022-11-01,53.2
E12000001,North East,region,2022-10-31,55.5
E12000001,North East,region,2022-10-30,59.2
E12000001,North East,region,2022-10-29,62.4
E12000001,North East,region,2022-10-28,65.5
E12000001,North East,region,2022-10-27,68.7
E12000001,North East,region,2022-10-26,71.9
E12000001,North East,region,2022-10-25,73.7
E12000001,North East,region,2022-10-24,78.4
E12000001,North East,region,2022-10-23,83.5
E12000001,North East,region,2022-10-22,86.0
E12000001,North East,region,2022-10-21,87.7
E12000001,North East,region,2022-10-20,88.2
E12000001,North East,region,2022-10-19,91.1
E12000001,North East,region,2022-10-18,91.4
E12000001,North East,region,2022-10-17,91.5
E12000001,North East,region,2022-10-16,91.9
E12000001,North East,region,2022-10-15,94.6
E12000001,North East,region,2022-10-14,96.7
E12000001,North East,region,2022-10-13,100.1
E12000001,North East,region,2022-10-12,103.3
E12000001,North East,region,2022-10-11,107.8
E12000001,North East,region,2022-10-10,109.4
E12000001,North East,region,2022-10-09,110.0
E12000001,North East,region,2022-10-08,109.4
E12000001,North East,region,2022-10-07,109.0
E12000001,North East,region,2022-10-06,108.0
E12000001,North East,region,2022-10-05,106.6
E12000001,North East,region,2022-10-04,105.2
E12000001,North East,region,2022-10-03,105.3
E12000001,North East,region,2022-10-02,103.8
E12000001,North East,region,2022-10-01,101.7
E12000001,North East,region,2022-09-30,100.5
E12000001,North East,region,2022-09-29,98.6
E12000001,North East,region,2022-09-28,97.6
E12000001,North East,region,2022-09-27,94.8
E12000001,North East,region,2022-09-26,93.6
E12000001,North East,region,2022-09-25,88.3
E12000001,North East,region,2022-09-24,83.4
E12000001,North East,region,2022-09-23,78.8
E12000001,North East,region,2022-09-22,74.7
E12000001,North East,region,2022-09-21,70.1
E12000001,North East,region,2022-09-20,68.3
E12000001,North East,region,2022-09-19,62.4
E12000001,North East,region,2022-09-18,61.7
E12000001,North East,region,2022-09-17,62.5
E12000001,North East,region,2022-09-16,62.0
E12000001,North East,region,2022-09-15,60.4
E12000001,North East,region,2022-09-14,58.7
E12000001,North East,region,2022-09-13,54.5
E12000001,North East,region,2022-09-12,52.4
E12000001,North East,region,2022-09-11,51.9
E12000001,North East,region,2022-09-10,50.7
E12000001,North East,region,2022-09-09,51.4
E12000001,North East,region,2022-09-08,50.8
E12000001,North East,region,2022-09-07,49.6
E12000001,North East,region,2022-09-06,49.1
E12000001,North East,region,2022-09-05,50.1
E12000001,North East,region,2022-09-04,48.4
E12000001,North East,region,2022-09-03,46.2
E12000001,North East,region,2022-09-02,45.3
E12000001,North East,region,2022-09-01,45.8
E12000001,North East,region,2022-08-31,45.6
E12000001,North East,region,2022-08-30,47.2
E12000001,North East,region,2022-08-29,46.3
E12000001,North East,region,2022-08-28,46.7
E12000001,North East,region,2022-08-27,49.0
E12000001,North East,region,2022-08-26,48.8
E12000001,North East,region,2022-08-25,48.6
E12000001,North East,region,2022-08-24,49.5
E12000001,North East,region,2022-08-23,49.5
E12000001,North East,region,2022-08-22,50.0
E12000001,North East,region,2022-08-21,51.9
E12000001,North East,region,2022-08-20,53.8
E12000001,North East,region,2022-08-19,56.0
E12000001,North East,region,2022-08-18,59.5
E12000001,North East,region,2022-08-17,60.5
E12000001,North East,region,2022-08-16,64.0
E12000001,North East,region,2022-08-15,68.4
E12000001,North East,region,2022-08-14,70.0
E12000001,North East,region,2022-08-13,71.3
E12000001,North East,region,2022-08-12,73.2
E12000001,North East,region,2022-08-11,76.2
E12000001,North East,region,2022-08-10,80.9
E12000001,North East,region,2022-08-09,82.3
E12000001,North East,region,2022-08-08,83.4
E12000001,North East,region,2022-08-07,89.6
E12000001,North East,region,2022-08-06,93.5
E12000001,North East,region,2022-08-05,95.8
E12000001,North East,region,2022-08-04,96.2
E12000001,North East,region,2022-08-03,97.8
E12000001,North East,region,2022-08-02,101.5
E12000001,North East,region,2022-08-01,105.2
E12000001,North East,region,2022-07-31,107.4
E12000001,North East,region,2022-07-30,111.6
E12000001,North East,region,2022-07-29,116.1
E12000001,North East,region,2022-07-28,122.5
E12000001,North East,region,2022-07-27,129.5
E12000001,North East,region,2022-07-26,138.3
E12000001,North East,region,2022-07-25,146.0
E12000001,North East,region,2022-07-24,156.5
E12000001,North East,region,2022-07-23,164.9
E12000001,North East,region,2022-07-22,172.7
E12000001,North East,region,2022-07-21,181.0
E12000001,North East,region,2022-07-20,191.2
E12000001,North East,region,2022-07-19,201.8
E12000001,North East,region,2022-07-18,217.7
E12000001,North East,region,2022-07-17,229.9
E12000001,North East,region,2022-07-16,239.2
E12000001,North East,region,2022-07-15,246.2
E12000001,North East,region,2022-07-14,253.4
E12000001,North East,region,2022-07-13,258.5
E12000001,North East,region,2022-07-12,263.1
E12000001,North East,region,2022-07-11,265.1
E12000001,North East,region,2022-07-10,268.4
E12000001,North East,region,2022-07-09,270.1
E12000001,North East,region,2022-07-08,270.1
E12000001,North East,region,2022-07-07,267.8
E12000001,North East,region,2022-07-06,264.2
E12000001,North East,region,2022-07-05,257.4
E12000001,North East,region,2022-07-04,253.1
E12000001,North East,region,2022-07-03,242.7
E12000001,North East,region,2022-07-02,238.4
E12000001,North East,region,2022-07-01,234.3
E12000001,North East,region,2022-06-30,232.5
E12000001,North East,region,2022-06-29,228.7
E12000001,North East,region,2022-06-28,225.1
E12000001,North East,region,2022-06-27,221.3
E12000001,North East,region,2022-06-26,218.9
E12000001,North East,region,2022-06-25,212.8
E12000001,North East,region,2022-06-24,206.0
E12000001,North East,region,2022-06-23,198.7
E12000001,North East,region,2022-06-22,191.0
E12000001,North East,region,2022-06-21,184.7
E12000001,North East,region,2022-06-20,175.0
E12000001,North East,region,2022-06-19,167.8
E12000001,North East,region,2022-06-18,161.6
E12000001,North East,region,2022-06-17,157.5
E12000001,North East,region,2022-06-16,151.1
E12000001,North East,region,2022-06-15,147.6
E12000001,North East,region,2022-06-14,143.5
E12000001,North East,region,2022-06-13,135.7
E12000001,North East,region,2022-06-12,129.0
E12000001,North East,region,2022-06-11,123.1
E12000001,North East,region,2022-06-10,118.5
E12000001,North East,region,2022-06-09,111.7
E12000001,North East,region,2022-06-08,102.1
E12000001,North East,region,2022-06-07,91.3
E12000001,North East,region,2022-06-06,82.9
E12000001,North East,region,2022-06-05,74.1
E12000001,North East,region,2022-06-04,67.0
E12000001,North East,region,2022-06-03,62.8
E12000001,North East,region,2022-06-02,61.2
E12000001,North East,region,2022-06-01,61.4
E12000001,North East,region,2022-05-31,62.7
E12000001,North East,region,2022-05-30,63.8
E12000001,North East,region,2022-05-29,64.8
E12000001,North East,region,2022-05-28,67.8
E12000001,North East,region,2022-05-27,68.7
E12000001,North East,region,2022-05-26,69.8
E12000001,North East,region,2022-05-25,72.6
E12000001,North East,region,2022-05-24,74.3
E12000001,North East,region,2022-05-23,77.6
E12000001,North East,region,2022-05-22,81.5
E12000001,North East,region,2022-05-21,84.6
E12000001,North East,region,2022-05-20,87.4
E12000001,North East,region,2022-05-19,90.0
E12000001,North East,region,2022-05-18,90.8
E12000001,North East,region,2022-05-17,92.5
E12000001,North East,region,2022-05-16,96.7
E12000001,North East,region,2022-05-15,101.7
E12000001,North East,region,2022-05-14,101.5
E12000001,North East,region,2022-05-13,103.7
E12000001,North East,region,2022-05-12,106.8
E12000001,North East,region,2022-05-11,112.9
E12000001,North East,region,2022-05-10,120.5
E12000001,North East,region,2022-05-09,127.4
E12000001,North East,region,2022-05-08,129.6
E12000001,North East,region,2022-05-07,130.7
E12000001,North East,region,2022-05-06,133.3
E12000001,North East,region,2022-05-05,136.0
E12000001,North East,region,2022-05-04,137.7
E12000001,North East,region,2022-05-03,137.5
E12000001,North East,region,2022-05-02,137.5
E12000001,North East,region,2022-05-01,144.2
E12000001,North East,region,2022-04-30,157.8
E12000001,North East,region,2022-04-29,165.8
E12000001,North East,region,2022-04-28,175.9
E12000001,North East,region,2022-04-27,188.9
E12000001,North East,region,2022-04-26,202.9
E12000001,North East,region,2022-04-25,220.6
E12000001,North East,region,2022-04-24,232.7
E12000001,North East,region,2022-04-23,239.6
E12000001,North East,region,2022-04-22,251.9
E12000001,North East,region,2022-04-21,258.9
E12000001,North East,region,2022-04-20,268.0
E12000001,North East,region,2022-04-19,283.7
E12000001,North East,region,2022-04-18,295.1
E12000001,North East,region,2022-04-17,314.3
E12000001,North East,region,2022-04-16,327.1
E12000001,North East,region,2022-04-15,336.1
E12000001,North East,region,2022-04-14,352.1
E12000001,North East,region,2022-04-13,373.0
E12000001,North East,region,2022-04-12,395.1
E12000001,North East,region,2022-04-11,423.6
E12000001,North East,region,2022-04-10,447.1
E12000001,North East,region,2022-04-09,469.9
E12000001,North East,region,2022-04-08,483.6
E12000001,North East,region,2022-04-07,508.2
E12000001,North East,region,2022-04-06,530.7
E12000001,North East,region,2022-04-05,574.9
E12000001,North East,region,2022-04-04,616.9
E12000001,North East,region,2022-04-03,680.1
E12000001,North East,region,2022-04-02,711.0
E12000001,North East,region,2022-04-01,741.4
E12000001,North East,region,2022-03-31,763.6
E12000001,North East,region,2022-03-30,789.8
E12000001,North East,region,2022-03-29,799.9
E12000001,North East,region,2022-03-28,812.3
E12000001,North East,region,2022-03-27,805.0
E12000001,North East,region,2022-03-26,804.5
E12000001,North East,region,2022-03-25,792.6
E12000001,North East,region,2022-03-24,777.0
E12000001,North East,region,2022-03-23,754.6
E12000001,North East,region,2022-03-22,727.7
E12000001,North East,region,2022-03-21,688.9
E12000001,North East,region,2022-03-20,653.0
E12000001,North East,region,2022-03-19,624.9
E12000001,North East,region,2022-03-18,607.4
E12000001,North East,region,2022-03-17,585.3
E12000001,North East,region,2022-03-16,557.6
E12000001,North East,region,2022-03-15,519.0
E12000001,North East,region,2022-03-14,484.2
E12000001,North East,region,2022-03-13,438.9
E12000001,North East,region,2022-03-12,406.6
E12000001,North East,region,2022-03-11,375.8
E12000001,North East,region,2022-03-10,349.9
E12000001,North East,region,2022-03-09,327.6
E12000001,North East,region,2022-03-08,306.6
E12000001,North East,region,2022-03-07,283.8
E12000001,North East,region,2022-03-06,266.5
E12000001,North East,region,2022-03-05,254.7
E12000001,North East,region,2022-03-04,250.5
E12000001,North East,region,2022-03-03,241.8
E12000001,North East,region,2022-03-02,230.7
E12000001,North East,region,2022-03-01,224.5
E12000001,North East,region,2022-02-28,218.7
E12000001,North East,region,2022-02-27,215.9
E12000001,North East,region,2022-02-26,217.3
E12000001,North East,region,2022-02-25,222.1
E12000001,North East,region,2022-02-24,233.5
E12000001,North East,region,2022-02-23,251.4
E12000001,North East,region,2022-02-22,271.8
E12000001,North East,region,2022-02-21,292.3
E12000001,North East,region,2022-02-20,315.2
E12000001,North East,region,2022-02-19,331.6
E12000001,North East,region,2022-02-18,343.7
E12000001,North East,region,2022-02-17,358.0
E12000001,North East,region,2022-02-16,368.4
E12000001,North East,region,2022-02-15,384.0
