date,label,month,quarter,sourceDataset,updateDate,value,year
1993 JAN,1993 JAN,January,,PUSF,2015-10-20T23:00:00.000Z,,1993
1993 FEB,1993 FEB,February,,PUSF,2015-10-20T23:00:00.000Z,,1993
1993 MAR,1993 MAR,March,,PUSF,2015-10-20T23:00:00.000Z,,1993
1993 APR,1993 APR,April,,PUSF,2015-10-20T23:00:00.000Z,,1993
1993 MAY,1993 MAY,May,,PUSF,2015-10-20T23:00:00.000Z,,1993
1993 JUN,1993 JUN,June,,PUSF,2015-10-20T23:00:00.000Z,,1993
1993 JUL,1993 JUL,July,,PUSF,2015-10-20T23:00:00.000Z,,1993
1993 AUG,1993 AUG,August,,PUSF,2015-10-20T23:00:00.000Z,,1993
1993 SEP,1993 SEP,September,,PUSF,2015-10-20T23:00:00.000Z,,1993
1993 OCT,1993 OCT,October,,PUSF,2015-10-20T23:00:00.000Z,,1993
1993 NOV,1993 NOV,November,,PUSF,2015-10-20T23:00:00.000Z,,1993
1993 DEC,1993 DEC,December,,PUSF,2015-10-20T23:00:00.000Z,,1993
1994 JAN,1994 JAN,January,,PUSF,2015-10-20T23:00:00.000Z,,1994
1994 FEB,1994 FEB,February,,PUSF,2015-10-20T23:00:00.000Z,,1994
1994 MAR,1994 MAR,March,,PUSF,2015-10-20T23:00:00.000Z,,1994
1994 APR,1994 APR,April,,PUSF,2015-10-20T23:00:00.000Z,,1994
1994 MAY,1994 MAY,May,,PUSF,2015-10-20T23:00:00.000Z,,1994
1994 JUN,1994 JUN,June,,PUSF,2015-10-20T23:00:00.000Z,,1994
1994 JUL,1994 JUL,July,,PUSF,2015-10-20T23:00:00.000Z,,1994
1994 AUG,1994 AUG,August,,PUSF,2015-10-20T23:00:00.000Z,,1994
1994 SEP,1994 SEP,September,,PUSF,2015-10-20T23:00:00.000Z,,1994
1994 OCT,1994 OCT,October,,PUSF,2015-10-20T23:00:00.000Z,,1994
1994 NOV,1994 NOV,November,,PUSF,2015-10-20T23:00:00.000Z,,1994
1994 DEC,1994 DEC,December,,PUSF,2015-10-20T23:00:00.000Z,,1994
1995 JAN,1995 JAN,January,,PUSF,2015-10-20T23:00:00.000Z,,1995
1995 FEB,1995 FEB,February,,PUSF,2015-10-20T23:00:00.000Z,,1995
1995 MAR,1995 MAR,March,,PUSF,2015-10-20T23:00:00.000Z,,1995
1995 APR,1995 APR,April,,PUSF,2015-10-20T23:00:00.000Z,,1995
1995 MAY,1995 MAY,May,,PUSF,2015-10-20T23:00:00.000Z,,1995
1995 JUN,1995 JUN,June,,PUSF,2015-10-20T23:00:00.000Z,,1995
1995 JUL,1995 JUL,July,,PUSF,2015-10-20T23:00:00.000Z,,1995
1995 AUG,1995 AUG,August,,PUSF,2015-10-20T23:00:00.000Z,,1995
1995 SEP,1995 SEP,September,,PUSF,2015-10-20T23:00:00.000Z,,1995
1995 OCT,1995 OCT,October,,PUSF,2015-10-20T23:00:00.000Z,,1995
1995 NOV,1995 NOV,November,,PUSF,2015-10-20T23:00:00.000Z,,1995
1995 DEC,1995 DEC,December,,PUSF,2015-10-20T23:00:00.000Z,,1995
1996 JAN,1996 JAN,January,,PUSF,2015-10-20T23:00:00.000Z,,1996
1996 FEB,1996 FEB,February,,PUSF,2015-10-20T23:00:00.000Z,,1996
1996 MAR,1996 MAR,March,,PUSF,2015-10-20T23:00:00.000Z,,1996
1996 APR,1996 APR,April,,PUSF,2015-10-20T23:00:00.000Z,,1996
1996 MAY,1996 MAY,May,,PUSF,2015-10-20T23:00:00.000Z,,1996
1996 JUN,1996 JUN,June,,PUSF,2015-10-20T23:00:00.000Z,,1996
1996 JUL,1996 JUL,July,,PUSF,2015-10-20T23:00:00.000Z,,1996
1996 AUG,1996 AUG,August,,PUSF,2015-10-20T23:00:00.000Z,,1996
1996 SEP,1996 SEP,September,,PUSF,2015-10-20T23:00:00.000Z,,1996
1996 OCT,1996 OCT,October,,PUSF,2015-10-20T23:00:00.000Z,,1996
1996 NOV,1996 NOV,November,,PUSF,2015-10-20T23:00:00.000Z,,1996
1996 DEC,1996 DEC,December,,PUSF,2015-10-20T23:00:00.000Z,,1996
1997 JAN,1997 JAN,January,,PUSF,2015-10-20T23:00:00.000Z,,1997
1997 FEB,1997 FEB,February,,PUSF,2015-10-20T23:00:00.000Z,,1997
1997 MAR,1997 MAR,March,,PUSF,2015-10-20T23:00:00.000Z,,1997
1997 APR,1997 APR,April,,PUSF,2022-09-20T23:00:00.000Z,-2870,1997
1997 MAY,1997 MAY,May,,PUSF,2022-09-20T23:00:00.000Z,-3055,1997
1997 JUN,1997 JUN,June,,PUSF,2022-09-20T23:00:00.000Z,-4984,1997
1997 JUL,1997 JUL,July,,PUSF,2022-09-20T23:00:00.000Z,-761,1997
1997 AUG,1997 AUG,August,,PUSF,2022-09-20T23:00:00.000Z,-2972,1997
1997 SEP,1997 SEP,September,,PUSF,2022-09-20T23:00:00.000Z,-2328,1997
1997 OCT,1997 OCT,October,,PUSF,2022-09-20T23:00:00.000Z,1437,1997
1997 NOV,1997 NOV,November,,PUSF,2022-09-20T23:00:00.000Z,1755,1997
1997 DEC,1997 DEC,December,,PUSF,2022-09-20T23:00:00.000Z,-958,1997
1998 JAN,1998 JAN,January,,PUSF,2022-09-20T23:00:00.000Z,7127,1998
1998 FEB,1998 FEB,February,,PUSF,2022-09-20T23:00:00.000Z,-411,1998
1998 MAR,1998 MAR,March,,PUSF,2022-09-20T23:00:00.000Z,-2596,1998
1998 APR,1998 APR,April,,PUSF,2022-09-20T23:00:00.000Z,-1923,1998
1998 MAY,1998 MAY,May,,PUSF,2022-09-20T23:00:00.000Z,-3868,1998
1998 JUN,1998 JUN,June,,PUSF,2022-09-20T23:00:00.000Z,-3366,1998
1998 JUL,1998 JUL,July,,PUSF,2022-09-20T23:00:00.000Z,2615,1998
1998 AUG,1998 AUG,August,,PUSF,2022-09-20T23:00:00.000Z,-2090,1998
1998 SEP,1998 SEP,September,,PUSF,2022-09-20T23:00:00.000Z,-1606,1998
1998 OCT,1998 OCT,October,,PUSF,2022-09-20T23:00:00.000Z,6387,1998
1998 NOV,1998 NOV,November,,PUSF,2022-09-20T23:00:00.000Z,-3007,1998
1998 DEC,1998 DEC,December,,PUSF,2022-09-20T23:00:00.000Z,-955,1998
1999 JAN,1999 JAN,January,,PUSF,2022-09-20T23:00:00.000Z,6723,1999
1999 FEB,1999 FEB,February,,PUSF,2022-09-20T23:00:00.000Z,2037,1999
1999 MAR,1999 MAR,March,,PUSF,2022-09-20T23:00:00.000Z,-881,1999
1999 APR,1999 APR,April,,PUSF,2022-09-20T23:00:00.000Z,-388,1999
