date,label,month,quarter,sourceDataset,updateDate,value,year
1992,1992,,,LMS,2015-10-13T23:00:00.000Z,784,1992
1993,1993,,,LMS,2015-10-13T23:00:00.000Z,787,1993
1994,1994,,,LMS,2015-10-13T23:00:00.000Z,678,1994
1995,1995,,,LMS,2015-10-13T23:00:00.000Z,600,1995
1996,1996,,,LMS,2015-10-13T23:00:00.000Z,568,1996
1997,1997,,,LMS,2015-10-13T23:00:00.000Z,488,1997
1998,1998,,,LMS,2015-10-13T23:00:00.000Z,454,1998
1999,1999,,,LMS,2015-10-13T23:00:00.000Z,424,1999
2000,2000,,,LMS,2015-10-13T23:00:00.000Z,404,2000
2001,2001,,,LMS,2015-10-13T23:00:00.000Z,405,2001
2002,2002,,,LMS,2015-10-13T23:00:00.000Z,418,2002
2003,2003,,,LMS,2015-10-13T23:00:00.000Z,424,2003
2004,2004,,,LMS,2015-10-13T23:00:00.000Z,425,2004
2005,2005,,,LMS,2015-10-13T23:00:00.000Z,456,2005
2006,2006,,,LMS,2015-10-13T23:00:00.000Z,493,2006
2007,2007,,,LMS,2015-10-13T23:00:00.000Z,498,2007
2008,2008,,,LMS,2015-10-13T23:00:00.000Z,526,2008
2009,2009,,,LMS,2015-10-13T23:00:00.000Z,649,2009
2010,2010,,,LMS,2015-10-13T23:00:00.000Z,651,2010
2011,2011,,,LMS,2019-02-19T00:00:00.000Z,698,2011
2012,2012,,,LMS,2019-02-19T00:00:00.000Z,682,2012
2013,2013,,,LMS,2016-05-18T08:30:00.000Z,666,2013
2014,2014,,,LMS,2015-10-13T23:00:00.000Z,518,2014
2015,2015,,,LMS,2017-05-16T23:00:00.000Z,446,2015
2016,2016,,,LMS,2019-02-19T00:00:00.000Z,397,2016
2017,2017,,,LMS,2019-02-19T00:00:00.000Z,356,2017
2018,2018,,,LMS,2019-02-19T00:00:00.000Z,332,2018
2019,2019,,,LMS,2020-02-18T00:00:00.000Z,344,2019
2020,2020,,,LMS,2022-08-15T23:00:00.000Z,383,2020
2021,2021,,,LMS,2022-08-15T23:00:00.000Z,322,2021
