areaCode,areaName,areaType,date,uniqueCasePositivityBySpecimenDateRollingSum
E12000002,North West,region,2020-08-26,1.4
E12000002,North West,region,2020-08-25,1.4
E12000002,North West,region,2020-08-24,1.4
E12000002,North West,region,2020-08-23,1.4
E12000002,North West,region,2020-08-22,1.5
E12000002,North West,region,2020-08-21,1.5
E12000002,North West,region,2020-08-20,1.5
E12000002,North West,region,2020-08-19,1.5
E12000002,North West,region,2020-08-18,1.5
E12000002,North West,region,2020-08-17,1.6
E12000002,North West,region,2020-08-16,1.7
E12000002,North West,region,2020-08-15,1.7
E12000002,North West,region,2020-08-14,1.8
E12000002,North West,region,2020-08-13,1.8
E12000002,North West,region,2020-08-12,1.7
E12000002,North West,region,2020-08-11,1.7
E12000002,North West,region,2020-08-10,1.6
E12000002,North West,region,2020-08-09,1.6
E12000002,North West,region,2020-08-08,1.6
E12000002,North West,region,2020-08-07,1.5
E12000002,North West,region,2020-08-06,1.5
E12000002,North West,region,2020-08-05,1.6
E12000002,North West,region,2020-08-04,1.7
E12000002,North West,region,2020-08-03,1.7
E12000002,North West,region,2020-08-02,1.7
E12000002,North West,region,2020-08-01,1.7
E12000002,North West,region,2020-07-31,1.7
E12000002,North West,region,2020-07-30,1.8
E12000002,North West,region,2020-07-29,1.8
E12000002,North West,region,2020-07-28,1.8
E12000002,North West,region,2020-07-27,1.8
E12000002,North West,region,2020-07-26,1.8
E12000002,North West,region,2020-07-25,1.7
E12000002,North West,region,2020-07-24,1.7
E12000002,North West,region,2020-07-23,1.7
E12000002,North West,region,2020-07-22,1.6
E12000002,North West,region,2020-07-21,1.5
E12000002,North West,region,2020-07-20,1.4
E12000002,North West,region,2020-07-19,1.3
E12000002,North West,region,2020-07-18,1.3
E12000002,North West,region,2020-07-17,1.2
E12000002,North West,region,2020-07-16,1.2
E12000002,North West,region,2020-07-15,1.3
E12000002,North West,region,2020-07-14,1.3
E12000002,North West,region,2020-07-13,1.3
E12000002,North West,region,2020-07-12,1.5
E12000002,North West,region,2020-07-11,1.5
E12000002,North West,region,2020-07-10,1.6
E12000002,North West,region,2020-07-09,1.6
E12000002,North West,region,2020-07-08,1.7
E12000002,North West,region,2020-07-07,1.8
E12000002,North West,region,2020-07-06,1.8
E12000002,North West,region,2020-07-05,1.8
E12000002,North West,region,2020-07-04,1.8
E12000002,North West,region,2020-07-03,1.8
E12000002,North West,region,2020-07-02,1.9
E12000002,North West,region,2020-07-01,2.0
E12000002,North West,region,2020-06-30,2.2
E12000002,North West,region,2020-06-29,2.3
E12000002,North West,region,2020-06-28,2.5
E12000002,North West,region,2020-06-27,2.5
E12000002,North West,region,2020-06-26,2.6
E12000002,North West,region,2020-06-25,2.7
E12000002,North West,region,2020-06-24,2.8
E12000002,North West,region,2020-06-23,2.9
E12000002,North West,region,2020-06-22,3.0
E12000002,North West,region,2020-06-21,3.1
E12000002,North West,region,2020-06-20,3.1
E12000002,North West,region,2020-06-19,3.1
E12000002,North West,region,2020-06-18,3.1
E12000002,North West,region,2020-06-17,3.0
E12000002,North West,region,2020-06-16,3.1
E12000002,North West,region,2020-06-15,3.1
E12000002,North West,region,2020-06-14,3.1
E12000002,North West,region,2020-06-13,3.0
E12000002,North West,region,2020-06-12,3.0
E12000002,North West,region,2020-06-11,3.1
E12000002,North West,region,2020-06-10,3.2
E12000002,North West,region,2020-06-09,3.3
E12000002,North West,region,2020-06-08,3.5
E12000002,North West,region,2020-06-07,3.6
E12000002,North West,region,2020-06-06,3.8
E12000002,North West,region,2020-06-05,4.1
E12000002,North West,region,2020-06-04,4.2
E12000002,North West,region,2020-06-03,4.4
E12000002,North West,region,2020-06-02,4.5
E12000002,North West,region,2020-06-01,4.6
E12000002,North West,region,2020-05-31,4.8
E12000002,North West,region,2020-05-30,4.8
E12000002,North West,region,2020-05-29,4.8
E12000002,North West,region,2020-05-28,5.0
E12000002,North West,region,2020-05-27,5.1
E12000002,North West,region,2020-05-26,5.4
E12000002,North West,region,2020-05-25,5.6
E12000002,North West,region,2020-05-24,5.6
E12000002,North West,region,2020-05-23,5.7
E12000002,North West,region,2020-05-22,5.8
E12000002,North West,region,2020-05-21,5.8
E12000002,North West,region,2020-05-20,5.8
E12000002,North West,region,2020-05-19,5.9
E12000002,North West,region,2020-05-18,5.9
E12000002,North West,region,2020-05-17,6.1
E12000002,North West,region,2020-05-16,6.3
E12000002,North West,region,2020-05-15,6.5
E12000002,North West,region,2020-05-14,6.9
E12000002,North West,region,2020-05-13,7.1
E12000002,North West,region,2020-05-12,7.4
E12000002,North West,region,2020-05-11,7.8
E12000002,North West,region,2020-05-10,8.0
E12000002,North West,region,2020-05-09,8.1
E12000002,North West,region,2020-05-08,8.2
E12000002,North West,region,2020-05-07,8.2
E12000002,North West,region,2020-05-06,8.6
E12000002,North West,region,2020-05-05,9.0
E12000002,North West,region,2020-05-04,9.5
E12000002,North West,region,2020-05-03,10.1
E12000002,North West,region,2020-05-02,10.8
E12000002,North West,region,2020-05-01,11.5
E12000002,North West,region,2020-04-30,13.4
E12000002,North West,region,2020-04-29,15.9
E12000002,North West,region,2020-04-28,19.2
E12000002,North West,region,2020-04-27,21.9
E12000002,North West,region,2020-04-26,24.5
E12000002,North West,region,2020-04-25,25.6
E12000002,North West,region,2020-04-24,26.9
E12000002,North West,region,2020-04-23,29.2
E12000002,North West,region,2020-04-22,31.4
E12000002,North West,region,2020-04-21,33.3
E12000002,North West,region,2020-04-20,34.4
E12000002,North West,region,2020-04-19,35.2
E12000002,North West,region,2020-04-18,36.0
E12000002,North West,region,2020-04-17,37.4
E12000002,North West,region,2020-04-16,39.0
E12000002,North West,region,2020-04-15,40.6
E12000002,North West,region,2020-04-14,42.6
E12000002,North West,region,2020-04-13,43.9
E12000002,North West,region,2020-04-12,44.8
E12000002,North West,region,2020-04-11,46.0
E12000002,North West,region,2020-04-10,47.0
E12000002,North West,region,2020-04-09,47.4
E12000002,North West,region,2020-04-08,47.7
E12000002,North West,region,2020-04-07,47.9
E12000002,North West,region,2020-04-06,47.8
E12000002,North West,region,2020-04-05,47.2
E12000002,North West,region,2020-04-04,46.2
E12000002,North West,region,2020-04-03,44.9
E12000002,North West,region,2020-04-02,43.5
E12000002,North West,region,2020-04-01,42.3
E12000002,North West,region,2020-03-31,40.7
E12000002,North West,region,2020-03-30,38.9
E12000002,North West,region,2020-03-29,35.7
E12000002,North West,region,2020-03-28,33.8
E12000002,North West,region,2020-03-27,31.9
E12000002,North West,region,2020-03-26,29.7
E12000002,North West,region,2020-03-25,25.9
E12000002,North West,region,2020-03-24,22.7
E12000002,North West,region,2020-03-23,19.6
E12000002,North West,region,2020-03-22,18.0
E12000002,North West,region,2020-03-21,15.9
E12000002,North West,region,2020-03-20,13.8
E12000002,North West,region,2020-03-19,12.9
E12000002,North West,region,2020-03-18,11.9
E12000002,North West,region,2020-03-17,10.9
E12000002,North West,region,2020-03-16,10.2
E12000002,North West,region,2020-03-15,9.3
E12000002,North West,region,2020-03-14,9.5
E12000002,North West,region,2020-03-13,9.3
E12000002,North West,region,2020-03-12,8.2
E12000002,North West,region,2020-03-11,7.3
E12000002,North West,region,2020-03-10,8.0
E12000002,North West,region,2020-03-09,7.3
E12000002,North West,region,2020-03-08,6.7
E12000002,North West,region,2020-03-07,5.9
E12000002,North West,region,2020-03-06,4.4
E12000002,North West,region,2020-03-05,4.1
E12000002,North West,region,2020-03-04,2.8
E12000002,North West,region,2020-03-03,2.6
E12000002,North West,region,2020-03-02,1.8
E12000002,North West,region,2020-03-01,1.1
E12000002,North West,region,2020-02-29,0.4
E12000002,North West,region,2020-02-28,0.4
E12000002,North West,region,2020-02-08,4.2
E12000003,Yorkshire and The Humber,region,2023-12-04,6.4
E12000003,Yorkshire and The Humber,region,2023-12-03,6.0
E12000003,Yorkshire and The Humber,region,2023-12-02,5.8
E12000003,Yorkshire and The Humber,region,2023-12-01,5.4
E12000003,Yorkshire and The Humber,region,2023-11-30,5.5
E12000003,Yorkshire and The Humber,region,2023-11-29,5.6
E12000003,Yorkshire and The Humber,region,2023-11-28,5.7
E12000003,Yorkshire and The Humber,region,2023-11-27,5.5
E12000003,Yorkshire and The Humber,region,2023-11-26,5.7
E12000003,Yorkshire and The Humber,region,2023-11-25,5.8
E12000003,Yorkshire and The Humber,region,2023-11-24,6.1
E12000003,Yorkshire and The Humber,region,2023-11-23,6.5
E12000003,Yorkshire and The Humber,region,2023-11-22,6.2
E12000003,Yorkshire and The Humber,region,2023-11-21,6.3
E12000003,Yorkshire and The Humber,region,2023-11-20,6.6
E12000003,Yorkshire and The Humber,region,2023-11-19,6.6
E12000003,Yorkshire and The Humber,region,2023-11-18,7.0
E12000003,Yorkshire and The Humber,region,2023-11-17,7.1
E12000003,Yorkshire and The Humber,region,2023-11-16,7.1
E12000003,Yorkshire and The Humber,region,2023-11-15,7.3
E12000003,Yorkshire and The Humber,region,2023-11-14,7.9
E12000003,Yorkshire and The Humber,region,2023-11-13,8.1
E12000003,Yorkshire and The Humber,region,2023-11-12,8.1
E12000003,Yorkshire and The Humber,region,2023-11-11,8.0
E12000003,Yorkshire and The Humber,region,2023-11-10,8.1
E12000003,Yorkshire and The Humber,region,2023-11-09,8.2
E12000003,Yorkshire and The Humber,region,2023-11-08,8.4
E12000003,Yorkshire and The Humber,region,2023-11-07,8.6
E12000003,Yorkshire and The Humber,region,2023-11-06,8.7
E12000003,Yorkshire and The Humber,region,2023-11-05,9.8
E12000003,Yorkshire and The Humber,region,2023-11-04,10.2
E12000003,Yorkshire and The Humber,region,2023-11-03,10.4
E12000003,Yorkshire and The Humber,region,2023-11-02,10.7
E12000003,Yorkshire and The Humber,region,2023-11-01,10.8
E12000003,Yorkshire and The Humber,region,2023-10-31,11.1
E12000003,Yorkshire and The Humber,region,2023-10-30,11.2
E12000003,Yorkshire and The Humber,region,2023-10-29,11.1
E12000003,Yorkshire and The Humber,region,2023-10-28,11.2
E12000003,Yorkshire and The Humber,region,2023-10-27,11.8
E12000003,Yorkshire and The Humber,region,2023-10-26,12.7
E12000003,Yorkshire and The Humber,region,2023-10-25,13.0
E12000003,Yorkshire and The Humber,region,2023-10-24,13.9
E12000003,Yorkshire and The Humber,region,2023-10-23,15.0
E12000003,Yorkshire and The Humber,region,2023-10-22,15.2
E12000003,Yorkshire and The Humber,region,2023-10-21,14.8
E12000003,Yorkshire and The Humber,region,2023-10-20,14.9
E12000003,Yorkshire and The Humber,region,2023-10-19,15.1
E12000003,Yorkshire and The Humber,region,2023-10-18,15.1
E12000003,Yorkshire and The Humber,region,2023-10-17,15.0
E12000003,Yorkshire and The Humber,region,2023-10-16,15.0
E12000003,Yorkshire and The Humber,region,2023-10-15,15.4
E12000003,Yorkshire and The Humber,region,2023-10-14,16.0
E12000003,Yorkshire and The Humber,region,2023-10-13,15.6
E12000003,Yorkshire and The Humber,region,2023-10-12,15.9
E12000003,Yorkshire and The Humber,region,2023-10-11,16.9
E12000003,Yorkshire and The Humber,region,2023-10-10,17.8
E12000003,Yorkshire and The Humber,region,2023-10-09,17.8
E12000003,Yorkshire and The Humber,region,2023-10-08,17.8
E12000003,Yorkshire and The Humber,region,2023-10-07,18.4
E12000003,Yorkshire and The Humber,region,2023-10-06,19.5
E12000003,Yorkshire and The Humber,region,2023-10-05,19.6
E12000003,Yorkshire and The Humber,region,2023-10-04,19.0
E12000003,Yorkshire and The Humber,region,2023-10-03,18.6
E12000003,Yorkshire and The Humber,region,2023-10-02,18.5
E12000003,Yorkshire and The Humber,region,2023-10-01,18.1
E12000003,Yorkshire and The Humber,region,2023-09-30,18.0
E12000003,Yorkshire and The Humber,region,2023-09-29,18.2
E12000003,Yorkshire and The Humber,region,2023-09-28,17.9
E12000003,Yorkshire and The Humber,region,2023-09-27,17.7
E12000003,Yorkshire and The Humber,region,2023-09-26,17.1
E12000003,Yorkshire and The Humber,region,2023-09-25,16.5
E12000003,Yorkshire and The Humber,region,2023-09-24,16.3
E12000003,Yorkshire and The Humber,region,2023-09-23,16.1
E12000003,Yorkshire and The Humber,region,2023-09-22,15.6
E12000003,Yorkshire and The Humber,region,2023-09-21,15.6
E12000003,Yorkshire and The Humber,region,2023-09-20,14.8
E12000003,Yorkshire and The Humber,region,2023-09-19,14.7
E12000003,Yorkshire and The Humber,region,2023-09-18,14.3
E12000003,Yorkshire and The Humber,region,2023-09-17,14.0
E12000003,Yorkshire and The Humber,region,2023-09-16,14.3
E12000003,Yorkshire and The Humber,region,2023-09-15,14.5
E12000003,Yorkshire and The Humber,region,2023-09-14,14.7
E12000003,Yorkshire and The Humber,region,2023-09-13,15.7
E12000003,Yorkshire and The Humber,region,2023-09-12,16.4
E12000003,Yorkshire and The Humber,region,2023-09-11,17.1
E12000003,Yorkshire and The Humber,region,2023-09-10,17.3
E12000003,Yorkshire and The Humber,region,2023-09-09,17.5
E12000003,Yorkshire and The Humber,region,2023-09-08,18.0
E12000003,Yorkshire and The Humber,region,2023-09-07,17.9
E12000003,Yorkshire and The Humber,region,2023-09-06,17.1
E12000003,Yorkshire and The Humber,region,2023-09-05,16.8
E12000003,Yorkshire and The Humber,region,2023-09-04,17.6
E12000003,Yorkshire and The Humber,region,2023-09-03,17.4
E12000003,Yorkshire and The Humber,region,2023-09-02,15.9
E12000003,Yorkshire and The Humber,region,2023-09-01,15.2
E12000003,Yorkshire and The Humber,region,2023-08-31,15.0
E12000003,Yorkshire and The Humber,region,2023-08-30,15.2
E12000003,Yorkshire and The Humber,region,2023-08-29,14.7
E12000003,Yorkshire and The Humber,region,2023-08-28,14.0
E12000003,Yorkshire and The Humber,region,2023-08-27,13.4
E12000003,Yorkshire and The Humber,region,2023-08-26,13.3
E12000003,Yorkshire and The Humber,region,2023-08-25,13.7
E12000003,Yorkshire and The Humber,region,2023-08-24,13.9
E12000003,Yorkshire and The Humber,region,2023-08-23,13.1
E12000003,Yorkshire and The Humber,region,2023-08-22,13.3
E12000003,Yorkshire and The Humber,region,2023-08-21,13.4
E12000003,Yorkshire and The Humber,region,2023-08-20,13.2
E12000003,Yorkshire and The Humber,region,2023-08-19,13.2
E12000003,Yorkshire and The Humber,region,2023-08-18,13.0
E12000003,Yorkshire and The Humber,region,2023-08-17,12.6
E12000003,Yorkshire and The Humber,region,2023-08-16,12.6
E12000003,Yorkshire and The Humber,region,2023-08-15,12.8
E12000003,Yorkshire and The Humber,region,2023-08-14,12.4
E12000003,Yorkshire and The Humber,region,2023-08-13,12.3
E12000003,Yorkshire and The Humber,region,2023-08-12,12.2
E12000003,Yorkshire and The Humber,region,2023-08-11,12.6
E12000003,Yorkshire and The Humber,region,2023-08-10,11.6
E12000003,Yorkshire and The Humber,region,2023-08-09,11.7
E12000003,Yorkshire and The Humber,region,2023-08-08,10.4
E12000003,Yorkshire and The Humber,region,2023-08-07,9.6
E12000003,Yorkshire and The Humber,region,2023-08-06,9.5
E12000003,Yorkshire and The Humber,region,2023-08-05,9.7
E12000003,Yorkshire and The Humber,region,2023-08-04,8.9
E12000003,Yorkshire and The Humber,region,2023-08-03,8.9
E12000003,Yorkshire and The Humber,region,2023-08-02,8.3
E12000003,Yorkshire and The Humber,region,2023-08-01,8.1
E12000003,Yorkshire and The Humber,region,2023-07-31,7.6
E12000003,Yorkshire and The Humber,region,2023-07-30,7.3
E12000003,Yorkshire and The Humber,region,2023-07-29,6.8
E12000003,Yorkshire and The Humber,region,2023-07-28,6.9
E12000003,Yorkshire and The Humber,region,2023-07-27,6.7
E12000003,Yorkshire and The Humber,region,2023-07-26,6.8
E12000003,Yorkshire and The Humber,region,2023-07-25,6.7
E12000003,Yorkshire and The Humber,region,2023-07-24,6.7
E12000003,Yorkshire and The Humber,region,2023-07-23,5.5
E12000003,Yorkshire and The Humber,region,2023-07-22,5.9
E12000003,Yorkshire and The Humber,region,2023-07-21,5.9
E12000003,Yorkshire and The Humber,region,2023-07-20,6.1
E12000003,Yorkshire and The Humber,region,2023-07-19,6.1
E12000003,Yorkshire and The Humber,region,2023-07-18,5.7
E12000003,Yorkshire and The Humber,region,2023-07-17,5.5
E12000003,Yorkshire and The Humber,region,2023-07-16,5.2
E12000003,Yorkshire and The Humber,region,2023-07-15,5.0
E12000003,Yorkshire and The Humber,region,2023-07-14,4.7
E12000003,Yorkshire and The Humber,region,2023-07-13,4.5
E12000003,Yorkshire and The Humber,region,2023-07-12,4.3
E12000003,Yorkshire and The Humber,region,2023-07-11,4.3
E12000003,Yorkshire and The Humber,region,2023-07-10,4.4
E12000003,Yorkshire and The Humber,region,2023-07-09,4.3
E12000003,Yorkshire and The Humber,region,2023-07-08,4.3
E12000003,Yorkshire and The Humber,region,2023-07-07,4.1
E12000003,Yorkshire and The Humber,region,2023-07-06,4.2
E12000003,Yorkshire and The Humber,region,2023-07-05,4.3
E12000003,Yorkshire and The Humber,region,2023-07-04,4.4
E12000003,Yorkshire and The Humber,region,2023-07-03,4.5
E12000003,Yorkshire and The Humber,region,2023-07-02,4.4
E12000003,Yorkshire and The Humber,region,2023-07-01,4.5
E12000003,Yorkshire and The Humber,region,2023-06-30,4.8
E12000003,Yorkshire and The Humber,region,2023-06-29,4.5
E12000003,Yorkshire and The Humber,region,2023-06-28,4.6
E12000003,Yorkshire and The Humber,region,2023-06-27,4.4
E12000003,Yorkshire and The Humber,region,2023-06-26,4.1
E12000003,Yorkshire and The Humber,region,2023-06-25,3.8
E12000003,Yorkshire and The Humber,region,2023-06-24,3.9
E12000003,Yorkshire and The Humber,region,2023-06-23,4.0
E12000003,Yorkshire and The Humber,region,2023-06-22,4.2
E12000003,Yorkshire and The Humber,region,2023-06-21,4.1
E12000003,Yorkshire and The Humber,region,2023-06-20,4.3
E12000003,Yorkshire and The Humber,region,2023-06-19,4.5
E12000003,Yorkshire and The Humber,region,2023-06-18,4.6
E12000003,Yorkshire and The Humber,region,2023-06-17,4.7
E12000003,Yorkshire and The Humber,region,2023-06-16,5.0
E12000003,Yorkshire and The Humber,region,2023-06-15,5.1
E12000003,Yorkshire and The Humber,region,2023-06-14,5.3
E12000003,Yorkshire and The Humber,region,2023-06-13,5.5
E12000003,Yorkshire and The Humber,region,2023-06-12,6.1
E12000003,Yorkshire and The Humber,region,2023-06-11,6.5
E12000003,Yorkshire and The Humber,region,2023-06-10,6.4
E12000003,Yorkshire and The Humber,region,2023-06-09,6.3
E12000003,Yorkshire and The Humber,region,2023-06-08,6.3
E12000003,Yorkshire and The Humber,region,2023-06-07,6.2
E12000003,Yorkshire and The Humber,region,2023-06-06,6.0
E12000003,Yorkshire and The Humber,region,2023-06-05,6.0
E12000003,Yorkshire and The Humber,region,2023-06-04,5.3
E12000003,Yorkshire and The Humber,region,2023-06-03,5.4
E12000003,Yorkshire and The Humber,region,2023-06-02,5.8
E12000003,Yorkshire and The Humber,region,2023-06-01,5.9
E12000003,Yorkshire and The Humber,region,2023-05-31,5.9
E12000003,Yorkshire and The Humber,region,2023-05-30,6.2
E12000003,Yorkshire and The Humber,region,2023-05-29,6.3
E12000003,Yorkshire and The Humber,region,2023-05-28,6.5
E12000003,Yorkshire and The Humber,region,2023-05-27,6.7
E12000003,Yorkshire and The Humber,region,2023-05-26,6.5
E12000003,Yorkshire and The Humber,region,2023-05-25,6.6
E12000003,Yorkshire and The Humber,region,2023-05-24,6.9
E12000003,Yorkshire and The Humber,region,2023-05-23,6.9
E12000003,Yorkshire and The Humber,region,2023-05-22,7.0
E12000003,Yorkshire and The Humber,region,2023-05-21,7.3
E12000003,Yorkshire and The Humber,region,2023-05-20,7.4
E12000003,Yorkshire and The Humber,region,2023-05-19,7.5
E12000003,Yorkshire and The Humber,region,2023-05-18,7.7
E12000003,Yorkshire and The Humber,region,2023-05-17,7.5
E12000003,Yorkshire and The Humber,region,2023-05-16,8.1
E12000003,Yorkshire and The Humber,region,2023-05-15,8.4
E12000003,Yorkshire and The Humber,region,2023-05-14,8.3
E12000003,Yorkshire and The Humber,region,2023-05-13,8.4
E12000003,Yorkshire and The Humber,region,2023-05-12,8.3
E12000003,Yorkshire and The Humber,region,2023-05-11,8.3
E12000003,Yorkshire and The Humber,region,2023-05-10,8.5
E12000003,Yorkshire and The Humber,region,2023-05-09,8.6
E12000003,Yorkshire and The Humber,region,2023-05-08,8.4
E12000003,Yorkshire and The Humber,region,2023-05-07,8.2
E12000003,Yorkshire and The Humber,region,2023-05-06,8.4
E12000003,Yorkshire and The Humber,region,2023-05-05,9.0
E12000003,Yorkshire and The Humber,region,2023-05-04,9.3
E12000003,Yorkshire and The Humber,region,2023-05-03,9.5
E12000003,Yorkshire and The Humber,region,2023-05-02,9.2
E12000003,Yorkshire and The Humber,region,2023-05-01,9.0
E12000003,Yorkshire and The Humber,region,2023-04-30,9.0
E12000003,Yorkshire and The Humber,region,2023-04-29,9.0
E12000003,Yorkshire and The Humber,region,2023-04-28,8.8
E12000003,Yorkshire and The Humber,region,2023-04-27,9.2
E12000003,Yorkshire and The Humber,region,2023-04-26,9.1
E12000003,Yorkshire and The Humber,region,2023-04-25,9.2
E12000003,Yorkshire and The Humber,region,2023-04-24,9.3
E12000003,Yorkshire and The Humber,region,2023-04-23,9.2
E12000003,Yorkshire and The Humber,region,2023-04-22,9.6
E12000003,Yorkshire and The Humber,region,2023-04-21,9.4
E12000003,Yorkshire and The Humber,region,2023-04-20,9.9
E12000003,Yorkshire and The Humber,region,2023-04-19,10.2
E12000003,Yorkshire and The Humber,region,2023-04-18,11.0
E12000003,Yorkshire and The Humber,region,2023-04-17,11.3
E12000003,Yorkshire and The Humber,region,2023-04-16,11.7
E12000003,Yorkshire and The Humber,region,2023-04-15,11.6
E12000003,Yorkshire and The Humber,region,2023-04-14,12.1
E12000003,Yorkshire and The Humber,region,2023-04-13,12.4
E12000003,Yorkshire and The Humber,region,2023-04-12,12.5
E12000003,Yorkshire and The Humber,region,2023-04-11,12.6
E12000003,Yorkshire and The Humber,region,2023-04-10,12.2
E12000003,Yorkshire and The Humber,region,2023-04-09,11.8
E12000003,Yorkshire and The Humber,region,2023-04-08,11.8
E12000003,Yorkshire and The Humber,region,2023-04-07,11.9
E12000003,Yorkshire and The Humber,region,2023-04-06,12.1
E12000003,Yorkshire and The Humber,region,2023-04-05,12.0
E12000003,Yorkshire and The Humber,region,2023-04-04,11.5
E12000003,Yorkshire and The Humber,region,2023-04-03,11.0
E12000003,Yorkshire and The Humber,region,2023-04-02,10.0
E12000003,Yorkshire and The Humber,region,2023-04-01,10.2
E12000003,Yorkshire and The Humber,region,2023-03-31,10.0
E12000003,Yorkshire and The Humber,region,2023-03-30,10.6
E12000003,Yorkshire and The Humber,region,2023-03-29,10.7
E12000003,Yorkshire and The Humber,region,2023-03-28,10.9
E12000003,Yorkshire and The Humber,region,2023-03-27,11.5
E12000003,Yorkshire and The Humber,region,2023-03-26,11.7
E12000003,Yorkshire and The Humber,region,2023-03-25,11.7
E12000003,Yorkshire and The Humber,region,2023-03-24,11.9
E12000003,Yorkshire and The Humber,region,2023-03-23,12.0
E12000003,Yorkshire and The Humber,region,2023-03-22,12.0
E12000003,Yorkshire and The Humber,region,2023-03-21,12.3
E12000003,Yorkshire and The Humber,region,2023-03-20,12.5
E12000003,Yorkshire and The Humber,region,2023-03-19,12.6
E12000003,Yorkshire and The Humber,region,2023-03-18,12.9
E12000003,Yorkshire and The Humber,region,2023-03-17,12.9
E12000003,Yorkshire and The Humber,region,2023-03-16,12.5
E12000003,Yorkshire and The Humber,region,2023-03-15,12.6
E12000003,Yorkshire and The Humber,region,2023-03-14,12.8
E12000003,Yorkshire and The Humber,region,2023-03-13,12.5
E12000003,Yorkshire and The Humber,region,2023-03-12,12.1
E12000003,Yorkshire and The Humber,region,2023-03-11,11.9
E12000003,Yorkshire and The Humber,region,2023-03-10,11.7
E12000003,Yorkshire and The Humber,region,2023-03-09,11.9
E12000003,Yorkshire and The Humber,region,2023-03-08,11.9
E12000003,Yorkshire and The Humber,region,2023-03-07,11.6
E12000003,Yorkshire and The Humber,region,2023-03-06,11.8
E12000003,Yorkshire and The Humber,region,2023-03-05,11.6
E12000003,Yorkshire and The Humber,region,2023-03-04,11.5
E12000003,Yorkshire and The Humber,region,2023-03-03,11.7
E12000003,Yorkshire and The Humber,region,2023-03-02,12.0
E12000003,Yorkshire and The Humber,region,2023-03-01,12.3
E12000003,Yorkshire and The Humber,region,2023-02-28,12.0
E12000003,Yorkshire and The Humber,region,2023-02-27,12.4
E12000003,Yorkshire and The Humber,region,2023-02-26,12.1
E12000003,Yorkshire and The Humber,region,2023-02-25,12.1
E12000003,Yorkshire and The Humber,region,2023-02-24,12.1
E12000003,Yorkshire and The Humber,region,2023-02-23,12.3
E12000003,Yorkshire and The Humber,region,2023-02-22,12.4
E12000003,Yorkshire and The Humber,region,2023-02-21,12.7
E12000003,Yorkshire and The Humber,region,2023-02-20,12.4
E12000003,Yorkshire and The Humber,region,2023-02-19,12.4
E12000003,Yorkshire and The Humber,region,2023-02-18,12.1
E12000003,Yorkshire and The Humber,region,2023-02-17,11.8
E12000003,Yorkshire and The Humber,region,2023-02-16,11.6
E12000003,Yorkshire and The Humber,region,2023-02-15,11.1
E12000003,Yorkshire and The Humber,region,2023-02-14,11.2
E12000003,Yorkshire and The Humber,region,2023-02-13,11.1
E12000003,Yorkshire and The Humber,region,2023-02-12,10.4
E12000003,Yorkshire and The Humber,region,2023-02-11,10.5
E12000003,Yorkshire and The Humber,region,2023-02-10,10.6
E12000003,Yorkshire and The Humber,region,2023-02-09,10.7
E12000003,Yorkshire and The Humber,region,2023-02-08,10.6
E12000003,Yorkshire and The Humber,region,2023-02-07,10.6
E12000003,Yorkshire and The Humber,region,2023-02-06,10.7
E12000003,Yorkshire and The Humber,region,2023-02-05,10.7
E12000003,Yorkshire and The Humber,region,2023-02-04,10.7
E12000003,Yorkshire and The Humber,region,2023-02-03,10.6
E12000003,Yorkshire and The Humber,region,2023-02-02,10.9
E12000003,Yorkshire and The Humber,region,2023-02-01,11.0
E12000003,Yorkshire and The Humber,region,2023-01-31,10.9
E12000003,Yorkshire and The Humber,region,2023-01-30,10.8
E12000003,Yorkshire and The Humber,region,2023-01-29,10.0
E12000003,Yorkshire and The Humber,region,2023-01-28,9.8
E12000003,Yorkshire and The Humber,region,2023-01-27,10.0
E12000003,Yorkshire and The Humber,region,2023-01-26,9.7
E12000003,Yorkshire and The Humber,region,2023-01-25,9.2
E12000003,Yorkshire and The Humber,region,2023-01-24,8.6
E12000003,Yorkshire and The Humber,region,2023-01-23,8.3
E12000003,Yorkshire and The Humber,region,2023-01-22,8.3
E12000003,Yorkshire and The Humber,region,2023-01-21,8.1
E12000003,Yorkshire and The Humber,region,2023-01-20,7.9
E12000003,Yorkshire and The Humber,region,2023-01-19,8.0
E12000003,Yorkshire and The Humber,region,2023-01-18,8.1
E12000003,Yorkshire and The Humber,region,2023-01-17,8.2
E12000003,Yorkshire and The Humber,region,2023-01-16,8.6
E12000003,Yorkshire and The Humber,region,2023-01-15,8.3
E12000003,Yorkshire and The Humber,region,2023-01-14,8.5
E12000003,Yorkshire and The Humber,region,2023-01-13,9.0
E12000003,Yorkshire and The Humber,region,2023-01-12,9.6
E12000003,Yorkshire and The Humber,region,2023-01-11,10.3
E12000003,Yorkshire and The Humber,region,2023-01-10,10.6
E12000003,Yorkshire and The Humber,region,2023-01-09,10.8
E12000003,Yorkshire and The Humber,region,2023-01-08,11.2
E12000003,Yorkshire and The Humber,region,2023-01-07,11.2
E12000003,Yorkshire and The Humber,region,2023-01-06,11.2
E12000003,Yorkshire and The Humber,region,2023-01-05,11.4
E12000003,Yorkshire and The Humber,region,2023-01-04,11.5
E12000003,Yorkshire and The Humber,region,2023-01-03,12.4
E12000003,Yorkshire and The Humber,region,2023-01-02,12.1
