areaCode,areaName,areaType,date,newDeaths28DaysByPublishDate
E12000002,North West,region,2022-09-25,0
E12000002,North West,region,2022-09-24,0
E12000002,North West,region,2022-09-23,0
E12000002,North West,region,2022-09-22,62
E12000002,North West,region,2022-09-21,0
E12000002,North West,region,2022-09-20,0
E12000002,North West,region,2022-09-19,0
E12000002,North West,region,2022-09-18,0
E12000002,North West,region,2022-09-17,0
E12000002,North West,region,2022-09-16,0
E12000002,North West,region,2022-09-15,75
E12000002,North West,region,2022-09-14,0
E12000002,North West,region,2022-09-13,0
E12000002,North West,region,2022-09-12,0
E12000002,North West,region,2022-09-11,0
E12000002,North West,region,2022-09-10,0
E12000002,North West,region,2022-09-09,0
E12000002,North West,region,2022-09-08,119
E12000002,North West,region,2022-09-07,0
E12000002,North West,region,2022-09-06,0
E12000002,North West,region,2022-09-05,0
E12000002,North West,region,2022-09-04,0
E12000002,North West,region,2022-09-03,0
E12000002,North West,region,2022-09-02,0
E12000002,North West,region,2022-09-01,0
E12000002,North West,region,2022-08-31,78
E12000002,North West,region,2022-08-30,0
E12000002,North West,region,2022-08-29,0
E12000002,North West,region,2022-08-28,0
E12000002,North West,region,2022-08-27,0
E12000002,North West,region,2022-08-26,0
E12000002,North West,region,2022-08-25,0
E12000002,North West,region,2022-08-24,114
E12000002,North West,region,2022-08-23,0
E12000002,North West,region,2022-08-22,0
E12000002,North West,region,2022-08-21,0
E12000002,North West,region,2022-08-20,0
E12000002,North West,region,2022-08-19,0
E12000002,North West,region,2022-08-18,0
E12000002,North West,region,2022-08-17,151
E12000002,North West,region,2022-08-16,0
E12000002,North West,region,2022-08-15,0
E12000002,North West,region,2022-08-14,0
E12000002,North West,region,2022-08-13,0
E12000002,North West,region,2022-08-12,0
E12000002,North West,region,2022-08-11,0
E12000002,North West,region,2022-08-10,142
E12000002,North West,region,2022-08-09,0
E12000002,North West,region,2022-08-08,0
E12000002,North West,region,2022-08-07,0
E12000002,North West,region,2022-08-06,0
E12000002,North West,region,2022-08-05,0
E12000002,North West,region,2022-08-04,0
E12000002,North West,region,2022-08-03,163
E12000002,North West,region,2022-08-02,0
E12000002,North West,region,2022-08-01,0
E12000002,North West,region,2022-07-31,0
E12000002,North West,region,2022-07-30,0
E12000002,North West,region,2022-07-29,0
E12000002,North West,region,2022-07-28,0
E12000002,North West,region,2022-07-27,174
E12000002,North West,region,2022-07-26,0
E12000002,North West,region,2022-07-25,0
E12000002,North West,region,2022-07-24,0
E12000002,North West,region,2022-07-23,0
E12000002,North West,region,2022-07-22,0
E12000002,North West,region,2022-07-21,0
E12000002,North West,region,2022-07-20,158
E12000002,North West,region,2022-07-19,0
E12000002,North West,region,2022-07-18,0
E12000002,North West,region,2022-07-17,0
E12000002,North West,region,2022-07-16,0
E12000002,North West,region,2022-07-15,0
E12000002,North West,region,2022-07-14,0
E12000002,North West,region,2022-07-13,122
E12000002,North West,region,2022-07-12,0
E12000002,North West,region,2022-07-11,0
E12000002,North West,region,2022-07-10,0
E12000002,North West,region,2022-07-09,0
E12000002,North West,region,2022-07-08,0
E12000002,North West,region,2022-07-07,0
E12000002,North West,region,2022-07-06,33
E12000002,North West,region,2022-07-05,0
E12000002,North West,region,2022-07-04,0
E12000002,North West,region,2022-07-03,0
E12000002,North West,region,2022-07-02,0
E12000002,North West,region,2022-07-01,8
E12000002,North West,region,2022-06-30,12
E12000002,North West,region,2022-06-29,20
E12000002,North West,region,2022-06-28,19
E12000002,North West,region,2022-06-27,7
E12000002,North West,region,2022-06-26,0
E12000002,North West,region,2022-06-25,0
E12000002,North West,region,2022-06-24,13
E12000002,North West,region,2022-06-23,15
E12000002,North West,region,2022-06-22,14
E12000002,North West,region,2022-06-21,12
E12000002,North West,region,2022-06-20,4
E12000002,North West,region,2022-06-19,0
E12000002,North West,region,2022-06-18,0
E12000002,North West,region,2022-06-17,7
E12000002,North West,region,2022-06-16,7
E12000002,North West,region,2022-06-15,4
E12000002,North West,region,2022-06-14,14
E12000002,North West,region,2022-06-13,10
E12000002,North West,region,2022-06-12,0
E12000002,North West,region,2022-06-11,0
E12000002,North West,region,2022-06-10,10
E12000002,North West,region,2022-06-09,6
E12000002,North West,region,2022-06-08,12
E12000002,North West,region,2022-06-07,12
E12000002,North West,region,2022-06-06,12
E12000002,North West,region,2022-06-05,0
E12000002,North West,region,2022-06-04,0
E12000002,North West,region,2022-06-03,0
E12000002,North West,region,2022-06-02,0
E12000002,North West,region,2022-06-01,9
E12000002,North West,region,2022-05-31,17
E12000002,North West,region,2022-05-30,16
E12000002,North West,region,2022-05-29,0
E12000002,North West,region,2022-05-28,0
E12000002,North West,region,2022-05-27,8
E12000002,North West,region,2022-05-26,6
E12000002,North West,region,2022-05-25,16
E12000002,North West,region,2022-05-24,11
E12000002,North West,region,2022-05-23,18
E12000002,North West,region,2022-05-22,0
E12000002,North West,region,2022-05-21,0
E12000002,North West,region,2022-05-20,25
E12000002,North West,region,2022-05-19,18
E12000002,North West,region,2022-05-18,18
E12000002,North West,region,2022-05-17,27
E12000002,North West,region,2022-05-16,22
E12000002,North West,region,2022-05-15,0
E12000002,North West,region,2022-05-14,0
E12000002,North West,region,2022-05-13,13
E12000002,North West,region,2022-05-12,17
E12000002,North West,region,2022-05-11,34
E12000002,North West,region,2022-05-10,43
E12000002,North West,region,2022-05-09,36
E12000002,North West,region,2022-05-08,0
E12000002,North West,region,2022-05-07,0
E12000002,North West,region,2022-05-06,32
E12000002,North West,region,2022-05-05,47
E12000002,North West,region,2022-05-04,24
E12000002,North West,region,2022-05-03,75
E12000002,North West,region,2022-05-02,0
E12000002,North West,region,2022-05-01,0
E12000002,North West,region,2022-04-30,0
E12000002,North West,region,2022-04-29,40
E12000002,North West,region,2022-04-28,25
E12000002,North West,region,2022-04-27,41
E12000002,North West,region,2022-04-26,48
E12000002,North West,region,2022-04-25,54
E12000002,North West,region,2022-04-24,0
E12000002,North West,region,2022-04-23,0
E12000002,North West,region,2022-04-22,31
E12000002,North West,region,2022-04-21,85
E12000002,North West,region,2022-04-20,60
E12000002,North West,region,2022-04-19,74
E12000002,North West,region,2022-04-18,0
E12000002,North West,region,2022-04-17,0
E12000002,North West,region,2022-04-16,0
E12000002,North West,region,2022-04-15,0
E12000002,North West,region,2022-04-14,23
E12000002,North West,region,2022-04-13,81
E12000002,North West,region,2022-04-12,19
E12000002,North West,region,2022-04-11,56
E12000002,North West,region,2022-04-10,0
E12000002,North West,region,2022-04-09,0
E12000002,North West,region,2022-04-08,26
E12000002,North West,region,2022-04-07,48
E12000002,North West,region,2022-04-06,459
E12000002,North West,region,2022-04-05,26
E12000002,North West,region,2022-04-04,21
E12000002,North West,region,2022-04-03,0
E12000002,North West,region,2022-04-02,0
E12000002,North West,region,2022-04-01,17
E12000002,North West,region,2022-03-31,17
E12000002,North West,region,2022-03-30,24
E12000002,North West,region,2022-03-29,30
E12000002,North West,region,2022-03-28,14
E12000002,North West,region,2022-03-27,0
E12000002,North West,region,2022-03-26,0
E12000002,North West,region,2022-03-25,22
E12000002,North West,region,2022-03-24,10
E12000002,North West,region,2022-03-23,18
E12000002,North West,region,2022-03-22,27
E12000002,North West,region,2022-03-21,12
E12000002,North West,region,2022-03-20,0
E12000002,North West,region,2022-03-19,0
E12000002,North West,region,2022-03-18,14
E12000002,North West,region,2022-03-17,15
E12000002,North West,region,2022-03-16,7
E12000002,North West,region,2022-03-15,17
E12000002,North West,region,2022-03-14,19
E12000002,North West,region,2022-03-13,0
E12000002,North West,region,2022-03-12,0
E12000002,North West,region,2022-03-11,9
E12000002,North West,region,2022-03-10,14
E12000002,North West,region,2022-03-09,10
E12000002,North West,region,2022-03-08,24
E12000002,North West,region,2022-03-07,20
E12000002,North West,region,2022-03-06,0
E12000002,North West,region,2022-03-05,0
E12000002,North West,region,2022-03-04,13
E12000002,North West,region,2022-03-03,21
E12000002,North West,region,2022-03-02,5
E12000002,North West,region,2022-03-01,9
E12000002,North West,region,2022-02-28,16
E12000002,North West,region,2022-02-27,0
E12000002,North West,region,2022-02-26,0
E12000002,North West,region,2022-02-25,8
E12000002,North West,region,2022-02-24,19
E12000002,North West,region,2022-02-23,10
E12000002,North West,region,2022-02-22,17
E12000002,North West,region,2022-02-21,3
E12000002,North West,region,2022-02-20,29
E12000002,North West,region,2022-02-19,27
E12000002,North West,region,2022-02-18,20
E12000002,North West,region,2022-02-17,20
E12000002,North West,region,2022-02-16,21
E12000002,North West,region,2022-02-15,19
E12000002,North West,region,2022-02-14,6
E12000002,North West,region,2022-02-13,6
E12000002,North West,region,2022-02-12,19
E12000002,North West,region,2022-02-11,21
E12000002,North West,region,2022-02-10,38
E12000002,North West,region,2022-02-09,36
E12000002,North West,region,2022-02-08,36
E12000002,North West,region,2022-02-07,11
E12000002,North West,region,2022-02-06,4
E12000002,North West,region,2022-02-05,40
E12000002,North West,region,2022-02-04,40
E12000002,North West,region,2022-02-03,48
E12000002,North West,region,2022-02-02,92
E12000002,North West,region,2022-02-01,198
E12000002,North West,region,2022-01-31,9
E12000002,North West,region,2022-01-30,15
E12000002,North West,region,2022-01-29,42
E12000002,North West,region,2022-01-28,48
E12000002,North West,region,2022-01-27,40
E12000002,North West,region,2022-01-26,46
E12000002,North West,region,2022-01-25,62
E12000002,North West,region,2022-01-24,17
E12000002,North West,region,2022-01-23,11
E12000002,North West,region,2022-01-22,60
E12000002,North West,region,2022-01-21,42
E12000002,North West,region,2022-01-20,46
E12000002,North West,region,2022-01-19,51
E12000002,North West,region,2022-01-18,70
E12000002,North West,region,2022-01-17,12
E12000002,North West,region,2022-01-16,17
E12000002,North West,region,2022-01-15,49
E12000002,North West,region,2022-01-14,47
E12000002,North West,region,2022-01-13,53
E12000002,North West,region,2022-01-12,56
E12000002,North West,region,2022-01-11,72
E12000002,North West,region,2022-01-10,16
E12000002,North West,region,2022-01-09,15
E12000002,North West,region,2022-01-08,57
E12000002,North West,region,2022-01-07,27
E12000002,North West,region,2022-01-06,49
E12000002,North West,region,2022-01-05,49
E12000002,North West,region,2022-01-04,7
E12000002,North West,region,2022-01-03,8
E12000002,North West,region,2022-01-02,11
E12000002,North West,region,2022-01-01,37
E12000002,North West,region,2021-12-31,30
E12000002,North West,region,2021-12-30,41
E12000002,North West,region,2021-12-29,3
E12000002,North West,region,2021-12-28,2
E12000002,North West,region,2021-12-27,17
E12000002,North West,region,2021-12-26,0
E12000002,North West,region,2021-12-25,0
E12000002,North West,region,2021-12-24,15
E12000002,North West,region,2021-12-23,18
E12000002,North West,region,2021-12-22,22
E12000002,North West,region,2021-12-21,18
E12000002,North West,region,2021-12-20,3
E12000002,North West,region,2021-12-19,6
E12000002,North West,region,2021-12-18,12
E12000002,North West,region,2021-12-17,17
E12000002,North West,region,2021-12-16,27
E12000002,North West,region,2021-12-15,18
E12000002,North West,region,2021-12-14,22
E12000002,North West,region,2021-12-13,2
E12000002,North West,region,2021-12-12,2
E12000002,North West,region,2021-12-11,19
E12000002,North West,region,2021-12-10,17
E12000002,North West,region,2021-12-09,13
E12000002,North West,region,2021-12-08,19
E12000002,North West,region,2021-12-07,28
E12000002,North West,region,2021-12-06,0
E12000002,North West,region,2021-12-05,5
E12000002,North West,region,2021-12-04,14
E12000002,North West,region,2021-12-03,12
E12000002,North West,region,2021-12-02,17
E12000002,North West,region,2021-12-01,25
E12000002,North West,region,2021-11-30,23
E12000002,North West,region,2021-11-29,4
E12000002,North West,region,2021-11-28,2
E12000002,North West,region,2021-11-27,23
E12000002,North West,region,2021-11-26,15
E12000002,North West,region,2021-11-25,8
E12000002,North West,region,2021-11-24,27
E12000002,North West,region,2021-11-23,15
E12000002,North West,region,2021-11-22,2
E12000002,North West,region,2021-11-21,6
E12000002,North West,region,2021-11-20,26
E12000002,North West,region,2021-11-19,22
E12000002,North West,region,2021-11-18,24
E12000002,North West,region,2021-11-17,36
E12000002,North West,region,2021-11-16,33
E12000002,North West,region,2021-11-15,8
E12000002,North West,region,2021-11-14,9
E12000002,North West,region,2021-11-13,14
E12000002,North West,region,2021-11-12,14
E12000002,North West,region,2021-11-11,27
E12000002,North West,region,2021-11-10,25
E12000002,North West,region,2021-11-09,48
E12000002,North West,region,2021-11-08,6
E12000002,North West,region,2021-11-07,4
E12000002,North West,region,2021-11-06,26
E12000002,North West,region,2021-11-05,35
E12000002,North West,region,2021-11-04,27
E12000002,North West,region,2021-11-03,31
E12000002,North West,region,2021-11-02,36
E12000002,North West,region,2021-11-01,2
E12000002,North West,region,2021-10-31,6
E12000002,North West,region,2021-10-30,30
E12000002,North West,region,2021-10-29,18
E12000002,North West,region,2021-10-28,18
E12000002,North West,region,2021-10-27,33
E12000002,North West,region,2021-10-26,36
E12000002,North West,region,2021-10-25,0
E12000002,North West,region,2021-10-24,9
E12000002,North West,region,2021-10-23,27
E12000002,North West,region,2021-10-22,14
E12000002,North West,region,2021-10-21,16
E12000002,North West,region,2021-10-20,23
E12000002,North West,region,2021-10-19,37
E12000002,North West,region,2021-10-18,0
E12000002,North West,region,2021-10-17,9
E12000002,North West,region,2021-10-16,22
E12000002,North West,region,2021-10-15,14
E12000002,North West,region,2021-10-14,17
E12000002,North West,region,2021-10-13,31
E12000002,North West,region,2021-10-12,19
E12000002,North West,region,2021-10-11,1
E12000002,North West,region,2021-10-10,6
E12000002,North West,region,2021-10-09,18
E12000002,North West,region,2021-10-08,23
E12000002,North West,region,2021-10-07,11
E12000002,North West,region,2021-10-06,15
E12000002,North West,region,2021-10-05,23
E12000002,North West,region,2021-10-04,0
E12000002,North West,region,2021-10-03,5
E12000002,North West,region,2021-10-02,29
E12000002,North West,region,2021-10-01,11
E12000002,North West,region,2021-09-30,10
E12000002,North West,region,2021-09-29,13
E12000002,North West,region,2021-09-28,14
E12000002,North West,region,2021-09-27,0
E12000002,North West,region,2021-09-26,9
E12000002,North West,region,2021-09-25,21
E12000002,North West,region,2021-09-24,10
E12000002,North West,region,2021-09-23,20
E12000002,North West,region,2021-09-22,21
E12000002,North West,region,2021-09-21,30
E12000002,North West,region,2021-09-20,4
E12000002,North West,region,2021-09-19,9
E12000002,North West,region,2021-09-18,22
E12000002,North West,region,2021-09-17,25
E12000002,North West,region,2021-09-16,24
E12000002,North West,region,2021-09-15,20
E12000002,North West,region,2021-09-14,27
E12000002,North West,region,2021-09-13,3
E12000002,North West,region,2021-09-12,7
E12000002,North West,region,2021-09-11,25
E12000002,North West,region,2021-09-10,15
E12000002,North West,region,2021-09-09,20
E12000002,North West,region,2021-09-08,33
E12000002,North West,region,2021-09-07,21
E12000002,North West,region,2021-09-06,5
E12000002,North West,region,2021-09-05,7
E12000002,North West,region,2021-09-04,19
E12000002,North West,region,2021-09-03,12
E12000002,North West,region,2021-09-02,22
E12000002,North West,region,2021-09-01,23
E12000002,North West,region,2021-08-31,2
E12000002,North West,region,2021-08-30,5
E12000002,North West,region,2021-08-29,9
E12000002,North West,region,2021-08-28,18
E12000002,North West,region,2021-08-27,12
E12000002,North West,region,2021-08-26,14
E12000002,North West,region,2021-08-25,26
E12000002,North West,region,2021-08-24,21
E12000002,North West,region,2021-08-23,2
E12000002,North West,region,2021-08-22,4
E12000002,North West,region,2021-08-21,16
E12000002,North West,region,2021-08-20,14
E12000002,North West,region,2021-08-19,8
E12000002,North West,region,2021-08-18,15
E12000002,North West,region,2021-08-17,21
E12000002,North West,region,2021-08-16,5
E12000002,North West,region,2021-08-15,10
E12000002,North West,region,2021-08-14,13
E12000002,North West,region,2021-08-13,17
E12000002,North West,region,2021-08-12,22
E12000002,North West,region,2021-08-11,18
E12000002,North West,region,2021-08-10,25
E12000002,North West,region,2021-08-09,3
E12000002,North West,region,2021-08-08,9
E12000002,North West,region,2021-08-07,17
E12000002,North West,region,2021-08-06,14
E12000002,North West,region,2021-08-05,10
E12000002,North West,region,2021-08-04,15
E12000002,North West,region,2021-08-03,22
E12000002,North West,region,2021-08-02,4
E12000002,North West,region,2021-08-01,9
E12000002,North West,region,2021-07-31,16
E12000002,North West,region,2021-07-30,16
E12000002,North West,region,2021-07-29,13
E12000002,North West,region,2021-07-28,19
E12000002,North West,region,2021-07-27,25
E12000002,North West,region,2021-07-26,1
E12000002,North West,region,2021-07-25,8
E12000002,North West,region,2021-07-24,17
E12000002,North West,region,2021-07-23,20
E12000002,North West,region,2021-07-22,13
E12000002,North West,region,2021-07-21,14
E12000002,North West,region,2021-07-20,19
E12000002,North West,region,2021-07-19,7
E12000002,North West,region,2021-07-18,7
E12000002,North West,region,2021-07-17,12
E12000002,North West,region,2021-07-16,14
E12000002,North West,region,2021-07-15,13
E12000002,North West,region,2021-07-14,8
E12000002,North West,region,2021-07-13,19
E12000002,North West,region,2021-07-12,1
E12000002,North West,region,2021-07-11,8
E12000002,North West,region,2021-07-10,13
E12000002,North West,region,2021-07-09,7
E12000002,North West,region,2021-07-08,12
E12000002,North West,region,2021-07-07,9
E12000002,North West,region,2021-07-06,12
E12000002,North West,region,2021-07-05,1
E12000002,North West,region,2021-07-04,5
E12000002,North West,region,2021-07-03,5
E12000002,North West,region,2021-07-02,12
E12000002,North West,region,2021-07-01,3
E12000002,North West,region,2021-06-30,5
E12000002,North West,region,2021-06-29,9
E12000002,North West,region,2021-06-28,2
E12000002,North West,region,2021-06-27,1
E12000002,North West,region,2021-06-26,6
E12000002,North West,region,2021-06-25,10
E12000002,North West,region,2021-06-24,9
E12000002,North West,region,2021-06-23,7
E12000002,North West,region,2021-06-22,8
E12000002,North West,region,2021-06-21,5
E12000002,North West,region,2021-06-20,2
E12000002,North West,region,2021-06-19,7
E12000002,North West,region,2021-06-18,3
E12000002,North West,region,2021-06-17,7
E12000002,North West,region,2021-06-16,22
E12000002,North West,region,2021-06-15,4
E12000002,North West,region,2021-06-14,0
E12000002,North West,region,2021-06-13,2
E12000002,North West,region,2021-06-12,0
E12000002,North West,region,2021-06-11,7
E12000002,North West,region,2021-06-10,0
E12000002,North West,region,2021-06-09,2
E12000002,North West,region,2021-06-08,6
E12000002,North West,region,2021-06-07,1
E12000002,North West,region,2021-06-06,2
E12000002,North West,region,2021-06-05,1
E12000002,North West,region,2021-06-04,5
E12000002,North West,region,2021-06-03,3
E12000002,North West,region,2021-06-02,2
E12000002,North West,region,2021-06-01,2
E12000002,North West,region,2021-05-31,0
E12000002,North West,region,2021-05-30,2
E12000002,North West,region,2021-05-29,3
E12000002,North West,region,2021-05-28,1
E12000002,North West,region,2021-05-27,4
E12000002,North West,region,2021-05-26,2
E12000002,North West,region,2021-05-25,3
E12000002,North West,region,2021-05-24,3
E12000002,North West,region,2021-05-23,0
E12000002,North West,region,2021-05-22,2
E12000002,North West,region,2021-05-21,0
E12000002,North West,region,2021-05-20,4
E12000002,North West,region,2021-05-19,0
E12000002,North West,region,2021-05-18,1
E12000002,North West,region,2021-05-17,0
E12000002,North West,region,2021-05-16,0
E12000002,North West,region,2021-05-15,1
E12000002,North West,region,2021-05-14,5
E12000002,North West,region,2021-05-13,4
E12000002,North West,region,2021-05-12,3
E12000002,North West,region,2021-05-11,5
E12000002,North West,region,2021-05-10,0
E12000002,North West,region,2021-05-09,0
E12000002,North West,region,2021-05-08,1
E12000002,North West,region,2021-05-07,0
E12000002,North West,region,2021-05-06,3
E12000002,North West,region,2021-05-05,0
E12000002,North West,region,2021-05-04,0
E12000002,North West,region,2021-05-03,2
E12000002,North West,region,2021-05-02,4
E12000002,North West,region,2021-05-01,0
E12000002,North West,region,2021-04-30,2
E12000002,North West,region,2021-04-29,5
E12000002,North West,region,2021-04-28,7
E12000002,North West,region,2021-04-27,2
E12000002,North West,region,2021-04-26,0
E12000002,North West,region,2021-04-25,1
E12000002,North West,region,2021-04-24,7
E12000002,North West,region,2021-04-23,8
E12000002,North West,region,2021-04-22,0
E12000002,North West,region,2021-04-21,8
E12000002,North West,region,2021-04-20,5
E12000002,North West,region,2021-04-19,0
E12000002,North West,region,2021-04-18,0
E12000002,North West,region,2021-04-17,7
E12000002,North West,region,2021-04-16,2
E12000002,North West,region,2021-04-15,2
E12000002,North West,region,2021-04-14,6
E12000002,North West,region,2021-04-13,3
E12000002,North West,region,2021-04-12,6
E12000002,North West,region,2021-04-11,0
E12000002,North West,region,2021-04-10,11
E12000002,North West,region,2021-04-09,4
E12000002,North West,region,2021-04-08,9
E12000002,North West,region,2021-04-07,7
E12000002,North West,region,2021-04-06,4
E12000002,North West,region,2021-04-05,0
E12000002,North West,region,2021-04-04,0
E12000002,North West,region,2021-04-03,3
E12000002,North West,region,2021-04-02,10
E12000002,North West,region,2021-04-01,4
E12000002,North West,region,2021-03-31,6
E12000002,North West,region,2021-03-30,6
E12000002,North West,region,2021-03-29,2
E12000002,North West,region,2021-03-28,7
E12000002,North West,region,2021-03-27,8
E12000002,North West,region,2021-03-26,12
E12000002,North West,region,2021-03-25,11
E12000002,North West,region,2021-03-24,15
E12000002,North West,region,2021-03-23,24
E12000002,North West,region,2021-03-22,0
E12000002,North West,region,2021-03-21,5
E12000002,North West,region,2021-03-20,8
E12000002,North West,region,2021-03-19,18
E12000002,North West,region,2021-03-18,17
E12000002,North West,region,2021-03-17,20
E12000002,North West,region,2021-03-16,28
E12000002,North West,region,2021-03-15,3
E12000002,North West,region,2021-03-14,1
E12000002,North West,region,2021-03-13,18
E12000002,North West,region,2021-03-12,29
E12000002,North West,region,2021-03-11,22
E12000002,North West,region,2021-03-10,20
E12000002,North West,region,2021-03-09,48
E12000002,North West,region,2021-03-08,7
E12000002,North West,region,2021-03-07,4
E12000002,North West,region,2021-03-06,23
E12000002,North West,region,2021-03-05,31
E12000002,North West,region,2021-03-04,27
E12000002,North West,region,2021-03-03,39
E12000002,North West,region,2021-03-02,46
E12000002,North West,region,2021-03-01,10
E12000002,North West,region,2021-02-28,66
E12000002,North West,region,2021-02-27,0
E12000002,North West,region,2021-02-26,55
E12000002,North West,region,2021-02-25,28
E12000002,North West,region,2021-02-24,68
E12000002,North West,region,2021-02-23,79
E12000002,North West,region,2021-02-22,18
E12000002,North West,region,2021-02-21,19
E12000002,North West,region,2021-02-20,67
E12000002,North West,region,2021-02-19,79
E12000002,North West,region,2021-02-18,63
E12000002,North West,region,2021-02-17,89
E12000002,North West,region,2021-02-16,203
E12000002,North West,region,2021-02-15,0
E12000002,North West,region,2021-02-14,25
E12000002,North West,region,2021-02-13,90
E12000002,North West,region,2021-02-12,95
E12000002,North West,region,2021-02-11,75
E12000002,North West,region,2021-02-10,136
E12000002,North West,region,2021-02-09,159
E12000002,North West,region,2021-02-08,32
E12000002,North West,region,2021-02-07,33
E12000002,North West,region,2021-02-06,100
E12000002,North West,region,2021-02-05,131
E12000002,North West,region,2021-02-04,120
E12000002,North West,region,2021-02-03,170
E12000002,North West,region,2021-02-02,208
E12000002,North West,region,2021-02-01,27
E12000002,North West,region,2021-01-31,68
E12000002,North West,region,2021-01-30,154
E12000002,North West,region,2021-01-29,130
E12000002,North West,region,2021-01-28,139
E12000002,North West,region,2021-01-27,222
E12000002,North West,region,2021-01-26,197
E12000002,North West,region,2021-01-25,47
E12000002,North West,region,2021-01-24,54
E12000002,North West,region,2021-01-23,133
E12000002,North West,region,2021-01-22,133
E12000002,North West,region,2021-01-21,129
E12000002,North West,region,2021-01-20,197
E12000002,North West,region,2021-01-19,155
E12000002,North West,region,2021-01-18,51
E12000002,North West,region,2021-01-17,47
E12000002,North West,region,2021-01-16,130
E12000002,North West,region,2021-01-15,111
E12000002,North West,region,2021-01-14,113
E12000002,North West,region,2021-01-13,155
E12000002,North West,region,2021-01-12,133
E12000002,North West,region,2021-01-11,23
E12000002,North West,region,2021-01-10,36
E12000002,North West,region,2021-01-09,97
E12000002,North West,region,2021-01-08,98
E12000002,North West,region,2021-01-07,97
E12000002,North West,region,2021-01-06,81
E12000002,North West,region,2021-01-05,104
E12000002,North West,region,2021-01-04,35
E12000002,North West,region,2021-01-03,35
E12000002,North West,region,2021-01-02,20
E12000002,North West,region,2021-01-01,55
E12000002,North West,region,2020-12-31,91
E12000002,North West,region,2020-12-30,149
E12000002,North West,region,2020-12-29,45
E12000002,North West,region,2020-12-28,30
E12000002,North West,region,2020-12-27,23
E12000002,North West,region,2020-12-26,6
E12000002,North West,region,2020-12-25,71
E12000002,North West,region,2020-12-24,47
E12000002,North West,region,2020-12-23,83
E12000002,North West,region,2020-12-22,89
E12000002,North West,region,2020-12-21,29
E12000002,North West,region,2020-12-20,38
E12000002,North West,region,2020-12-19,31
E12000002,North West,region,2020-12-18,59
E12000002,North West,region,2020-12-17,52
E12000002,North West,region,2020-12-16,64
E12000002,North West,region,2020-12-15,64
E12000002,North West,region,2020-12-14,28
E12000002,North West,region,2020-12-13,13
E12000002,North West,region,2020-12-12,63
E12000002,North West,region,2020-12-11,57
E12000002,North West,region,2020-12-10,77
E12000002,North West,region,2020-12-09,68
E12000002,North West,region,2020-12-08,107
E12000002,North West,region,2020-12-07,14
E12000002,North West,region,2020-12-06,35
E12000002,North West,region,2020-12-05,58
E12000002,North West,region,2020-12-04,63
E12000002,North West,region,2020-12-03,42
E12000002,North West,region,2020-12-02,111
E12000002,North West,region,2020-12-01,95
E12000002,North West,region,2020-11-30,20
E12000002,North West,region,2020-11-29,26
E12000002,North West,region,2020-11-28,58
E12000002,North West,region,2020-11-27,84
E12000002,North West,region,2020-11-26,75
E12000002,North West,region,2020-11-25,125
E12000002,North West,region,2020-11-24,108
E12000002,North West,region,2020-11-23,27
E12000002,North West,region,2020-11-22,73
E12000002,North West,region,2020-11-21,60
E12000002,North West,region,2020-11-20,89
E12000002,North West,region,2020-11-19,105
E12000002,North West,region,2020-11-18,105
E12000002,North West,region,2020-11-17,159
E12000002,North West,region,2020-11-16,43
E12000002,North West,region,2020-11-15,25
E12000002,North West,region,2020-11-14,97
E12000002,North West,region,2020-11-13,56
E12000002,North West,region,2020-11-12,130
E12000002,North West,region,2020-11-11,122
E12000002,North West,region,2020-11-10,147
E12000002,North West,region,2020-11-09,36
E12000002,North West,region,2020-11-08,28
E12000002,North West,region,2020-11-07,104
E12000002,North West,region,2020-11-06,85
E12000002,North West,region,2020-11-05,123
E12000002,North West,region,2020-11-04,132
E12000002,North West,region,2020-11-03,108
E12000002,North West,region,2020-11-02,28
E12000002,North West,region,2020-11-01,33
E12000002,North West,region,2020-10-31,99
E12000002,North West,region,2020-10-30,73
E12000002,North West,region,2020-10-29,70
E12000002,North West,region,2020-10-28,75
E12000002,North West,region,2020-10-27,113
E12000002,North West,region,2020-10-26,25
E12000002,North West,region,2020-10-25,40
E12000002,North West,region,2020-10-24,46
E12000002,North West,region,2020-10-23,60
E12000002,North West,region,2020-10-22,56
E12000002,North West,region,2020-10-21,62
E12000002,North West,region,2020-10-20,92
E12000002,North West,region,2020-10-19,17
E12000002,North West,region,2020-10-18,21
E12000002,North West,region,2020-10-17,48
E12000002,North West,region,2020-10-16,35
E12000002,North West,region,2020-10-15,43
E12000002,North West,region,2020-10-14,40
E12000002,North West,region,2020-10-13,43
E12000002,North West,region,2020-10-12,12
E12000002,North West,region,2020-10-11,31
E12000002,North West,region,2020-10-10,9
E12000002,North West,region,2020-10-09,34
E12000002,North West,region,2020-10-08,23
E12000002,North West,region,2020-10-07,28
E12000002,North West,region,2020-10-06,25
E12000002,North West,region,2020-10-05,7
E12000002,North West,region,2020-10-04,9
E12000002,North West,region,2020-10-03,14
E12000002,North West,region,2020-10-02,25
E12000002,North West,region,2020-10-01,15
E12000002,North West,region,2020-09-30,18
E12000002,North West,region,2020-09-29,24
E12000002,North West,region,2020-09-28,6
E12000002,North West,region,2020-09-27,4
E12000002,North West,region,2020-09-26,8
E12000002,North West,region,2020-09-25,11
E12000002,North West,region,2020-09-24,14
E12000002,North West,region,2020-09-23,4
E12000002,North West,region,2020-09-22,8
E12000002,North West,region,2020-09-21,2
